scenario,return_improves,drawdown_improves,turnover_improves,passed,candidate_return,baseline_return,candidate_mdd,baseline_mdd,candidate_turnover,baseline_turnover
IDEAL_FULL_FILL,True,True,True,True,-0.000305977118945866,-0.017502667640842073,-0.1716468902972471,-0.1906481376690169,23.653884299835617,45.83367107763751
STABILIZED_POSTERIOR_MEAN,True,True,True,True,0.055445328556058326,0.011927997831229664,-0.15349832902654514,-0.19587671364793613,21.32052817068964,35.72062155117022
STABILIZED_WILSON_LOWER,False,False,True,False,-0.10860887262769692,0.0047977110082373375,-0.21376196851827622,-0.1822851788125499,18.96995072904248,27.697766728528187
