,period,variant,trading_days,total_return,cagr,annual_volatility,sharpe_zero_rf,sortino_zero_rf,calmar,max_drawdown,positive_day_rate,profit_factor_daily,best_day,worst_day,average_daily_turnover,annualized_turnover,total_cost_ratio,final_equity_multiple
0,2026,A0_LEGACY,107,0.21111938267113772,0.5700624962334819,0.4576414556107505,1.2156735968955916,1.5719857804411292,3.3551894608152164,-0.16990471116196604,0.5607476635514018,1.2299816906079126,0.06721920713617105,-0.10670136737166883,0.09525259059546205,24.00365283005644,0.020130556997480877,1.2111193826711377
1,2026,X_CAP15_ONLY,107,0.036546648802253,0.08821305455045847,0.4214102824104736,0.4124203827186624,0.49581994377540733,0.5010653757974258,-0.17605098817708342,0.5607476635514018,1.0770628216183713,0.07872374811797439,-0.11737643250171158,0.07555968474321939,19.041040555291286,0.016068725725990548,1.036546648802253
2,2026,A_CURRENT,107,-0.017502667640842073,-0.04073339735386994,0.37814897586164153,0.07865296709554467,0.10146897575556955,-0.21365746265293684,-0.1906481376690169,0.5514018691588785,1.0136723560184164,0.08606471806711606,-0.07173786933186244,0.18187964713348218,45.83367107763751,0.03951576003099509,0.9824973323591579
3,2026,X_COOLDOWN5,107,-0.045459155100310955,-0.10378284212858058,0.31759620718476805,-0.18549791824387912,-0.22301227118415265,-0.5248668014080877,-0.19773177089912508,0.5046728971962616,0.968110191556318,0.03896516780112735,-0.07122036933186243,0.1358516055212778,34.23460459136201,0.029430814339004987,0.954540844899689
4,2026,R_EXIT_RECOVERY,107,-0.03457011469458815,-0.0795182186666874,0.288222251604636,-0.14248359576485672,-0.15869113917159064,-0.4176484236414965,-0.19039511264849096,0.5327102803738317,0.9745912559594625,0.0389044737023427,-0.07122036933186243,0.11047429190784767,27.839521560777612,0.0239575245893017,0.9654298853054119
5,2026,R_TREND_REARM,107,-0.000305977118945866,-0.0007204696151038581,0.2776067773902048,0.13667827845820385,0.1491276566899111,-0.0041973939280589056,-0.1716468902972471,0.4672897196261682,1.0264921742963258,0.03896516780112735,-0.07122036933186243,0.09386462023744292,23.653884299835617,0.020334686742200663,0.9996940228810541
6,2026,B_EQUAL,107,-0.0050010411087980655,-0.011738265609668619,0.37497168697833066,0.1555435354396618,0.20107759153084892,-0.0630040673747138,-0.18630964791298033,0.5607476635514018,1.0271192575869208,0.08531108993919878,-0.07087497180624491,0.17892715263148212,45.089642463133494,0.03886675546311789,0.9949989588912019
7,2026,C_CAP10,107,-0.018322004021282035,-0.04261635913244821,0.2731449314773845,-0.023238706964627404,-0.029256058758100358,-0.2852457841541951,-0.14940224010256054,0.5607476635514018,0.9960029640466291,0.05718605614526893,-0.053284174273894994,0.11381580119332385,28.68158190071761,0.02472592515129411,0.981677995978718
8,2026,C_CAP08,107,-0.012852581828408316,-0.03000643002585668,0.2180121566788103,-0.031188917222089715,-0.03929395162932167,-0.2490706879825633,-0.12047355017527128,0.5607476635514018,0.9946406689457528,0.0455887087492325,-0.04262989435245603,0.09100892098523483,22.934248088279176,0.019768299039837182,0.9871474181715917
9,2026,D_BAND20,107,-0.006032499770802002,-0.014149352304446028,0.3788454555985069,0.15133944483582662,0.19545648195056675,-0.0757217014224532,-0.18685993630156894,0.5514018691588785,1.0264126937763,0.08614542366300322,-0.07167180043577302,0.17808180003100693,44.876613607813745,0.03864852235824176,0.993967500229198
10,2026,E_VOL_RISK,107,-0.07273451715151524,-0.16293141567757874,0.2130207816012342,-0.7278875648594836,-0.801750146587166,-0.9228410704619057,-0.17655414447043127,0.48598130841121495,0.8721586767262737,0.026720652081289997,-0.05696048145296495,0.10461629504094841,26.363306350319,0.022762133529675363,0.9272654828484848
