company_name,company_name_wics,stock_code,corp_code,fiscal_year,wics_large_code,wics_large,wics_index_code,wics_index_name,wics_date,revenue,revenue_prev,operating_income,net_income,total_assets,total_liabilities,total_equity,current_assets,current_liabilities,operating_cash_flow,investing_cash_flow,financing_cash_flow,revenue_growth_yoy,operating_margin,roe,debt_ratio,current_ratio,ocf_to_revenue
에스티큐브,에스티큐브,052020,00273110,2021,G25,경기관련소비재,G2550,WICS 소매(유통),2026-03-27,7926018248.0,,-18950232263.0,-21529904686.0,25860868897.0,9696432069.0,16164436828.0,21834509647.0,5343251318.0,-17148432225.0,9819276153.0,-7033795124.0,,-2.3908893053308047,-1.3319303923230996,0.5998620411076656,4.086371452049301,-2.1635620419278148
에이럭스,에이럭스,475580,01641600,2021,G25,경기관련소비재,G2560,WICS 교육서비스,2026-03-27,,,,,,,,,,,,,,,,,,
에이블씨엔씨,에이블씨엔씨,078520,00400857,2021,G25,경기관련소비재,G2520,WICS 내구소비재와의류,2026-03-27,262945930671.0,,-22379323056.0,-43362048445.0,193817470072.0,79159922956.0,114657547116.0,116388272149.0,61295420152.0,4409703279.0,1300825074.0,-19776451457.0,,-0.08510998059141361,-0.3781874768446795,0.690403073736727,1.8988086199650984,0.016770380388649007
에이에스텍,에이에스텍,453860,01538528,2021,G25,경기관련소비재,G2520,WICS 내구소비재와의류,2026-03-27,,,,,,,,,,,,,,,,,,
에이에프더블류,에이에프더블류,312610,01223219,2021,G25,경기관련소비재,G2510,WICS 자동차와부품,2026-03-27,,,,,,,,,,,,,,,,,,
에이유브랜즈,에이유브랜즈,481070,01803927,2021,G25,경기관련소비재,G2520,WICS 내구소비재와의류,2026-03-27,,,,,,,,,,,,,,,,,,
에이피알,에이피알,278470,01190568,2021,G25,경기관련소비재,G2520,WICS 내구소비재와의류,2026-03-27,259146144182.0,,14273152154.0,11398827028.0,126428830150.0,60427749526.0,66001080624.0,90318935738.0,50064266575.0,4585024805.0,-7203428972.0,6900283116.0,,0.05507761729989651,0.17270667268219,0.9155569720176162,1.8040598997429735,0.017692815069553603
에코글로우,에코글로우,159910,00896753,2021,G25,경기관련소비재,G2520,WICS 내구소비재와의류,2026-03-27,27611573040.0,,958607215.0,1183250884.0,44703631917.0,7217803571.0,37485828346.0,34717154663.0,6785071429.0,-1405235992.0,1964288590.0,21036312484.0,,0.03471758793355585,0.031565285768221825,0.1925475276784217,5.116697005519469,-0.05089300743439281
에코마케팅,에코마케팅,230360,01029394,2021,G25,경기관련소비재,G2520,WICS 내구소비재와의류,2026-03-27,229662475960.0,,40062457774.0,27114821401.0,274724499695.0,108641443308.0,166083056387.0,191268713597.0,91459685635.0,42413014248.0,20070463859.0,-23592968094.0,,0.17444058985490352,0.1632606118339859,0.6541392341362512,2.0912898646986475,0.18467542018221128
에코볼트,에코볼트,097780,00562360,2021,G25,경기관련소비재,G2510,WICS 자동차와부품,2026-03-27,112691082415.0,,-19699838185.0,-49046458689.0,383610258051.0,84451025624.0,299159232427.0,165236209649.0,81219913142.0,-15826931100.0,-91076510602.0,11212527391.0,,-0.17481275148687195,-0.1639476685746885,0.28229456580320483,2.034429775369385,-0.1404452842303458
에코캡,에코캡,128540,00870481,2021,G25,경기관련소비재,G2510,WICS 자동차와부품,2026-03-27,85383961430.0,,-12265497789.0,-8560269583.0,114542583908.0,65628137113.0,48914446795.0,59063850924.0,50744878231.0,-5105641217.0,-4106947706.0,7052484150.0,,-0.1436510743186304,-0.17500493502208073,1.3416923100049956,1.1639371889933503,-0.05979625601215209
에코플라스틱,에코플라스틱,038110,00139153,2021,G25,경기관련소비재,G2510,WICS 자동차와부품,2026-03-27,1517574986027.0,,15774824600.0,5428884898.0,683487201549.0,554423014707.0,129064186842.0,306510686260.0,460080866939.0,-1718240279.0,-38243871051.0,37125239198.0,,0.010394757916574767,0.04206344944198986,4.295715397685982,0.6662104605637488,-0.0011322275965409394
엑시온그룹,엑시온그룹,069920,00426068,2021,G25,경기관련소비재,G2550,WICS 소매(유통),2026-03-27,21515302872.0,,-7802164718.0,28441564359.0,84497178890.0,18203048536.0,66294130354.0,63186758208.0,15751174806.0,-2740344719.0,23523933527.0,-17589265557.0,,-0.3626332738338409,0.4290208530849808,0.27458009387556104,4.0115584384176,-0.1273672388115104
엔바이오니아,엔바이오니아,317870,00964595,2021,G25,경기관련소비재,G2520,WICS 내구소비재와의류,2026-03-27,8871109245.0,,-766887065.0,-2364160059.0,38752420407.0,20278784164.0,18473636243.0,15749968027.0,9492803362.0,-271945630.0,-11041180270.0,9344212228.0,,-0.08644770837787152,-0.1279748084189881,1.0977148135459256,1.6591482438209595,-0.030655200211098292
엔브이에이치코리아,엔브이에이치코리아,067570,00146436,2021,G25,경기관련소비재,G2510,WICS 자동차와부품,2026-03-27,1068809423659.0,,42784729861.0,19611491890.0,962301314935.0,673415444597.0,288885870338.0,384744073572.0,488004897709.0,46976577149.0,-94585961079.0,38223610199.0,,0.040030270049948885,0.06788664280137452,2.331077819102387,0.7884020741968557,0.04395224827657182
엔에프씨,엔에프씨,265740,01217829,2021,G25,경기관련소비재,G2520,WICS 내구소비재와의류,2026-03-27,40414881817.0,,5763958052.0,6144235431.0,68311169573.0,12226794162.0,56084375411.0,22285937954.0,11307665405.0,5613324640.0,-2151950105.0,-14761749489.0,,0.14261969336195027,0.10955342528063373,0.21800713785968134,1.970869950232667,0.13889251650957019
엠에스오토텍,엠에스오토텍,123040,00259545,2021,G25,경기관련소비재,G2510,WICS 자동차와부품,2026-03-27,1521785885237.0,,51281868214.0,20153474442.0,1308407847133.0,961516972287.0,346890874846.0,583057908138.0,642112203474.0,17515908452.0,-109939988980.0,122556779651.0,,0.033698478026042054,0.058097447651071846,2.771813968049345,0.9080311898504648,0.011510100482547258
엠투엔,엠투엔,033310,00143226,2021,G25,경기관련소비재,G2510,WICS 자동차와부품,2026-03-27,43541522704.0,,-4813106044.0,-58122788898.0,197826226415.0,56573457059.0,141252769356.0,70464252536.0,54151619158.0,-1375453746.0,-125952609403.0,126415193915.0,,-0.11054059998590351,-0.4114807034438586,0.40051219750897527,1.3012399930351866,-0.031589472774080134
엣지파운드리,엣지파운드리,105550,00766106,2021,G25,경기관련소비재,G2510,WICS 자동차와부품,2026-03-27,,,,,,,,,,,,,,,,,,
영원무역,영원무역,111770,00776820,2021,G25,경기관련소비재,G2520,WICS 내구소비재와의류,2026-03-27,2792518463435.0,,442515129012.0,334303486017.0,3547620437780.0,1113408478688.0,2434211959092.0,2044753390256.0,525247244441.0,287353748746.0,-211600795043.0,-104440133238.0,,0.15846453114142506,0.13733540531191069,0.4573999706678457,3.8929350165980416,0.10290128875013205
영원무역홀딩스,영원무역홀딩스,009970,00140964,2021,G25,경기관련소비재,G2520,WICS 내구소비재와의류,2026-03-27,3240513827424.0,,570492659317.0,446829434889.0,4325576166733.0,1170497824939.0,3155078341794.0,2619646378802.0,595771679968.0,404879753943.0,-422911911706.0,-117032681412.0,,0.17605006171830007,0.1416222947525701,0.37098851379818565,4.397064289700219,0.12494307245862096
영화금속,영화금속,012280,00141413,2021,G25,경기관련소비재,G2510,WICS 자동차와부품,2026-03-27,,,,,,,,,,,,,,,,,,
영화테크,영화테크,265560,00659976,2021,G25,경기관련소비재,G2510,WICS 자동차와부품,2026-03-27,40624175326.0,,2319856022.0,2553550846.0,64577327010.0,11926035130.0,52651291880.0,36943504968.0,7135644027.0,3109886019.0,-960847055.0,-431741909.0,,0.05710530745261091,0.048499300868436734,0.2265098291829416,5.177318939707809,0.07655259445992083
예스24,예스24,053280,00362858,2021,G25,경기관련소비재,G2550,WICS 소매(유통),2026-03-27,653695996510.0,,12596251838.0,18266152084.0,588155596577.0,254739018892.0,333416577685.0,112227750779.0,182331422080.0,27023391104.0,-28046021999.0,-3300089224.0,,0.019269280988792634,0.054784774682850965,0.764026254065472,0.6155151399508023,0.04133938596576154
오로라,오로라,039830,00141556,2021,G25,경기관련소비재,G2520,WICS 내구소비재와의류,2026-03-27,178075764619.0,,10606169157.0,9483004064.0,390797919817.0,262907484817.0,127890435000.0,118317346391.0,152820697935.0,3392083326.0,-67850838620.0,72084663263.0,,0.059559868686748646,0.07414943943227655,2.0557243770185,0.7742233086863961,0.019048540003506337
오리엔트정공,오리엔트정공,065500,00300405,2021,G25,경기관련소비재,G2510,WICS 자동차와부품,2026-03-27,114867580122.0,,351980926.0,-711810921.0,109759373024.0,70051875360.0,39707497664.0,41597898450.0,54129824582.0,1703737275.0,-2843044778.0,-2823816874.0,,0.0030642320977438864,-0.017926360583667526,1.764197682583033,0.7684838953613146,0.014832185662747256
오스템,오스템,031510,00175173,2021,G25,경기관련소비재,G2510,WICS 자동차와부품,2026-03-27,112783537605.0,,-332450200.0,-12292207620.0,211113961968.0,100746219404.0,110367742564.0,83567211719.0,94096514315.0,5065707775.0,-14131823547.0,-5744880745.0,,-0.002947683740550284,-0.11137500264510711,0.9128230501369485,0.8881010346382032,0.04491531195573549
오아,오아,342870,01428948,2021,G25,경기관련소비재,G2520,WICS 내구소비재와의류,2026-03-27,,,,,,,,,,,,,,,,,,
오텍,오텍,067170,00397289,2021,G25,경기관련소비재,G2520,WICS 내구소비재와의류,2026-03-27,1017614175929.0,,6404268684.0,-121682512.0,645496595366.0,452549467641.0,192947127725.0,477333594169.0,332994071990.0,5065365099.0,-6619217017.0,17156339074.0,,0.0062934153586779755,-0.0006306521036862976,2.3454584319389356,1.4334597349328626,0.004977687240231032
오토앤,오토앤,353590,01084294,2021,G25,경기관련소비재,G2510,WICS 자동차와부품,2026-03-27,50341205173.0,,2940244567.0,1751278354.0,40503183931.0,24137888661.0,16365295270.0,27321318292.0,18677269584.0,1317494728.0,-1819850457.0,2137105103.0,,0.05840632056574145,0.1070117174854982,1.474943669684244,1.4628111549776515,0.026171298908565364
온타이드,온타이드,005320,00168331,2021,G25,경기관련소비재,G2520,WICS 내구소비재와의류,2026-03-27,226961774057.0,,-3587448466.0,-7948938059.0,168474550907.0,66109970105.0,102364580802.0,103105105390.0,52591898214.0,-25316836611.0,-7110215105.0,-25636489903.0,,-0.015806399473679806,-0.07765320774746624,0.6458285628392701,1.960475071092858,-0.11154669862882653
와이엠,와이엠,007530,00140858,2021,G25,경기관련소비재,G2510,WICS 자동차와부품,2026-03-27,122874301472.0,,1544238378.0,553786264.0,138674023805.0,99324071505.0,39349952300.0,48927686804.0,74590071749.0,-2155168720.0,-12650991066.0,5033539420.0,,0.01256762691222211,0.014073365573050516,2.524121776508481,0.6559544139955322,-0.017539621338080277
우리산업,우리산업,215360,01077577,2021,G25,경기관련소비재,G2510,WICS 자동차와부품,2026-03-27,284249058158.0,,,539619141.0,243776214488.0,123768927973.0,120007286515.0,160145651532.0,101826917936.0,16003844427.0,-10271564490.0,2105391526.0,,,0.0044965531399841436,1.031345108844952,1.5727241359956936,0.056302189814483934
우리산업홀딩스,우리산업홀딩스,072470,00359623,2021,G25,경기관련소비재,G2510,WICS 자동차와부품,2026-03-27,384335568467.0,,-2451690316.0,-325424403.0,401897114022.0,179806027846.0,222091086176.0,203975577169.0,138036882994.0,17962686570.0,-15321701478.0,3817014483.0,,-0.006379035710327467,-0.0014652744898645401,0.8096048830321336,1.4776889534506958,0.04673698726778737
우수AMS,우수AMS,066590,00301422,2021,G25,경기관련소비재,G2510,WICS 자동차와부품,2026-03-27,310386892174.0,,-713173579.0,-10229323840.0,268620923739.0,189423750781.0,79197172958.0,102095702880.0,164786619118.0,-784595885.0,-19159744810.0,17673823035.0,,-0.002297692322007598,-0.1291627397536631,2.3917994002318186,0.6195630654142589,-0.0025277996744790462
우신시스템,우신시스템,017370,00142883,2021,G25,경기관련소비재,G2510,WICS 자동차와부품,2026-03-27,262337789266.0,,-11486951348.0,-12911457219.0,309605708018.0,220358554970.0,89247153048.0,178217590852.0,194509592550.0,30160280556.0,-3255131140.0,352903371.0,,-0.043786872566623225,-0.1446708021269407,2.469082177349501,0.9162406260564654,0.1149673504544886
웅진씽크빅,웅진씽크빅,095720,00628189,2021,G25,경기관련소비재,G2560,WICS 교육서비스,2026-03-27,813875932203.0,,26788937250.0,44176534515.0,771639508251.0,398095902920.0,373543605331.0,461202951368.0,370129439408.0,94724071108.0,-53226504057.0,-78118900575.0,,0.03291525918144266,0.11826339384355092,1.0657280629051165,1.2460585467226457,0.11638637703857492
원익,원익,032940,00210980,2021,G25,경기관련소비재,G2520,WICS 내구소비재와의류,2026-03-27,94674873475.0,,6642380416.0,28432204483.0,316062261529.0,99869174943.0,216193086586.0,28285235666.0,39427384846.0,8210964292.0,-1729920638.0,-5564750097.0,,0.07015990803255731,0.13151301427804854,0.4619443503956487,0.7174007552486606,0.08672801970174485
원풍물산,원풍물산,008290,00144021,2021,G25,경기관련소비재,G2520,WICS 내구소비재와의류,2026-03-27,,,,,,,,,,,,,,,,,,
위닉스,위닉스,044340,00293886,2021,G25,경기관련소비재,G2520,WICS 내구소비재와의류,2026-03-27,400233479027.0,,25564756337.0,19982071922.0,405574804962.0,206781048629.0,198793756333.0,197649924311.0,187677476101.0,-8804248844.0,-14324621456.0,37574309389.0,,0.0638746073895417,0.10051659715372535,1.0401787885260363,1.0531360950561444,-0.02199778205812228
윌비스,윌비스,008600,00104999,2021,G25,경기관련소비재,G2520,WICS 내구소비재와의류,2026-03-27,276483060881.0,,4388624769.0,-14579095509.0,288026485577.0,183381461941.0,104645023636.0,195621162114.0,165793277428.0,23472895409.0,-5095827904.0,-16587021030.0,,0.01587303307123358,-0.13931952999229386,1.7524145493901258,1.1799100973738428,0.084898132038197
윙스풋,윙스풋,335870,01405585,2021,G25,경기관련소비재,G2520,WICS 내구소비재와의류,2026-03-27,,,,,,,,,,,,,,,,,,
유니온머티리얼,유니온머티리얼,047400,00369833,2021,G25,경기관련소비재,G2510,WICS 자동차와부품,2026-03-27,118261478442.0,,-848992713.0,543550735.0,186669511383.0,102788774092.0,83880737291.0,87198120370.0,66729129553.0,3329002118.0,1965741179.0,-7092922990.0,,-0.007178945538181977,0.006480042409669191,1.2254157201242049,1.3067474572816418,0.028149505332225922
유니켐,유니켐,011330,00137207,2021,G25,경기관련소비재,G2520,WICS 내구소비재와의류,2026-03-27,123343369769.0,,9505608489.0,3527085129.0,335857580519.0,207896480969.0,127961099550.0,99780859347.0,128215329260.0,25847100293.0,-57719668861.0,34374482603.0,,0.07706622988168962,0.027563729456871487,1.6246850152125,0.7782287806215473,0.20955403068204623
유니크,유니크,011320,00147152,2021,G25,경기관련소비재,G2510,WICS 자동차와부품,2026-03-27,246702384112.0,,4387717514.0,6193464924.0,226818615482.0,119137957868.0,107680657614.0,98286516893.0,107926191354.0,6051072593.0,-9606233380.0,-3231328637.0,,0.017785468631742234,0.05751696786809707,1.1064007270003,0.9106827143618764,0.02452782373701295
유니테크노,유니테크노,241690,00531865,2021,G25,경기관련소비재,G2510,WICS 자동차와부품,2026-03-27,79862819036.0,,7438470284.0,9469453903.0,128047907953.0,35122758112.0,92925149841.0,55128711359.0,25918102952.0,7386992992.0,-1243050085.0,-7041886355.0,,0.09314059250333924,0.10190410151829458,0.37796826986124804,2.1270349709273737,0.09249602106670118
유라테크,유라테크,048430,00201742,2021,G25,경기관련소비재,G2510,WICS 자동차와부품,2026-03-27,184268819398.0,,1142954833.0,2720484395.0,143318412875.0,24726508455.0,118591904420.0,81426820747.0,21829598505.0,8723959949.0,-19044995274.0,-147408516.0,,0.006202649133662411,0.022939882855454022,0.20850081273195226,3.7301107818519634,0.04734365790968262
유비온,유비온,084440,00531078,2021,G25,경기관련소비재,G2560,WICS 교육서비스,2026-03-27,,,,,,,,,,,,,,,,,,
유성기업,유성기업,002920,00174004,2021,G25,경기관련소비재,G2510,WICS 자동차와부품,2026-03-27,276391974385.0,,7459015090.0,10346413405.0,409968041215.0,104854260807.0,305113780408.0,176816238429.0,51948801133.0,12731300015.0,-32208896911.0,3425700937.0,,0.026987090007215515,0.03391001675232339,0.3436562605162843,3.4036635027690583,0.04606248080584983
율촌,율촌,146060,00495633,2021,G25,경기관련소비재,G2510,WICS 자동차와부품,2026-03-27,,,,,,,,,,,,,,,,,,
이노진,이노진,344860,01419135,2021,G25,경기관련소비재,G2520,WICS 내구소비재와의류,2026-03-27,,,,,,,,,,,,,,,,,,
이녹스,이녹스,088390,00494476,2021,G25,경기관련소비재,G2520,WICS 내구소비재와의류,2026-03-27,75142445345.0,,24193044986.0,54518801697.0,288794864835.0,74591997765.0,214202867070.0,68140630839.0,38928957802.0,-3596058250.0,649353904.0,19159936756.0,,0.32196243913706774,0.25451947699273153,0.34823062261171256,1.7503841532459221,-0.04785655076155015
이마트,이마트,139480,00872984,2021,G25,경기관련소비재,G2550,WICS 소매(유통),2026-03-27,24932680935679.0,,316790902379.0,1589074047501.0,31242082400946.0,18841829087123.0,12400253313823.0,5188352945043.0,9816971044837.0,,,,,0.012705849932313856,0.12814851497667415,1.5194713051643347,0.5285085309252989,
이상네트웍스,이상네트웍스,080010,00454399,2021,G25,경기관련소비재,G2530,"WICS 호텔,레스토랑,레저등",2026-03-27,57155970394.0,,10075774846.0,7640460924.0,153985512036.0,36411546683.0,117573965353.0,61354470714.0,21572082837.0,11462437542.0,357100200.0,-6739235881.0,,0.17628560545020006,0.06498429223732095,0.3096905558443932,2.84416072280077,0.2005466351631269
이원컴포텍,이원컴포텍,088290,00409140,2021,G25,경기관련소비재,G2510,WICS 자동차와부품,2026-03-25,,,,,,,,,,,,,,,,,,
이월드,이월드,084680,00540605,2021,G25,경기관련소비재,G2520,WICS 내구소비재와의류,2026-03-27,,,,,,,,,,,,,,,,,,
이퓨쳐,이퓨쳐,134060,00788737,2021,G25,경기관련소비재,G2560,WICS 교육서비스,2026-03-27,,,,,,,,,,,,,,,,,,
인디에프,인디에프,014990,00106881,2021,G25,경기관련소비재,G2520,WICS 내구소비재와의류,2026-03-27,148698938125.0,,-22118833674.0,-20111635209.0,125281293277.0,87338281443.0,37943011834.0,72232544519.0,71812301539.0,-4232526805.0,4622325788.0,5036794634.0,,-0.14874910307299144,-0.5300484657619707,2.301827852388298,1.0058519636746606,-0.028463732548258236
인지컨트롤스,인지컨트롤스,023800,00103510,2021,G25,경기관련소비재,G2510,WICS 자동차와부품,2026-03-27,484855609029.0,,2018548482.0,2392417371.0,543367174652.0,346845570399.0,196521604253.0,185038437018.0,246376080695.0,,,,,0.004163195071709003,0.012173813561586975,1.7649233615683007,0.751040590044402,
인크레더블버즈,인크레더블버즈,064090,00390408,2021,G25,경기관련소비재,G2550,WICS 소매(유통),2026-03-27,30300618072.0,,-7850172376.0,851359939.0,22862786680.0,10014468587.0,12848318093.0,19222164771.0,9882483635.0,-1431220137.0,4631655313.0,-2850806958.0,,-0.2590763118213135,0.06626236467976587,0.7794380956723096,1.9450742830397816,-0.04723402452052794
인팩,인팩,023810,00180795,2021,G25,경기관련소비재,G2510,WICS 자동차와부품,2026-03-27,439274488177.0,,12820102452.0,,353962028307.0,232862255335.0,121099772972.0,157837676941.0,184619476426.0,21737764405.0,3247021489.0,305733386806.0,,0.029184718887736327,,1.9228958867564605,0.8549351346701777,0.04948560635791134
일신방직,일신방직,003200,00146269,2021,G25,경기관련소비재,G2520,WICS 내구소비재와의류,2026-03-27,601028587672.0,,60970489628.0,64210377493.0,1044004955919.0,249710018427.0,794294937492.0,485317223817.0,179411425576.0,21177392499.0,-25591781033.0,-11567262458.0,,0.10144357669268386,0.08083946461467496,0.3143794661658851,2.705051934451165,0.0352352499255113
일월지엠엘,일월지엠엘,178780,00923826,2021,G25,경기관련소비재,G2550,WICS 소매(유통),2026-03-27,19635847535.0,,-10271482735.0,-10527574382.0,16214880546.0,6009505670.0,10205374876.0,12082431592.0,5195032481.0,-2454051243.0,7683453678.0,-2264776639.0,,-0.5230985174788891,-1.0315715502776597,0.5888569252005202,2.325766323153813,-0.12497811661176152
일정실업,일정실업,008500,00146542,2021,G25,경기관련소비재,G2510,WICS 자동차와부품,2026-03-18,30523125956.0,,-8424305904.0,-8376533427.0,34576439514.0,22455076379.0,12121363135.0,14253289985.0,19455076379.0,-4175614891.0,3261834944.0,630033000.0,,-0.2759974819140048,-0.6910553981188025,1.852520721383371,0.7326257531625597,-0.13680167938956428
일지테크,일지테크,019540,00146560,2021,G25,경기관련소비재,G2510,WICS 자동차와부품,2026-03-27,195847448312.0,,-5261187438.0,-607781446.0,381384369854.0,281592467349.0,99791902505.0,149944126343.0,264851102597.0,3686592198.0,-27837866267.0,32122352582.0,,-0.0268637017400325,-0.006090488614239492,2.821796761865433,0.5661449957078579,0.01882379489635717
일진하이솔루스,일진하이솔루스,271940,00972503,2021,G25,경기관련소비재,G2510,WICS 자동차와부품,2026-03-27,,,,,,,,,,,,,,,,,,
잇츠한불,잇츠한불,226320,00911955,2021,G25,경기관련소비재,G2520,WICS 내구소비재와의류,2026-03-27,140177794033.0,,754754823.0,-6944270651.0,494667177708.0,36179263528.0,458487914180.0,358263960457.0,33686319450.0,11164311460.0,-34743590689.0,-10030946709.0,,0.005384268087585393,-0.015146027705920542,0.07890996122047442,10.635295464343168,0.07964393745111832
전방,전방,000950,00147222,2021,G25,경기관련소비재,G2520,WICS 내구소비재와의류,2026-03-27,133745227330.0,,7360077995.0,159907246.0,383313469255.0,239288170943.0,144025298312.0,280690515577.0,214719979609.0,-1445054674.0,5016508570.0,-4717856497.0,,0.05503058420798753,0.001110271930515951,1.6614315245133766,1.3072398576421755,-0.010804532639018993
정상제이엘에스,정상제이엘에스,040420,00287788,2021,G25,경기관련소비재,G2560,WICS 교육서비스,2026-03-27,101714282687.0,,16986218996.0,13633314404.0,111549060527.0,39512169367.0,72036891160.0,29401065034.0,35647558714.0,26498563410.0,-9953301903.0,-10155377063.0,,0.16699934903213934,0.18925461918837197,0.548499091656248,0.8247707864060045,0.26051959184082957
제닉,제닉,123330,00624998,2021,G25,경기관련소비재,G2520,WICS 내구소비재와의류,2026-03-27,38408413629.0,,-3943884181.0,-4330612246.0,45410704690.0,26113477311.0,19297227379.0,29541354558.0,15700015106.0,2569966710.0,12139024257.0,-3693906000.0,,-0.10268281890252812,-0.2244162936439637,1.3532243155002521,1.8816131295765646,0.06691155575505375
제로투세븐,제로투세븐,159580,00563837,2021,G25,경기관련소비재,G2520,WICS 내구소비재와의류,2026-03-27,111951948634.0,,2332611072.0,1164197889.0,97976550539.0,23713318237.0,74263232302.0,46059176402.0,17636735693.0,-2096037363.0,214132225.0,-1066446068.0,,0.02083582376601511,0.01567663907040371,0.3193143834699661,2.6115476924837533,-0.018722651892844586
제이에스코퍼레이션,제이에스코퍼레이션,194370,00332927,2021,G25,경기관련소비재,G2520,WICS 내구소비재와의류,2026-03-27,987023677957.0,,60970128693.0,48293833743.0,552280907650.0,350394617961.0,201886289689.0,359583072466.0,301376033969.0,26217938139.0,6973679122.0,-36437643196.0,,0.0617716981412235,0.2392130432304009,1.735603831744953,1.1931375820779009,0.026562623293158925
제이에스티나,제이에스티나,026040,00120289,2021,G25,경기관련소비재,G2520,WICS 내구소비재와의류,2026-03-27,67332598457.0,,1355507077.0,17615824499.0,64949455347.0,16179957925.0,48769497422.0,44461956741.0,12757090783.0,4416859281.0,20028391655.0,-24886655857.0,,0.020131512938204147,0.3612057829214675,0.3317638848109432,3.4852739936796295,0.06559763594777496
제이투케이바이오,제이투케이바이오,420570,01553129,2021,G25,경기관련소비재,G2520,WICS 내구소비재와의류,2026-03-27,,,,,,,,,,,,,,,,,,
젝시믹스,젝시믹스,337930,01391103,2021,G25,경기관련소비재,G2520,WICS 내구소비재와의류,2026-03-27,172653692453.0,,10837578760.0,7762116906.0,110650104392.0,42401150674.0,68248953718.0,68539036319.0,34398917861.0,13337076957.0,27527125095.0,19460527244.0,,0.06277061675324563,0.11373239417079616,0.6212718051209788,1.99247652487076,0.07724756283813991
조광피혁,조광피혁,004700,00148939,2021,G25,경기관련소비재,G2520,WICS 내구소비재와의류,2026-03-27,,,,,,,,,,,,,,,,,,
좋은사람들,좋은사람들,033340,00205003,2021,G25,경기관련소비재,G2520,WICS 내구소비재와의류,2026-03-27,90096812952.0,,-12490479416.0,-39785091917.0,82053501646.0,34184436207.0,47869065439.0,50506966430.0,24714384382.0,-2188234460.0,1975559838.0,-814184928.0,,-0.1386339761280394,-0.8311232223177307,0.7141237434551871,2.0436263209851697,-0.02428759007453243
지어소프트,지어소프트,051160,00389110,2021,G25,경기관련소비재,G2550,WICS 소매(유통),2026-03-27,378603667067.0,,6660812145.0,8000882535.0,228993547868.0,122833950461.0,106159597407.0,148320552344.0,81878260617.0,17666600421.0,-20766920184.0,68535756190.0,,0.01759309992055957,0.07536654933162391,1.1570687291707882,1.8114765900779883,0.046662517977866316
지엔코,지엔코,065060,00258102,2021,G25,경기관련소비재,G2520,WICS 내구소비재와의류,2026-03-27,135409305421.0,,-798433811.0,-20020583208.0,229232253974.0,95315222437.0,133917031537.0,86714019724.0,90093853120.0,20809346998.0,-10305012115.0,-5057127449.0,,-0.005896447134985263,-0.14949990287432935,0.7117483216514198,0.9624854162747568,0.1536773778825748
지엠비코리아,지엠비코리아,013870,00156354,2021,G25,경기관련소비재,G2510,WICS 자동차와부품,2026-03-27,531332180542.0,,8377508126.0,10500670215.0,522463824958.0,273762237351.0,248701587607.0,259210370351.0,222364204027.0,4834024489.0,-29060170212.0,12362676370.0,,0.015766988021418717,0.04222196696063409,1.100765941967371,1.1657018785250437,0.009097932830021551
진도,진도,088790,00557933,2021,G25,경기관련소비재,G2520,WICS 내구소비재와의류,2026-03-27,58961462990.0,,3775884191.0,3568236830.0,136444645101.0,35781861962.0,100662783139.0,81649151267.0,34636861962.0,10690116847.0,-227763258.0,3211101417.0,,0.06403986603318168,0.03544742871923984,0.3554626729581944,2.3572906620864513,0.18130684526625584
진양홀딩스,진양홀딩스,100250,00646732,2021,G25,경기관련소비재,G2510,WICS 자동차와부품,2026-03-27,224791427777.0,,6857969366.0,14973552928.0,566089269272.0,176049121264.0,390040148008.0,165041512751.0,114537539670.0,13592364323.0,2018924006.0,-10315588363.0,,0.030508144522322783,0.03838977347453186,0.4513615384547262,1.4409381694989223,0.060466559856917866
차AI헬스케어,차AI헬스케어,025620,00136776,2021,G25,경기관련소비재,G2520,WICS 내구소비재와의류,2026-03-27,20531622874.0,,-17281920074.0,-39805368541.0,79881575028.0,19745646519.0,60135928509.0,26690140764.0,19092193609.0,-3490206085.0,-16308876149.0,26552889705.0,,-0.8417220684432488,-0.6619232383689343,0.32835023934227353,1.3979609316039174,-0.16999172965619708
참좋은여행,참좋은여행,094850,00606770,2021,G25,경기관련소비재,G2530,"WICS 호텔,레스토랑,레저등",2026-03-27,,,,,,,,,,,,,,,,,,
청담글로벌,청담글로벌,362320,01534577,2021,G25,경기관련소비재,G2550,WICS 소매(유통),2026-03-27,,,,,,,,,,,,,,,,,,
체시스,체시스,033250,00125576,2021,G25,경기관련소비재,G2510,WICS 자동차와부품,2026-03-27,42905288601.0,,-1652260820.0,-2311455896.0,81159742752.0,47882838179.0,33276904573.0,20358655921.0,30260177306.0,7315684980.0,-2692054798.0,-2988070642.0,,-0.03850949087804272,-0.06946126527271572,1.4389210412873217,0.6727870664843486,0.1705077676561647
캐스텍코리아,캐스텍코리아,071850,00302582,2021,G25,경기관련소비재,G2510,WICS 자동차와부품,2026-03-27,141243567304.0,,-17614992211.0,-15325546707.0,251690601782.0,156418265669.0,95272336113.0,107584409354.0,137858424511.0,-1575304844.0,-4142911372.0,2060802443.0,,-0.12471358906623385,-0.16086040641244248,1.6418015139617907,0.7803977866105355,-0.011153108591554155
