company_name,stock_code,corp_code,fiscal_year,wics_large,wics_index_name,revenue,revenue_prev,revenue_growth_yoy,operating_income,operating_income_prev,operating_income_growth_yoy,operating_margin,net_income,net_income_prev,net_income_growth_yoy,roe,total_assets,total_liabilities,total_equity,debt_ratio,current_assets,current_liabilities,current_ratio,operating_cash_flow,investing_cash_flow,financing_cash_flow,ocf_to_revenue,snapshot_date,market_cap_wics_raw,trading_value_wics_raw,shares_outstanding,data_provider
에치에프알,230240,01108442,2025,IT,WICS 기술하드웨어와장비,141982727703.0,157094151451.0,-0.0961934203687619,-1582194663.0,-20237323354.0,-0.9218179877188516,-0.0111435713948927,-49269972.0,-18485166525.0,-0.9973346211442907,-0.0003107106502603,280656523386.0,122084643218.0,158571880168.0,0.7699009628230216,118832973788.0,65282098980.0,1.820299525363086,9552007579.0,-18594136075.0,18438815635.0,0.0672758421642731,20260327,285531,2658156,9050120,wics_local_fallback
에코프로머티,450080,01311408,2025,IT,WICS 전자와 전기제품,,,,,,,,,,,,,,,,,,,,,,,20260327,2537716,1554136,34573789,wics_local_fallback
에코프로비엠,247540,01160363,2025,IT,WICS 전자와 전기제품,2531576384113.0,2766837750152.0,-0.0850289707179525,143309899725.0,-34109364109.0,-5.201482597771052,0.0566089574165514,91587534892.0,-58508991346.0,-2.565358294255767,0.0454301460430235,4882022445703.0,2866014511120.0,2016007934583.0,1.4216285868501897,1390244218752.0,1922081128259.0,0.723301528906466,214707183992.0,-490657793392.0,308045844044.0,0.0848116554331138,20260327,10697758,1554136,52828434,wics_local_fallback
에프알텍,073540,00442561,2025,IT,WICS 기술하드웨어와장비,25263688167.0,29759555648.0,-0.1510730715934646,919606633.0,814561384.0,0.1289592792677734,0.0364003318486653,2204141017.0,1251742033.0,0.7608588342419272,0.0361317914367811,74060340132.0,13057524347.0,61002815785.0,0.2140478956417405,28018517577.0,8288654922.0,3.3803455253798056,-1938667310.0,-1957716724.0,82174504.0,-0.0767373036424796,20260327,19104,2658156,7182000,wics_local_fallback
에프앤가이드,064850,00331016,2025,IT,WICS 소프트웨어와서비스,35401545538.0,31607660607.0,0.1200305513961316,10663123187.0,7648239115.0,0.3941932288815476,0.3012050187343998,10045577451.0,4102762417.0,1.4484911457157867,0.1457230282517012,88472449505.0,19536348111.0,68936101394.0,0.2833979252662,50201388364.0,19091071074.0,2.6295742218658926,10746501650.0,2118833321.0,-7817468743.0,0.3035602397207407,20260327,119523,365226,5705166,wics_local_fallback
에프에스티,036810,00223434,2025,IT,WICS 반도체와반도체장비,280262733555.0,237408450542.0,0.1805086672996024,-546526969.0,2287271800.0,-1.2389427303742389,-0.0019500522315884,-14329719293.0,-1637674189.0,7.750042828573883,-0.0591366672306992,540070062623.0,297754762082.0,242315300541.0,1.228790593979102,154934203691.0,174488509619.0,0.8879335609508195,14070656599.0,-48200235420.0,37599846343.0,0.0502052357105077,20260327,569662,11083547,14625460,wics_local_fallback
에프엔에스테크,083500,00476036,2025,IT,WICS 디스플레이,73657803682.0,88482201894.0,-0.1675410183593684,10349896551.0,8805382808.0,0.17540563274509258,0.1405132387015394,9159013551.0,14567811473.0,-0.37128417896021465,0.1046724011230647,121876000647.0,34374295778.0,87501704869.0,0.3928414403977868,55749970667.0,28036168801.0,1.9885017479639195,7151438390.0,-12625916855.0,-3894930314.0,0.0970900302821223,20260327,83294,153256,4888161,wics_local_fallback
엑사이엔씨,054940,00360577,2025,IT,WICS 반도체와반도체장비,177002828337.0,203087664310.0,-0.1284412623564531,2505252969.0,8512659131.0,-0.7057026564264999,0.0141537454092552,1157004125.0,7717020616.0,-0.8500711372208676,0.0137965462727785,158296864390.0,74434997650.0,83861866740.0,0.8875905169243792,104106305738.0,63172298230.0,1.647974011630319,7539858807.0,6745853394.0,-2921876194.0,0.0425973916792147,20260327,18232,11083547,26538838,wics_local_fallback
엑셈,205100,01042085,2025,IT,WICS 소프트웨어와서비스,47763052042.0,61237482059.0,-0.2200356638442105,3651507130.0,8833525477.0,-0.5866308259926921,0.0764504564488274,8685692423.0,10767697123.0,-0.1933565437639214,0.0616030142664916,159002989270.0,18008388171.0,140994601099.0,0.1277239556027775,96311349698.0,17347087021.0,5.552018594326968,10661662905.0,16815560969.0,3108896521.0,0.2232198833446565,20260327,80296,365226,43592007,wics_local_fallback
엑스게이트,356680,01372782,2025,IT,WICS 소프트웨어와서비스,,,,,,,,,,,,,,,,,,,,,,,20260327,63532,365226,8848482,wics_local_fallback
엑스큐어,070300,00683007,2025,IT,WICS 기술하드웨어와장비,18537408816.0,10747200049.0,0.7248593802554982,1902204247.0,-2176868091.0,-1.8738261426424667,0.1026143548907531,-498302509.0,-16289593205.0,-0.9694097634772704,-0.01553050956396,51287444992.0,19202051596.0,32085393396.0,0.5984670768722402,34643669344.0,18685276438.0,1.8540624463840216,3673369364.0,-25560760998.0,23749915024.0,0.1981598075794413,20260327,33255,2658156,17946450,wics_local_fallback
엑스페릭스,317770,01231786,2025,IT,WICS 기술하드웨어와장비,21486557890.0,14747157399.0,0.4569965796565646,-1407428509.0,-3247811080.0,-0.566653209089982,-0.0655027443765214,-20430158922.0,-3363941919.0,5.073279329410443,-0.2273012995429553,121402345356.0,31520945808.0,89881399548.0,0.3506948708688792,17893560771.0,25668211192.0,0.6971097688559177,-2503475411.0,-6186315706.0,2262797224.0,-0.116513562750092,20260327,97817,2658156,30283832,wics_local_fallback
엑스플러스,373200,01514698,2025,IT,WICS 기술하드웨어와장비,10076623856.0,,,-5155503426.0,,,-0.5116300359797811,-2289404338.0,,,-0.1106286995234759,57254583469.0,36560095078.0,20694488391.0,1.7666585608320682,21637664975.0,26144899599.0,0.8276055868207505,-15115222224.0,153968838.0,15219811402.0,-1.5000284261875896,20260327,50364,2658156,65238738,wics_local_fallback
엑시콘,092870,00611736,2025,IT,WICS 반도체와반도체장비,66026746277.0,31611346967.0,1.0887039817040138,80123746.0,-15897333370.0,-1.0050400745920824,0.0012135043829641,8963596191.0,-1358809270.0,-7.596655166328089,0.0458030429871339,224506215710.0,28807510855.0,195698704855.0,0.1472033801978633,84048104027.0,26236165629.0,3.20352086564425,-4034653160.0,26621286307.0,14578387797.0,-0.0611063453448628,20260327,206098,11083547,7308446,wics_local_fallback
엑시큐어하이트론,019490,00156150,2025,IT,WICS 기술하드웨어와장비,5299944408.0,6580126289.0,-0.194552782845533,-5970763102.0,-6329804178.0,-0.05672230386650675,-1.1265708925149165,-35493279900.0,-59315409817.0,-0.4016178930651592,-2.2578777763019104,42294849877.0,26575097341.0,15719752536.0,1.6905544333563802,35186777542.0,25762336075.0,1.365822471982483,-15501547441.0,3750003738.0,-11852152267.0,-2.924850950813973,20260327,32253,2658156,59617170,wics_local_fallback
엔시스,333620,01310773,2025,IT,WICS 기술하드웨어와장비,48836076321.0,62899277479.0,-0.2235828728349898,-6107499104.0,10451267534.0,-1.5843787927283577,-0.1250612162995108,-6837709811.0,9984931301.0,-1.6848028899623173,-0.1332258173635103,84907822358.0,33583612484.0,51324209874.0,0.6543425133372176,50773473723.0,32057707240.0,1.5838148793013933,3709475205.0,-914844694.0,588954587.0,0.0759576830173166,20260327,27590,2658156,4644791,wics_local_fallback
엔시트론,101400,00641393,2025,IT,WICS 반도체와반도체장비,34368016671.0,36311562492.0,-0.053524158356672,-5055270954.0,-2459667040.0,1.0552663721509232,-0.1470923097597795,-1997947609.0,-2070993839.0,-0.035271099616245645,-0.0525739524056183,47560817291.0,9558203495.0,38002613796.0,0.2515143707301011,26710307828.0,6000342383.0,4.451463953736188,1458318897.0,828697552.0,-703857790.0,0.0424324426678523,20260327,25394,11083547,62701149,wics_local_fallback
엔젯,419080,01587056,2025,IT,WICS 디스플레이,5414590946.0,,,-6280321650.0,,,-1.159888477750947,,,,,43435603051.0,9027828661.0,34407774390.0,0.2623775824228775,29338626338.0,1483365479.0,19.778420593809702,-6873875505.0,11396821737.0,3941373845.0,-1.2695096589111756,20260327,36440,153256,7159041,wics_local_fallback
엔켐,348370,01011526,2025,IT,WICS 전자와 전기제품,312794042228.0,365708579550.0,-0.1446904455649104,-78386657935.0,-50403019697.0,0.5551976529625584,-0.2506015056318204,-70567058674.0,-558294328262.0,-0.8736024080816314,-0.146701421101361,1107549178461.0,626524126732.0,481025051729.0,1.3024771256299792,355778989218.0,580445377198.0,0.612941377766607,800153037.0,-90045174833.0,-1416439156.0,0.0025580827284963,20260327,729767,1554136,17090573,wics_local_fallback
엔텔스,069410,00415707,2025,IT,WICS 소프트웨어와서비스,66760703264.0,47878756057.0,0.3943700455484037,2161590414.0,-242847334.0,-9.901025917789157,0.0323781851945471,3161821903.0,1264701827.0,1.50005324219398,0.0565297312365543,69814731910.0,13882714654.0,55932017256.0,0.2482069364753827,43929826859.0,13248185115.0,3.315912819580193,7873940240.0,-2468143992.0,-1599997524.0,0.1179427395913298,20260327,34514,365226,7273825,wics_local_fallback
엔투텍,227950,01105621,2025,IT,WICS 반도체와반도체장비,28763646487.0,13614360273.0,1.1127431557723697,9439321153.0,-3521641514.0,-3.6803753634419474,0.3281684454461012,18963126197.0,-25257893808.0,-1.750780185440235,0.1484859112538708,149005304099.0,21295368275.0,127709935824.0,0.1667479365454199,42917106677.0,15077173279.0,2.8464955521056727,4379468178.0,-54721087217.0,34306482279.0,0.1522570575319559,20260327,40809,11083547,93172165,wics_local_fallback
엘디티,096870,00540571,2025,IT,WICS 디스플레이,,,,,,,,,,,,,,,,,,,,,,,20260327,13236,153256,5843599,wics_local_fallback
엘앤에프,066970,00398701,2025,IT,WICS 전자와 전기제품,2154938965103.0,1907478512809.0,0.1297317115932192,-156849943423.0,-558685355192.0,-0.7192517363031713,-0.0727862579697253,-534701333152.0,-380729239417.0,0.40441362993494573,-0.7900154538600137,3134104265112.0,2457280374466.0,676823890646.0,3.630605255557142,1346612596636.0,2060463508384.0,0.6535483842138676,-29205374598.0,-137676114814.0,272935224279.0,-0.0135527618512406,20260327,4258139,1554136,27418798,wics_local_fallback
엘엠에스,073110,00494218,2025,IT,WICS 디스플레이,69574137851.0,67710083550.0,0.027529936506776,-9620928001.0,-3669989407.0,1.6215138339771236,-0.1382831077490918,-12129886806.0,-4615725822.0,1.6279478621076553,-0.1665229375590317,150301289639.0,77459151590.0,72842138049.0,1.0633838278867405,71850199942.0,54701149176.0,1.3135043966045985,-23096979714.0,-5011352054.0,16798208765.0,-0.3319765135065633,20260327,16621,153256,3202471,wics_local_fallback
엘오티베큠,083310,00484682,2025,IT,WICS 반도체와반도체장비,244892905459.0,265969118498.0,-0.0792430834001447,-8054257869.0,-4171740668.0,0.9306707942757481,-0.0328888983284509,-7781162151.0,2367049768.0,-4.287282868401439,-0.0319189080786534,322445796096.0,78666712807.0,243779083289.0,0.322696729127251,164413198288.0,65139046184.0,2.524034475782431,6467833128.0,-22432439401.0,-11283385404.0,0.0264108636217019,20260327,145536,11083547,11042220,wics_local_fallback
엘컴텍,037950,00242712,2025,IT,WICS 기술하드웨어와장비,46291152553.0,57384537439.0,-0.1933166211854946,2217156372.0,3555446608.0,-0.3764056625091078,0.0478958991021344,1964475179.0,4539527002.0,-0.5672511303194139,0.0263348397382972,87321821658.0,12725765691.0,74596055967.0,0.1705956906975036,24520229311.0,10223553092.0,2.398405827244859,3360485961.0,-45363611.0,-587057006.0,0.0725945623659399,20260327,24141,2658156,32934532,wics_local_fallback
엘케이켐,489500,01747977,2025,IT,WICS 반도체와반도체장비,20179862262.0,25044464791.0,-0.1942386299565941,4570299788.0,10135742769.0,-0.5490907877044605,0.226478244928667,4323487640.0,6818520870.0,-0.36592001074274044,0.0725554074385153,66121157183.0,6532385062.0,59588772121.0,0.1096244280505636,35137141844.0,2942274360.0,11.942170424922576,4609690565.0,-18042479584.0,20176244406.0,0.2284302293618896,20260327,89086,11083547,2699564,wics_local_fallback
엘티씨,170920,00866062,2025,IT,WICS 반도체와반도체장비,310384726014.0,276973239785.0,0.1206307376659767,29629435023.0,24184336150.0,0.22514981760208455,0.0954603514274202,18189648458.0,14429041663.0,0.26062762051919375,0.0812984753785738,383387868522.0,159648759353.0,223739109169.0,0.7135487396278595,241183348333.0,134272412001.0,1.7962241441764208,25146673728.0,-17496580851.0,20486541331.0,0.0810177551290515,20260327,233124,11083547,6866681,wics_local_fallback
엠디바이스,226590,01022142,2025,IT,WICS 반도체와반도체장비,96491049515.0,,,11542472268.0,,,0.1196222066815188,10677826023.0,,,0.2227870054848642,96808497770.0,48880091893.0,47928405877.0,1.019856408711826,70569949192.0,42786494795.0,1.6493510284055042,-17140943812.0,-11647419288.0,39133580932.0,-0.17764283732177,20260327,196627,11083547,7228933,wics_local_fallback
엠로,058970,00396925,2025,IT,WICS 소프트웨어와서비스,83980244007.0,79455970128.0,0.0569406411086743,909560044.0,8606497659.0,-0.8943170520648601,0.0108306430250927,2534989213.0,18598488192.0,-0.8636991788348471,0.0264997741016517,113513500359.0,17852714600.0,95660785759.0,0.1866252138569787,44228377681.0,13034160794.0,3.3932662317131763,8783029697.0,-7223617724.0,2842014693.0,0.1045844746089081,20260327,201507,365226,7045715,wics_local_fallback
엠브레인,169330,00877174,2025,IT,WICS 소프트웨어와서비스,56161085757.0,53710500356.0,0.0456258158973982,-1257743396.0,1675104422.0,-1.7508447709178097,-0.0223952827664702,-1064077182.0,1891994600.0,-1.5624102637502242,-0.0379382545219023,46537087170.0,18489482044.0,28047605126.0,0.6592178533938478,27778931948.0,12979414253.0,2.1402300139684125,1525796100.0,1788818795.0,-1751250479.0,0.0271682087237749,20260327,12373,365226,6410921,wics_local_fallback
엠씨넥스,097520,00564562,2025,IT,WICS 기술하드웨어와장비,1279236953303.0,1057058423929.0,0.2101856665104474,52015262942.0,44384671816.0,0.17191951216026088,0.0406611635222826,51554637396.0,63604930146.0,-0.18945532559094905,0.1337278164021391,556394117660.0,170874943093.0,385519174567.0,0.4432333185111221,302549293536.0,166670475601.0,1.815254276109984,69708663502.0,-38702907479.0,-43969371153.0,0.0544923779148278,20260327,238435,2658156,10788930,wics_local_fallback
엠아이큐브솔루션,373170,01497142,2025,IT,WICS 소프트웨어와서비스,,,,,,,,,,,,,,,,,,,,,,,20260327,12744,365226,4685274,wics_local_fallback
엠오티,413390,01563922,2025,IT,WICS 전자와 전기제품,75453871276.0,84857102424.0,-0.1108125410765911,4409253600.0,6498817068.0,-0.3215298178323797,0.0584364132076345,3473305066.0,6089601472.0,-0.4296334362814605,0.057649540299407,119970123609.0,59721506743.0,60248616866.0,0.9912510834203488,89934666389.0,58760575533.0,1.5305273233495236,4718342789.0,-11061877857.0,717020366.0,0.0625328125543213,20260327,41577,1554136,5095279,wics_local_fallback
엠젠솔루션,032790,00110884,2025,IT,WICS 기술하드웨어와장비,28591100187.0,42669219445.0,-0.3299361797828641,-10274069702.0,-3981821115.0,1.580243914850002,-0.3593450281661943,-16330139504.0,2859991080.0,-6.70985679577714,-0.4847613493134886,59847229232.0,26160262383.0,33686966849.0,0.7765692441311786,30550069992.0,24083862459.0,1.2684871475249442,-2784226617.0,-3427643092.0,7245593987.0,-0.0973808842188574,20260327,41331,2658156,43142578,wics_local_fallback
엠케이전자,033160,00121686,2025,IT,WICS 반도체와반도체장비,1403822824376.0,1170600325569.0,0.1992332427326434,14186439762.0,56076089596.0,-0.7470144608119761,0.010105577082568,13764929869.0,-37697220991.0,-1.3651444193269924,0.0137442115913338,2534008826164.0,1532501407748.0,1001507418416.0,1.5301947639807087,1082516369900.0,1098808063719.0,0.9851733033666868,-159320417770.0,-19323344362.0,67690646609.0,-0.113490402779865,20260327,213748,11083547,13710583,wics_local_fallback
엠투아이,347890,00670766,2025,IT,WICS 기술하드웨어와장비,62254825120.0,,,-5826030134.0,,,-0.093583591677753,-2841134911.0,,,-0.0233131597718796,195729169133.0,73860879343.0,121868289790.0,0.6060713535102116,114738913029.0,59895643493.0,1.9156470544040407,-539581940.0,-4963799672.0,14317884307.0,-0.008667311151544,20260327,37904,2658156,6954913,wics_local_fallback
엠플러스,259630,00833064,2025,IT,WICS 전자와 전기제품,184211329846.0,128744388506.0,0.4308299723479988,24565260931.0,10091396762.0,1.4342775841994984,0.1333536919338049,20634057074.0,10981876260.0,0.8789191013886001,0.2023430076784608,241385473368.0,139409836499.0,101975636869.0,1.367089638068049,169127066873.0,114049428856.0,1.4829277846410052,62139032502.0,-9462968316.0,-31286043232.0,0.3373247050219332,20260327,117009,1554136,8693124,wics_local_fallback
영림원소프트랩,060850,00532129,2025,IT,WICS 소프트웨어와서비스,79883113261.0,62553419730.0,0.27703830751061,4219231934.0,2221478070.0,0.8992903828215599,0.0528175700941275,6376701835.0,3279507418.0,0.944408419386597,0.1183325292489323,89866929040.0,35978941726.0,53887987314.0,0.6676616351684141,48485981565.0,18725192686.0,2.589344866995725,4519665868.0,-13694313458.0,9978125602.0,0.0565784892888815,20260327,37004,365226,6016940,wics_local_fallback
영우디에스피,143540,00569646,2025,IT,WICS 디스플레이,80504197379.0,59066008257.0,0.3629530715656467,5907340652.0,-4973701551.0,-2.1877151436262365,0.0733792875940275,5557387299.0,-3943467235.0,-2.409264225571789,0.1843291222926157,68544202671.0,38394939061.0,30149263610.0,1.2734950862370331,58685389796.0,37813619881.0,1.5519643446113796,-1659126142.0,16322987355.0,-19803000000.0,-0.0206091880425702,20260327,46494,153256,36125914,wics_local_fallback
영풍,000670,00141307,2025,IT,WICS 기술하드웨어와장비,2908974321148.0,2787414358375.0,0.0436102951137364,-259688708486.0,-160701935806.0,0.6159650298145581,-0.089271571288232,30876821465.0,-327809725720.0,-1.0941912916011942,0.0076831211565193,6002694219498.0,1983907994996.0,4018786224502.0,0.4936585038787033,1375398468297.0,1431380114334.0,0.9608897416721152,47079049295.0,105607480937.0,-226832035659.0,0.0161840718059074,20260327,455619,2658156,7631815,wics_local_fallback
예선테크,250930,01166109,2025,IT,WICS 디스플레이,37875754485.0,43613399679.0,-0.1315569351673975,-813445364.0,-3239922015.0,-0.7489305729477566,-0.0214766774962106,-755547757.0,-5968714963.0,-0.8734153395356232,-0.0492161598689467,51086423348.0,35734803900.0,15351619448.0,2.327754672465875,17399961386.0,11768870987.0,1.4784732881531415,27563174.0,-2030980383.0,1585585707.0,0.0007277260710652,20260327,8573,153256,20460272,wics_local_fallback
예스티,122640,00530556,2025,IT,WICS 반도체와반도체장비,87055847267.0,100095115191.0,-0.1302687738469421,3792979984.0,11262295552.0,-0.6632143095084706,0.0435695028315208,665677534.0,11213793414.0,-0.9406376139256385,0.0048941904233134,226399320290.0,90385500552.0,136013819738.0,0.6645317418928997,85494393772.0,60202727238.0,1.4201083189140953,-7443039427.0,-1220934382.0,20189443637.0,-0.0854972946753619,20260327,310853,11083547,14944874,wics_local_fallback
오늘이엔엠,192410,00623184,2025,IT,WICS 기술하드웨어와장비,16693992539.0,13020313027.0,0.2821498610964232,-1847887145.0,-6492169032.0,-0.715366754024466,-0.1106917437924464,-78254516527.0,-17191706196.0,3.5518760985577744,-8.396771700498912,80834690581.0,71515094989.0,9319595592.0,7.673626423274097,63860902666.0,71331183946.0,0.8952732750706165,-5192368493.0,1219997232.0,6121498455.0,-0.3110321560806827,20260327,99484,2658156,21697630,wics_local_fallback
오디텍,080520,00529815,2025,IT,WICS 반도체와반도체장비,37959545863.0,37001931925.0,0.025880106475008,-2276892782.0,-6361445277.0,-0.6420793258676334,-0.0599820869885415,890599267.0,5471824408.0,-0.8372390631362526,0.0069066951290914,134145170682.0,5197931756.0,128947238926.0,0.040310531650724,71240299539.0,4349232561.0,16.379970153313675,-440299154.0,2485531080.0,-3208245860.0,-0.0115991681141045,20260327,27575,11083547,7586019,wics_local_fallback
오로스테크놀로지,322310,01016479,2025,IT,WICS 반도체와반도체장비,52136517687.0,61412173565.0,-0.1510393679224273,-8371350347.0,6083234932.0,-2.3761346455590084,-0.1605659663972409,-6421102751.0,5906649297.0,-2.087097342017799,-0.1011750809908988,92165560588.0,28700301276.0,63465259312.0,0.452220657208807,46064649400.0,21237885755.0,2.1689847064534225,1670632845.0,-10156021590.0,4965528034.0,0.0320434298092096,20260327,122936,11083547,3933947,wics_local_fallback
오브젠,417860,01472930,2025,IT,WICS 소프트웨어와서비스,24017071711.0,,,267873584.0,,,0.0111534656357507,-3165668440.0,,,-0.2933689267628758,53607661578.0,42816919440.0,10790742138.0,3.9679309256421416,34960202079.0,34146400081.0,1.023832731885925,2256411679.0,-14712951734.0,11566980839.0,0.0939503244255437,20260327,22862,365226,2583298,wics_local_fallback
오비고,352910,00494546,2025,IT,WICS 소프트웨어와서비스,33534744897.0,14420899025.0,1.3254267878073571,-3724419135.0,-2694159066.0,0.3824050636065896,-0.1110615019270113,-2985516028.0,-1666051579.0,0.7919709483376085,-0.0838047986953079,50400998846.0,14776355932.0,35624642914.0,0.4147790608784767,31789333368.0,13048002612.0,2.436337140120125,-1236872548.0,4674228528.0,-2136063222.0,-0.0368833146576478,20260327,43268,365226,9225595,wics_local_fallback
오상자이엘,053980,00226547,2025,IT,WICS 소프트웨어와서비스,136351809586.0,116919394819.0,0.1662035182193924,11001351015.0,7970359555.0,0.3802829018044218,0.0806835717721898,10369359295.0,6356780945.0,0.6312280358120788,0.0950561527558726,147005847670.0,37919176325.0,109086671345.0,0.3476059527481221,66939190868.0,35211332398.0,1.901069522487088,11078481098.0,-7760992650.0,-5688714270.0,0.0812492414412187,20260327,38209,365226,11959153,wics_local_fallback
오성첨단소재,052420,00350048,2025,IT,WICS 디스플레이,165707403024.0,146409322250.0,0.1318090984742606,30123323165.0,22224969722.0,0.355381966400683,0.1817862244853184,32375989819.0,11957054690.0,1.7076893648464193,0.1148039337496145,342395987539.0,60384833726.0,282011153813.0,0.2141221469773526,163794869947.0,30160352424.0,5.430800928461989,28044556267.0,-11132686678.0,20479890229.0,0.1692414204508304,20260327,94444,153256,67219866,wics_local_fallback
오이솔루션,138080,00571483,2025,IT,WICS 기술하드웨어와장비,57377286181.0,32026596164.0,0.7915511809992422,-15998970339.0,-30358233797.0,-0.47299403364562603,-0.2788380455731265,-27039209208.0,-33126633338.0,-0.18376223348410825,-0.4206694426713889,119613175533.0,55336557207.0,64276618326.0,0.8609127027551832,70356222535.0,46044123972.0,1.5280173986540495,-11833070957.0,24578576016.0,-2510147164.0,-0.2062326705322361,20260327,340202,2658156,8558548,wics_local_fallback
오킨스전자,080580,00543107,2025,IT,WICS 반도체와반도체장비,94373992165.0,66679677491.0,0.4153336626101409,11086424250.0,1904476100.0,4.821246194688397,0.1174732995359241,7790482450.0,-5407895241.0,-2.4405756958708067,0.1535770026282548,95757081811.0,45030200073.0,50726881738.0,0.8876989582284424,38874564729.0,32263470152.0,1.2049095942207624,16862322274.0,-11884848786.0,-6238105803.0,0.1786755215835157,20260327,345085,11083547,16670752,wics_local_fallback
오파스넷,173130,00867849,2025,IT,WICS 소프트웨어와서비스,233294461420.0,192885362327.0,0.2094980075496561,14044634082.0,10651501416.0,0.31855909636392243,0.0602013180960839,12014819475.0,9646943701.0,0.24545346665126141,0.1851360292486037,149069140402.0,84171888777.0,64897251625.0,1.2970023640350117,127485842627.0,64909712711.0,1.9640487887322824,31659806005.0,-3971732396.0,-11963322896.0,0.1357074909206818,20260327,56615,365226,7175560,wics_local_fallback
오픈베이스,049480,00335076,2025,IT,WICS 기술하드웨어와장비,233127039094.0,226290328234.0,0.0302121213635359,7921212000.0,6662223972.0,0.1889741373588273,0.0339780920771101,7617261041.0,7665420994.0,-0.006282753815830405,0.0770570759578555,179831104085.0,80978909834.0,98852194251.0,0.8191918292514868,116217332410.0,74667321779.0,1.5564684743076702,-1197398561.0,-7996283687.0,-2371027711.0,-0.0051362491697807,20260327,39952,2658156,18539205,wics_local_fallback
오픈엣지테크놀로지,394280,01571107,2025,IT,WICS 반도체와반도체장비,16058809323.0,15328473450.0,0.0476457016663978,-28907297350.0,-24612257562.0,0.17450816030104083,-1.8000897058163543,-30132691582.0,-27287195585.0,0.1042795324325741,-1.7653111711792706,47545450105.0,30476112940.0,17069337165.0,1.785430368233048,30138400638.0,24850912495.0,1.212768369936671,-18637225167.0,20411841936.0,-3557842771.0,-1.160560835622296,20260327,342616,11083547,19444724,wics_local_fallback
옴니시스템,057540,00265005,2025,IT,WICS 기술하드웨어와장비,99068053730.0,109089220616.0,-0.091862118268083,1017421978.0,5953983907.0,-0.8291191252962854,0.0102699300096566,-154257056.0,6716727588.0,-1.0229661027604564,-0.0014005004071998,130285749972.0,20141507809.0,110144242163.0,0.1828648271889967,54725011142.0,17976820562.0,3.044198552978804,8493443363.0,-11532258493.0,-971222853.0,0.0857334230684295,20260327,37727,2658156,45181509,wics_local_fallback
옵트론텍,082210,00327396,2025,IT,WICS 기술하드웨어와장비,195737407796.0,217958467760.0,-0.1019508908847176,-3109868683.0,-4446631400.0,-0.3006236849314742,-0.0158879629500414,-21961403673.0,26311306032.0,-1.8346755439008,-0.3756804344842294,228725017749.0,170267345597.0,58457672152.0,2.9126603802196507,68883545356.0,159695534903.0,0.4313429639585118,838045163.0,-5591391092.0,4439344912.0,0.0042814767623438,20260327,55788,2658156,26885822,wics_local_fallback
옵티시스,109080,00660291,2025,IT,WICS 기술하드웨어와장비,,,,,,,,,,,,,,,,,,,,,,,20260327,36012,2658156,3212519,wics_local_fallback
옵티코어,380540,01506990,2025,IT,WICS 기술하드웨어와장비,21511958068.0,23301941369.0,-0.0768169172110837,-5927180737.0,-6522964024.0,-0.09133628283214949,-0.2755295783983953,-22552689259.0,-6716121568.0,2.3579930069246777,-0.9842309729152288,69148905404.0,46234884326.0,22914021078.0,2.017755162597394,39241849623.0,43142237869.0,0.9095923522130818,-14779915965.0,-32820611179.0,45942025578.0,-0.6870558188278447,20260327,165327,2658156,39130533,wics_local_fallback
와이솔,122990,00759294,2025,IT,WICS 기술하드웨어와장비,321239179749.0,374991657215.0,-0.1433431289250822,-36278731959.0,461169544.0,-79.66679929540187,-0.1129337087317504,-42131712633.0,10998930304.0,-4.830528193971544,-0.1429617718355339,346238781672.0,51532636861.0,294706144811.0,0.1748610871145857,207816559645.0,47953955009.0,4.333668820559159,6084221794.0,13038513734.0,-21450148138.0,0.018939849736741,20260327,118917,2658156,16516230,wics_local_fallback
와이씨,232140,01109539,2025,IT,WICS 반도체와반도체장비,272629978227.0,211241210832.0,0.2906098064540183,16989848287.0,10599506307.0,0.6028905304560993,0.0623183422362075,28984367217.0,12926037556.0,1.2423242305640723,0.0608664268347133,607188961441.0,130992662031.0,476196299410.0,0.2750812263625272,277312384937.0,74123874809.0,3.7412019494605424,41192786217.0,10045981704.0,28210748837.0,0.1510941184270705,20260327,722639,11083547,38561314,wics_local_fallback
와이씨켐,112290,00619507,2025,IT,WICS 반도체와반도체장비,,,,,,,,,,,,,,,,,,,,,,,20260327,148322,11083547,6066327,wics_local_fallback
와이엠씨,155650,00870861,2025,IT,WICS 디스플레이,172777352555.0,167730074166.0,0.0300916720754847,4574071584.0,6896735854.0,-0.33677732758938284,0.0264737913642005,1112866985.0,6698784153.0,-0.8338703024933845,0.0089711616605273,179445590286.0,55396216625.0,124049373661.0,0.4465658712343509,81080336410.0,50212191261.0,1.614753994474155,4162892191.0,-4103778110.0,2333652524.0,0.0240939690847203,20260327,41586,153256,11764101,wics_local_fallback
와이엠텍,273640,01215618,2025,IT,WICS 전자와 전기제품,,,,,,,,,,,,,,,,,,,,,,,20260327,34328,1554136,4715380,wics_local_fallback
