company_name,stock_code,corp_code,fiscal_year,wics_large,wics_index_name,revenue,revenue_prev,revenue_growth_yoy,operating_income,operating_income_prev,operating_income_growth_yoy,operating_margin,net_income,net_income_prev,net_income_growth_yoy,roe,total_assets,total_liabilities,total_equity,debt_ratio,current_assets,current_liabilities,current_ratio,operating_cash_flow,investing_cash_flow,financing_cash_flow,ocf_to_revenue,snapshot_date,market_cap_wics_raw,trading_value_wics_raw,shares_outstanding,data_provider
HB테크놀러지,078150,00255275,2025,IT,WICS 디스플레이,160310839339.0,162368639166.0,-0.0126736285872062,6240826214.0,-16512183416.0,-1.3779528156132734,0.0389295336468352,28402998846.0,-51593100468.0,-1.5505193250329397,0.0996291388641815,382256656958.0,97169390624.0,285087266334.0,0.3408408655830988,103898824503.0,79248592928.0,1.3110494541826827,12403772241.0,-19012243418.0,2095179528.0,0.0773732599251786,20260327,132584,153256,60265345,wics_local_fallback
HLB이노베이션,024850,00155586,2025,IT,WICS 반도체와반도체장비,32263951723.0,25355832330.0,0.2724469582813336,-37551092502.0,-11882543282.0,2.1601898356964893,-1.1638714570487954,-33653431304.0,-12369787694.0,1.7206151096937332,-0.1520576189792639,268750045052.0,47429788100.0,221320256952.0,0.2143038723757066,47332040164.0,46170446207.0,1.025158820250342,-30082499698.0,-3416634854.0,33613502438.0,-0.9323873267686268,20260327,343584,11083547,71061927,wics_local_fallback
HPSP,403870,01288827,2025,IT,WICS 반도체와반도체장비,,,,,,,,,,,,,,,,,,,,,,,20260327,2155190,11083547,47734000,wics_local_fallback
ISC,095340,00572905,2025,IT,WICS 반도체와반도체장비,220194751972.0,174480093980.0,0.2620050055523245,60053887115.0,44784268057.0,0.34095944224354213,0.2727307829872188,56343270511.0,54898977342.0,0.026308198056269723,0.1048713850009035,622420256911.0,85159587468.0,537260669443.0,0.1585070196117061,446710161792.0,82881898530.0,5.389719223556497,41712020998.0,13991425371.0,-17060276708.0,0.1894324030179616,20260327,2543647,11083547,10174587,wics_local_fallback
KEC,092220,00589127,2025,IT,WICS 반도체와반도체장비,229616634285.0,243169932842.0,-0.0557359143813485,-21762491386.0,-13271186259.0,0.6398301524282751,-0.0947775036149533,-26570653402.0,-11002616347.0,1.414939552922321,-0.0815397873569968,448923235931.0,123062030460.0,325861205471.0,0.377651676216339,180972560514.0,89244384831.0,2.027831340388569,9281736256.0,-35284666690.0,4471569584.0,0.0404227519704844,20260327,249763,11083547,138526567,wics_local_fallback
KG모빌리언스,046440,00405278,2025,IT,WICS 소프트웨어와서비스,233770778965.0,266110739779.0,-0.1215282060425585,33125178713.0,7428647507.0,3.459113005669768,0.1416993982723541,22619031186.0,8227955108.0,1.7490464992945365,0.0628982849895671,556232136545.0,196619291938.0,359612844607.0,0.5467526949791625,418001340852.0,194534360119.0,2.148727559472277,17199327074.0,-4590079537.0,-15630753299.0,0.073573468635167,20260327,84755,365226,17104860,wics_local_fallback
KG이니시스,035600,00264547,2025,IT,WICS 소프트웨어와서비스,1358884614233.0,1354336925346.0,0.0033578711485239,98558042415.0,60992821197.0,0.6158957805324095,0.0725286322199103,57783387851.0,44713847288.0,0.2922929104896665,0.0762091938404965,1985094451263.0,1226873757157.0,758220694106.0,1.6180958482062768,975516659314.0,1025943161712.0,0.9508486393009796,121276840467.0,-62487320238.0,-26096747075.0,0.0892473424135813,20260327,153258,365226,14879394,wics_local_fallback
KH바텍,060720,00378628,2025,IT,WICS 기술하드웨어와장비,424904200489.0,311011706199.0,0.3662000240503044,31752377839.0,21858202762.0,0.452652726517882,0.0747283218251498,20391939761.0,21312737820.0,-0.04320411890657791,0.0739726412422105,404150935791.0,128482263988.0,275668671803.0,0.466074955662052,157049253031.0,84912897621.0,1.849533550627058,15079639679.0,-31240868054.0,11437870997.0,0.0354895048381391,20260327,230647,2658156,16810983,wics_local_fallback
KX하이텍,052900,00276834,2025,IT,WICS 반도체와반도체장비,126276082558.0,132265152493.0,-0.0452807850149113,5356558422.0,9205894920.0,-0.4181382181147034,0.0424194219007362,4289110778.0,9683911922.0,-0.5570890346228823,0.0307880945714641,206678209777.0,67367517196.0,139310692581.0,0.4835775054153163,91848966711.0,54944802469.0,1.6716588755200534,20818631479.0,-12122818452.0,-609576271.0,0.1648659909087516,20260327,52253,11083547,45162800,wics_local_fallback
LB세미콘,061970,00412348,2025,IT,WICS 반도체와반도체장비,479781936611.0,450864779668.0,0.0641370944172962,-39800058194.0,-18823421741.0,1.1143901858879357,-0.082954474016118,-150875528423.0,-23019472887.0,5.55425644034644,-0.5587137818377639,684133638763.0,414092817635.0,270040821128.0,1.5334452617395908,211080236283.0,315248939811.0,0.6695668394937287,9528097718.0,-59465344237.0,11105136945.0,0.0198592256000776,20260327,187980,11083547,41819764,wics_local_fallback
