date,A0_LEGACY,X_CAP15_ONLY,A_CURRENT,X_COOLDOWN5,R_EXIT_RECOVERY,R_TREND_REARM,B_EQUAL,C_CAP10,C_CAP08,D_BAND20,E_VOL_RISK
2026-01-30,0.0007735376373788994,0.000345,0.0005175,0.0008625,0.0005175,0.00069,0.00069,0.00023,0.000276,0.00069,0.00034500000000000004
2026-02-02,0.000987911522755239,0.000345,0.000345,0.0001725,0.0001725,0.0001725,0.000345,0.00034500000000000004,0.000184,0.000345,0.00034500000000000004
2026-02-03,0.00012813994482473222,0.0004963607636932529,0.00019005529156982038,0.00017829365853796024,0.0006005798209817298,0.00017818836177603545,0.00046372781774128033,0.000115,0.000184,0.0001744904956912377,0.0
2026-02-04,4.163883629214677e-05,8.22029367201072e-05,0.0,8.22029367201072e-05,0.0,0.0002547029367201072,6.163454430244058e-05,0.00014717033732116545,0.0,8.22029367201072e-05,0.000115
2026-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-06,4.0976738305602204e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003068739815309096
2026-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002801632449196873
2026-02-10,0.0,4.6528281534696935e-05,5.700244780210931e-05,0.0,5.0780373125230764e-05,0.0,4.5674257618413456e-05,3.8850550025897104e-05,3.5753415415854976e-05,0.0,0.0
2026-02-11,0.0,0.0,0.0,4.623681075370458e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-19,0.0003029297190704039,0.00028791325335995774,0.00044781443632176143,0.0003546311361652248,0.000320046012939088,0.0005012059639255809,0.00037480230487310434,0.000115,9.2e-05,0.0002489905321329225,0.000115
2026-02-20,0.0,0.0,0.0,0.0,0.0001223175371495129,0.0,4.24823078861844e-05,0.0,0.0,0.00023018314683307113,0.00023
2026-02-23,0.0,0.0001223175371495129,0.0,8.848590817533778e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-24,0.00010146764770763524,0.0,3.544434490768074e-05,3.551627619577414e-05,0.0,3.541763013379768e-05,3.7787780625481623e-05,3.5537879162448905e-05,0.0,0.0,0.0
2026-02-25,0.0,5.5535775223689214e-05,0.0,0.0,5.734152555146971e-05,0.0,0.0,0.0,2.7497234752909336e-05,0.0,0.0
2026-02-26,4.8124804625737954e-05,3.58377927494906e-05,0.0,0.0,3.558979822099082e-05,3.319521646239966e-05,6.054340685367968e-05,0.0,0.0,0.0,0.0
2026-02-27,0.0011893051786800977,0.0011219979430145098,0.001156204148965215,0.0011358564758407437,0.0011409144716615404,0.0011052554466653957,0.0007819620996310167,0.0,0.0006413168953365545,0.0011067396450346963,0.0010262117733283993
2026-03-03,0.0001470792709683752,6.998825955499523e-05,0.0017000491821628748,0.0015607475844314131,0.0015175001671789722,0.0012007524194290382,0.0014927446060739639,0.0016831212906278134,0.0011835091467429543,0.0015923557455945988,0.0013254386209261937
2026-03-04,1.1441044444999016e-05,3.206046475715448e-05,0.001391202297033118,0.0011399193357431862,0.0010211807593949029,0.00039361968627914424,0.001692691553456058,0.0010767027111966668,0.0007284798167896594,0.0011477778447054909,0.0005525871988655731
2026-03-05,2.6442384047439695e-05,0.0,0.0007501487074791922,0.0,0.0,0.0010514282212655034,0.0006769814151938311,0.0005048111475386924,0.00046,0.0009545819712001185,0.00026378723630046056
2026-03-06,8.110116854460338e-06,6.460193782219073e-05,0.0001725,6.512986733341389e-05,0.0008092919416325358,0.0,0.00014785714285714283,0.00034500000000000004,9.2e-05,0.00036320500622225737,0.0
2026-03-09,0.0,0.0,0.0,0.0,0.0001725,0.0,9.264246451750263e-05,0.000115,0.0,0.0004375468029812227,0.0
2026-03-10,1.3381084387454425e-05,0.0,0.0,0.0,0.0,0.0001725,0.0002130088713635267,0.000115,0.0,0.0,0.000115
2026-03-11,0.0,0.0,0.00010579493947427756,0.000345,0.0,0.0,4.911978409296873e-05,3.428896613809468e-05,3.137073661693186e-05,0.0,0.00023
2026-03-12,9.362574897421919e-05,1.697615479743656e-05,0.0,0.0004869149978063485,0.0,0.0,4.683654371433667e-05,0.0,0.0,8.909545588671248e-05,0.00023
2026-03-13,2.1010077922951458e-05,7.216575626435359e-05,0.0005317987072733634,9.657836194431383e-05,5.642021818604005e-05,5.420210070566956e-05,9.573187402381066e-05,0.0,0.0006689721693077514,0.0010212753996111776,0.00027915593367319286
2026-03-16,0.0,0.0,0.0013448713953563784,0.0004913885498523846,0.00041348831932187753,0.0,0.0013049437453006643,0.0008319895378757421,0.0002142272492148783,0.00041964281124663884,0.000115
2026-03-17,0.0,0.0,0.00025946674641820445,0.0,0.00039653098172283586,0.0,4.8056734146928466e-05,0.00015013094025842204,2.6145096462609372e-05,0.0,0.0
2026-03-18,0.0,0.0,0.0002439623085248092,0.0,0.0,0.0,0.0006624174328715532,0.00023,0.000276,0.000625827207773651,0.000115
2026-03-19,0.00010737329554166055,1.7980851911195925e-05,9.689554277747207e-05,5.7560462403829925e-05,0.0,0.0,0.00014785714285714283,0.0,9.2e-05,0.00019304473073778524,0.0
2026-03-20,0.00017722200021918884,0.0005270037163842788,0.0001725,0.0,0.0,0.0,0.0,0.0,0.0,0.0001323050309820172,0.0
2026-03-23,0.00038437027789612124,7.181921597470551e-05,0.0008779529081899204,0.001281465795906207,0.0004250073176728644,0.0008280286077722222,0.0015185809006706557,0.0011698330843337476,0.0006818764762014305,0.001513751889165676,0.0011628285753971124
2026-03-24,0.0,0.0,0.000345,0.0,0.0,0.0,0.0003654064425582662,0.0006227883992729109,0.0,0.000345,0.00059932528243556
2026-03-25,0.0,0.0,0.0,0.0,0.0,0.0,2.203774366215233e-05,0.0,9.2e-05,0.0,0.0
2026-03-26,0.000975107537354244,0.0008750092130948281,0.00044430159751143755,0.00044283676169809224,0.0,0.0,0.0004479216714488079,0.0,0.00023571118862813605,0.00042263319816975307,0.0
2026-03-27,0.0,6.772760285224578e-05,0.0,0.0001725,0.0,0.0,0.0,0.0003032841881057779,0.0,0.0,0.0
2026-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022363782650389584,0.0,0.0
2026-03-31,0.0012500448440939714,0.001153575426687736,0.0013073886375885233,0.0008590175164357853,0.0001725,0.0,0.0008601534095261669,0.0008521174147118735,0.00046430057247555953,0.001299662596240201,0.000115
2026-04-01,0.0005201906301779273,0.0004553255395291228,0.0,0.0,0.0,0.0,0.00045558808132720337,0.0,0.0,0.0,0.0
2026-04-02,0.0,0.0,0.0,0.0001725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027994628469113703
2026-04-08,0.0004312012806029165,0.0001725,0.0001725,0.0001725,0.0001725,0.0001725,0.0001725,0.000115,0.0,0.0001725,0.000115
2026-04-09,0.0011333908686618685,0.0,5.233972126932038e-05,0.0,0.0,0.0,4.6608848678329176e-05,0.0,0.00012076708263704261,0.0,0.0
2026-04-10,0.0,6.576856840215156e-05,0.0,5.917245066862838e-05,6.225868314799783e-05,0.0001725,0.0,5.327116184073064e-05,0.0,0.0,0.0
2026-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-14,0.0009551736986438528,0.0001725,0.0001725,0.0,0.0001725,0.0001725,0.0001725,0.000115,0.0001214888841822089,0.0001725,0.000115
2026-04-15,0.0,0.0,0.0,0.0001725,0.0,5.2441617198613765e-05,0.0,3.238685135795481e-05,2.438020063251931e-05,8.946919923292705e-05,0.0
2026-04-16,0.0006994168893797016,0.0,5.267636887526173e-05,0.00022452313580676535,0.00022526127543338217,0.0001725,0.00022525389091345815,0.000115,9.2e-05,0.0001725,0.00023
2026-04-17,0.00019649590520412857,0.0002193561696094054,0.0001725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.503474885832112e-05,0.0,6.348451226272442e-05
2026-04-22,0.0,0.0,4.6793057947992004e-05,0.0,0.0,0.0,4.4812341248925036e-05,0.0,0.0,0.0,0.0
2026-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-24,0.0,0.0,0.0,5.066757367037277e-05,0.0,0.0,0.0,3.415102096110886e-05,3.005410902478539e-05,0.0,0.0
2026-04-27,0.0,0.0,5.2164849660469305e-05,0.0,0.0,5.0513449173625895e-05,5.018486847241868e-05,0.0,0.0,0.0,0.0
2026-04-28,0.0,0.0,0.0,0.0,0.0,5.1198071038571096e-05,0.0,4.386917664353533e-05,0.0,9.423558781837185e-05,0.0
2026-04-29,0.0,5.804894063672861e-05,5.186467195087611e-05,5.008408701600558e-05,5.027328081091598e-05,0.0,4.989425204863394e-05,0.0,2.574040191313616e-05,0.0,0.0
2026-04-30,0.0009785620355994857,0.0012445161708169077,0.0011928478303027828,0.001041366294853273,0.0007745796050514255,0.0013752549491754366,0.0013750103666727701,0.0008161047903970558,0.00032780432721589675,0.000345,0.0011418964949888191
2026-05-04,0.0006773262832246467,0.0002525806714912531,0.00024331334239245135,0.0004225088229077841,0.0006529441063905818,8.524857882027476e-05,7.340723924494152e-05,0.000115,0.0002823633053487638,0.0004385719337229519,8.589207637819641e-05
2026-05-06,0.0001281567443012752,0.0,0.00039382244367313854,0.0004138645169761246,0.0005589148380183101,0.00041058153394933806,0.0004161804678713332,0.00039796336449234287,0.00041046209917386243,0.0009821947879382394,0.0
2026-05-07,0.0004940779707750048,8.686110453754402e-05,0.0001725,0.0,0.0004254970408042566,0.0,0.00042527457026205894,0.0005146517609740405,9.2e-05,0.000345,0.00023
2026-05-08,0.00022877743435348866,0.00019149381850732685,0.0006143177967224518,0.0006258197922602179,0.00039098868222783325,0.0008591114231518957,0.0007845503935730803,0.0002629317230725095,0.000233917042646016,0.000719848376686596,0.0006355248856656921
2026-05-11,7.346239064791064e-05,0.0,0.0001725,0.0004086549684929078,0.0001725,0.0,0.0,0.000115,9.2e-05,0.0006120041840661138,0.0
2026-05-12,0.0,0.0,0.0004546633021600204,0.00042208539811808683,0.0004285029961970814,0.00040752578215179775,0.000345,0.0005163968656351379,0.00031681482331342374,0.0,0.0006933774142791048
2026-05-13,0.00022155191851587827,0.000565475063467042,0.0008861582932679689,0.00026780132131077765,0.00024081665201749163,0.0001725,0.0010863775923243178,0.0004636455094869076,0.00046142379675007724,0.0005181763069255982,7.402929345309667e-05
2026-05-14,0.00012314306726881659,0.0001626143328675477,6.47725577193261e-05,0.0001725,0.0001725,0.000345,0.0006216069106131658,0.0004871829526573027,0.00020873126222561945,0.000658778135528595,0.000115
2026-05-15,0.0,0.0,0.0013570367051738324,0.00039520513774789543,0.00040562823928457886,0.00037466546761378823,0.0005497649125166462,0.0006456701222551456,0.00030058734954058127,0.0003277389337995461,0.00033043829150020766
2026-05-18,0.0,2.2721524627886084e-05,0.0008929246225774226,0.0007925684207757506,0.0013084799650600063,0.001322657964644998,0.0012137389436283363,0.0003158658244806954,0.0007811321114930328,0.0012116992631086764,0.0002679904818464807
2026-05-19,9.367000242089949e-05,0.0,0.0009663244624243473,0.00039128906889171515,0.0,0.0,0.0004051581452635555,0.0003721642428227745,0.0005032213418675496,0.001172947203158898,0.0007669001914302593
2026-05-20,0.0,1.6826539296559573e-05,0.000345,0.0003998147519229594,0.0,0.0,0.0007975773357683181,0.0005062067432388447,9.2e-05,0.00034556030767717656,0.000115
2026-05-21,4.1486209774018355e-06,0.0,8.304525448574764e-05,0.0001725,0.0,0.0,0.00024406486158274417,0.0001713711942607671,7.957347705295376e-05,0.0001449111016389723,0.0
2026-05-22,7.463674575344192e-05,0.0,0.0,5.7329248608880084e-05,0.0001725,0.0,0.0,3.221738622267517e-05,0.0,0.0,0.0
2026-05-26,9.412265242212756e-06,0.0,2.1099045964112767e-05,0.0,0.0001725,0.0001725,1.9393147246378802e-05,3.9855864791249404e-05,3.378211634909245e-05,7.178221708220524e-05,0.000115
2026-05-27,2.9257674259633842e-05,7.619762471268534e-05,8.700228370124952e-05,0.0001725,0.0001725,0.0001725,1.7307165815499276e-05,3.80983939762491e-05,9.810449575218198e-06,0.0,0.00030979081826972845
2026-05-28,1.3423112790874352e-06,4.7917952905404976e-05,0.00040912847500378997,0.0004162803187076281,0.0,0.0,0.0005051836716826,0.0002675640091829322,0.0002281218532536803,0.0005902664194016107,0.00035050044663497234
2026-05-29,0.001746936770508865,0.001506137904808949,0.001830952391561684,0.0007754281755579665,0.0012727282115243717,0.0006691169875326441,0.001998351341443004,0.0005550431292641771,0.0009043479215098434,0.001610801528240924,0.0010576589772605186
2026-06-01,0.0004355266547183612,0.000979528644132071,0.0009727821491892041,0.0014068417159906381,0.0001725,0.000345,0.0008494132092980026,0.0008620297850824488,0.00030065787306085177,0.00045066929933813745,0.00023
2026-06-02,0.00023696891822443222,0.0,0.0001533100932016891,0.0,0.0001725,0.0001725,7.147999602244911e-05,0.0,9.2e-05,0.0,0.000115
2026-06-04,0.0,0.0,0.0,0.0,0.0,0.0,2.4437933609851774e-05,0.0,0.0,0.00029383516292592914,0.0
2026-06-05,0.0,0.0,0.000727378432548866,0.00013218265255034067,0.0005838669605655342,0.0005858661276618375,0.0007426526951825778,0.0005762720068000023,0.00044048938522003395,0.0007286572386508301,0.0005709084327800469
2026-06-08,8.580636262181472e-06,0.0,0.0008931864770762208,0.0018904498803814437,0.0012669479078521715,0.0008476792851261952,0.0009723668347365255,0.0009707067071964235,0.0006426666329670943,0.0005764746793398305,0.0011508483622121642
2026-06-09,4.9730629169285945e-05,8.348500654457204e-05,0.0007787920480665599,5.7949040151490135e-05,4.6311759133370935e-05,0.0004132499465455316,0.0006478083570910783,0.00023,0.0003141784693601342,0.0011316435525772096,0.0002693242775107028
2026-06-10,0.0,0.0,0.0001725,0.0004229775860944556,0.0,0.0,0.0001725,0.0,0.0001177661860084074,0.0001725,0.0
2026-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0001725,0.0,9.2e-05,0.0,0.0
2026-06-12,0.00030110677662296075,0.00026441744105859034,0.0,0.0,0.0,0.0,3.693272607549447e-05,0.0,9.2e-05,0.0,0.0
2026-06-15,3.3115542187840974e-05,4.2255179314606737e-05,0.00044358524974060854,0.0,0.0,4.733942508386263e-05,0.0005240623661549341,0.000115,0.0,0.0004258114760987143,0.00023
2026-06-16,0.0003136616356673689,0.0003251044046950106,0.0001725,0.0008506899310492853,0.000345,0.0001725,0.00036837436407707126,0.0,0.00014252652110158514,0.0006547317125224028,0.000115
2026-06-17,8.854894529168519e-05,0.00011739853278716983,6.312382543591691e-05,0.00015661443847953823,0.0001725,0.0,4.5794006791580125e-05,4.630532871733019e-05,0.0,0.0,0.00023
2026-06-18,0.00013050406224988475,0.0,0.0009916999085371352,0.00037204386145800076,0.0004081262460589773,0.00057671400521508,0.0011491487318824717,0.0011223445354813643,0.0006623929284658885,0.001093857821652586,0.00067592320331106
2026-06-19,0.0004418202306267475,0.0004826152253791827,7.31402274621203e-05,0.0,4.470606875972943e-05,0.0,0.0004993657377616974,0.00023,0.00011571824709347004,0.0005678441917965602,0.000115
2026-06-22,2.9202022561929178e-05,1.7334237995435565e-05,0.0016462972186518194,0.0017771701336236241,0.0012886590488641572,0.0008631552121518831,0.0008468522162248373,0.0007230501980310471,0.0005480595189643668,0.001355093158318344,0.00027894644235812617
2026-06-23,4.823152602669184e-05,3.289466864985934e-05,0.0005804799759503568,0.0,0.0,0.0,0.000826590285303857,0.00037104444793749293,0.0004259753854716239,0.0,0.0005320623417554772
2026-06-24,0.00020267083247810304,0.0006109162725401259,0.0,0.0,0.0,0.0,0.0001725,0.0,9.2e-05,0.0005614120913376403,0.0
2026-06-25,0.0,0.0001329918500157016,0.00029016712651982194,6.426054458088632e-05,0.0,0.00010036702367024304,0.0001180251787894373,7.820788687295636e-05,4.917120718059939e-05,0.00026685843647005826,7.508769370675032e-05
2026-06-26,0.00043010623816628577,0.0,0.0,0.0,5.5191393784997104e-05,0.0,0.0,0.0,9.2e-05,0.0,0.0
2026-06-29,0.0,0.0,0.0004041109512588773,0.0007550850008854258,0.00042857803824799504,0.0004100850008854259,0.0005796062578849106,0.0002695884040206667,0.0002148660342987132,0.0004041137807464468,0.00027090643508928373
2026-06-30,0.0005993718257867371,0.0004494597937682167,0.0001725,0.0001725,0.0,0.0,0.0001725,0.0,9.2e-05,0.0001725,0.0
2026-07-01,0.0,2.0139384202226865e-05,0.0,0.0,0.000345,0.0001725,0.0,0.000115,0.0,0.0,0.000115
2026-07-02,0.00010742260935928004,0.00010643557773890002,0.0003581694257527281,0.0,0.0,0.0001725,5.3764686070353735e-05,0.0002633952478358878,0.000222134584952488,0.0003581743307150668,0.0
