,date,variant,ticker,previous_weight,target_weight,delta_weight,requested_delta_weight,execution_fill_fraction,execution_model,price,reason
100,2026-02-10,E_VOL_RISK,278470,0.09697652988057015,0.0,-0.09697652988057015,-0.09697652988057015,1.0,STABILIZED_POSTERIOR_MEAN,274236.21875,REBALANCE
101,2026-02-11,X_COOLDOWN5,161390,0.1660935292274458,0.15,-0.016093529227445807,-0.016093529227445807,1.0,STABILIZED_POSTERIOR_MEAN,70819.828125,REBALANCE
102,2026-02-11,C_CAP08,161390,0.09094837845548383,0.08,-0.010948378455483826,-0.010948378455483826,1.0,STABILIZED_POSTERIOR_MEAN,70819.828125,REBALANCE
103,2026-02-19,A0_LEGACY,011200,0.05227277255346744,0.04408141700286021,-0.00819135555060723,-0.00819135555060723,1.0,STABILIZED_POSTERIOR_MEAN,22022.388672,REBALANCE
104,2026-02-19,A0_LEGACY,096770,0.0,0.08607000870787523,0.08607000870787523,0.08607000870787523,1.0,STABILIZED_POSTERIOR_MEAN,118600.0,ENTRY
105,2026-02-19,A0_LEGACY,161390,0.10519986359016913,0.09306761811890327,-0.01213224547126586,-0.01213224547126586,1.0,STABILIZED_POSTERIOR_MEAN,72378.445313,REBALANCE
106,2026-02-19,A0_LEGACY,278470,0.23775983028187977,0.21199542428877535,-0.025764405993104422,-0.025764405993104422,1.0,STABILIZED_POSTERIOR_MEAN,284190.375,REBALANCE
107,2026-02-19,X_CAP15_ONLY,011200,0.0758188780022394,0.054474667397498754,-0.021344210604740642,-0.021344210604740642,1.0,STABILIZED_POSTERIOR_MEAN,22022.388672,REBALANCE
108,2026-02-19,X_CAP15_ONLY,012330,0.1257270246922184,0.10267956101709261,-0.02304746367512578,-0.02304746367512578,1.0,STABILIZED_POSTERIOR_MEAN,435377.90625,REBALANCE
109,2026-02-19,X_CAP15_ONLY,086280,0.092724967429311,0.07147215650554772,-0.02125281092376327,-0.02125281092376327,1.0,STABILIZED_POSTERIOR_MEAN,255923.328125,REBALANCE
110,2026-02-19,A_CURRENT,011200,0.07619856500284308,0.054474667397498754,-0.02172389760534433,-0.02172389760534433,1.0,STABILIZED_POSTERIOR_MEAN,22022.388672,REBALANCE
111,2026-02-19,A_CURRENT,012330,0.13847344932734135,0.10267956101709261,-0.03579388831024874,-0.03579388831024874,1.0,STABILIZED_POSTERIOR_MEAN,435377.90625,REBALANCE
112,2026-02-19,A_CURRENT,086280,0.09294982661671763,0.07147215650554772,-0.02147767011116991,-0.02147767011116991,1.0,STABILIZED_POSTERIOR_MEAN,255923.328125,REBALANCE
113,2026-02-19,A_CURRENT,161390,0.14635301519370886,0.11501053929767571,-0.031342475896033145,-0.031342475896033145,1.0,STABILIZED_POSTERIOR_MEAN,72378.445313,REBALANCE
114,2026-02-19,X_COOLDOWN5,011200,0.07599717398128929,0.054474667397498754,-0.021522506583790534,-0.021522506583790534,1.0,STABILIZED_POSTERIOR_MEAN,22022.388672,REBALANCE
115,2026-02-19,X_COOLDOWN5,012330,0.1388101417368143,0.10267956101709261,-0.036130580719721694,-0.036130580719721694,1.0,STABILIZED_POSTERIOR_MEAN,435377.90625,REBALANCE
116,2026-02-19,X_COOLDOWN5,086280,0.09582828982930018,0.07147215650554772,-0.024356133323752457,-0.024356133323752457,1.0,STABILIZED_POSTERIOR_MEAN,255923.328125,REBALANCE
117,2026-02-19,X_COOLDOWN5,096770,0.0,0.10636307578218514,0.10636307578218514,0.10636307578218514,1.0,STABILIZED_POSTERIOR_MEAN,118600.0,ENTRY
118,2026-02-19,R_EXIT_RECOVERY,011200,0.07488404861954363,0.054474667397498754,-0.02040938122204488,-0.02040938122204488,1.0,STABILIZED_POSTERIOR_MEAN,22022.388672,REBALANCE
119,2026-02-19,R_EXIT_RECOVERY,012330,0.13706846049303809,0.10267956101709261,-0.03438889947594548,-0.03438889947594548,1.0,STABILIZED_POSTERIOR_MEAN,435377.90625,REBALANCE
120,2026-02-19,R_EXIT_RECOVERY,086280,0.09575086935420696,0.07147215650554772,-0.024278712848659234,-0.024278712848659234,1.0,STABILIZED_POSTERIOR_MEAN,255923.328125,REBALANCE
121,2026-02-19,R_TREND_REARM,011200,0.07574831958056064,0.054474667397498754,-0.021273652183061882,-0.021273652183061882,1.0,STABILIZED_POSTERIOR_MEAN,22022.388672,REBALANCE
122,2026-02-19,R_TREND_REARM,012330,0.1375447645987384,0.10267956101709261,-0.0348652035816458,-0.0348652035816458,1.0,STABILIZED_POSTERIOR_MEAN,435377.90625,REBALANCE
123,2026-02-19,R_TREND_REARM,086280,0.09340487028810715,0.07147215650554772,-0.021932713782559426,-0.021932713782559426,1.0,STABILIZED_POSTERIOR_MEAN,255923.328125,REBALANCE
124,2026-02-19,R_TREND_REARM,161390,0.16383647278873048,0.11501053929767571,-0.04882593349105477,-0.04882593349105477,1.0,STABILIZED_POSTERIOR_MEAN,72378.445313,REBALANCE
125,2026-02-19,B_EQUAL,011200,0.1365282926808996,0.1125,-0.024028292680899607,-0.024028292680899607,1.0,STABILIZED_POSTERIOR_MEAN,22022.388672,REBALANCE
126,2026-02-19,B_EQUAL,078930,0.12811093660658063,0.1125,-0.015610936606580625,-0.015610936606580625,1.0,STABILIZED_POSTERIOR_MEAN,70204.09375,REBALANCE
127,2026-02-19,B_EQUAL,086280,0.12693522344056932,0.1125,-0.014435223440569314,-0.014435223440569314,1.0,STABILIZED_POSTERIOR_MEAN,255923.328125,REBALANCE
128,2026-02-19,B_EQUAL,278470,0.1268907861468142,0.1125,-0.014390786146814202,-0.014390786146814202,1.0,STABILIZED_POSTERIOR_MEAN,284190.375,REBALANCE
129,2026-02-19,C_CAP10,096770,0.0,0.1,0.1,0.1,1.0,STABILIZED_POSTERIOR_MEAN,118600.0,ENTRY
130,2026-02-19,C_CAP08,096770,0.0,0.08,0.08,0.08,1.0,STABILIZED_POSTERIOR_MEAN,118600.0,ENTRY
131,2026-02-19,D_BAND20,011200,0.07579596780883648,0.054474667397498754,-0.021321300411337722,-0.021321300411337722,1.0,STABILIZED_POSTERIOR_MEAN,22022.388672,REBALANCE
132,2026-02-19,D_BAND20,086280,0.09309085439367089,0.07147215650554772,-0.021618697888123165,-0.021618697888123165,1.0,STABILIZED_POSTERIOR_MEAN,255923.328125,REBALANCE
133,2026-02-19,D_BAND20,096770,0.0,0.10636307578218514,0.10636307578218514,0.10636307578218514,1.0,STABILIZED_POSTERIOR_MEAN,118600.0,ENTRY
134,2026-02-19,E_VOL_RISK,096770,0.0,0.1,0.1,0.1,1.0,STABILIZED_POSTERIOR_MEAN,118600.0,ENTRY
135,2026-02-20,A0_LEGACY,078930,0.13926412502696953,0.1250492467850981,-0.014214878241871426,-0.014214878241871426,1.0,STABILIZED_POSTERIOR_MEAN,72601.773438,REBALANCE
136,2026-02-20,A0_LEGACY,086280,0.06628079882231465,0.057835946239469825,-0.008444852582844824,-0.008444852582844824,1.0,STABILIZED_POSTERIOR_MEAN,263235.4375,REBALANCE
137,2026-02-20,R_EXIT_RECOVERY,096770,0.0,0.10636307578218514,0.10636307578218514,0.10636307578218514,1.0,STABILIZED_POSTERIOR_MEAN,127600.0,ENTRY
138,2026-02-20,R_EXIT_RECOVERY,161390,0.1456100275719877,0.11501053929767571,-0.030599488274311998,-0.030599488274311998,1.0,STABILIZED_POSTERIOR_MEAN,73644.828125,REBALANCE
139,2026-02-20,B_EQUAL,000880,0.1278096853758574,0.1125,-0.015309685375857404,-0.015309685375857404,1.0,STABILIZED_POSTERIOR_MEAN,125549.0625,REBALANCE
140,2026-02-20,B_EQUAL,096770,0.0,0.1125,0.1125,0.1125,1.0,STABILIZED_POSTERIOR_MEAN,127600.0,ENTRY
141,2026-02-20,B_EQUAL,161390,0.13550142130315468,0.1125,-0.023001421303154676,-0.023001421303154676,1.0,STABILIZED_POSTERIOR_MEAN,73644.828125,REBALANCE
142,2026-02-20,D_BAND20,012330,0.1340107400115924,0.10267956101709261,-0.0313311789944998,-0.0313311789944998,1.0,STABILIZED_POSTERIOR_MEAN,437848.84375,REBALANCE
143,2026-02-20,E_VOL_RISK,000880,0.0,0.1,0.1,0.1,1.0,STABILIZED_POSTERIOR_MEAN,125549.0625,ENTRY
144,2026-02-20,E_VOL_RISK,278470,0.0,0.1,0.1,0.1,1.0,STABILIZED_POSTERIOR_MEAN,287176.59375,ENTRY
145,2026-02-23,X_CAP15_ONLY,096770,0.0,0.10636307578218514,0.10636307578218514,0.10636307578218514,1.0,STABILIZED_POSTERIOR_MEAN,128400.0,ENTRY
146,2026-02-23,X_CAP15_ONLY,161390,0.14297578612021794,0.11501053929767571,-0.027965246822542228,-0.027965246822542228,1.0,STABILIZED_POSTERIOR_MEAN,71793.960938,REBALANCE
147,2026-02-23,R_TREND_REARM,096770,0.0,0.10636307578218514,0.10636307578218514,0.10636307578218514,1.0,STABILIZED_POSTERIOR_MEAN,128400.0,ENTRY
148,2026-02-23,D_BAND20,161390,0.15874763120806493,0.11501053929767571,-0.043737091910389214,-0.043737091910389214,1.0,STABILIZED_POSTERIOR_MEAN,71793.960938,REBALANCE
149,2026-02-24,A0_LEGACY,096770,0.09530213964448124,0.08607000870787523,-0.009232130936606006,-0.009232130936606006,1.0,STABILIZED_POSTERIOR_MEAN,137700.0,REBALANCE
150,2026-02-24,A_CURRENT,096770,0.0,0.10636307578218514,0.10636307578218514,0.10636307578218514,1.0,STABILIZED_POSTERIOR_MEAN,137700.0,ENTRY
151,2026-02-24,X_COOLDOWN5,096770,0.11833107643009944,0.10636307578218514,-0.011968000647914298,-0.011968000647914298,1.0,STABILIZED_POSTERIOR_MEAN,137700.0,REBALANCE
152,2026-02-24,C_CAP10,096770,0.11204673869913523,0.1,-0.012046738699135223,-0.012046738699135223,1.0,STABILIZED_POSTERIOR_MEAN,137700.0,REBALANCE
153,2026-02-25,A0_LEGACY,000880,0.23130185744926807,0.19881106519817757,-0.0324907922510905,-0.0324907922510905,1.0,STABILIZED_POSTERIOR_MEAN,137727.71875,REBALANCE
154,2026-02-25,X_CAP15_ONLY,000880,0.1696333515701342,0.15,-0.01963335157013421,-0.01963335157013421,1.0,STABILIZED_POSTERIOR_MEAN,137727.71875,REBALANCE
155,2026-02-25,X_COOLDOWN5,161390,0.14135104051584985,0.11501053929767571,-0.026340501218174134,-0.026340501218174134,1.0,STABILIZED_POSTERIOR_MEAN,72378.445313,REBALANCE
156,2026-02-25,R_EXIT_RECOVERY,000880,0.16975986193097808,0.15,-0.01975986193097809,-0.01975986193097809,1.0,STABILIZED_POSTERIOR_MEAN,137727.71875,REBALANCE
157,2026-02-26,A0_LEGACY,012330,0.09916305756636397,0.08308927365884045,-0.016073783907523523,-0.016073783907523523,1.0,STABILIZED_POSTERIOR_MEAN,522848.84375,REBALANCE
158,2026-02-26,R_EXIT_RECOVERY,012330,0.11467427358195245,0.10267956101709261,-0.011994712564859844,-0.011994712564859844,1.0,STABILIZED_POSTERIOR_MEAN,522848.84375,REBALANCE
159,2026-02-26,R_TREND_REARM,012330,0.11497695896732332,0.10267956101709261,-0.012297397950230715,-0.012297397950230715,1.0,STABILIZED_POSTERIOR_MEAN,522848.84375,REBALANCE
160,2026-02-27,A0_LEGACY,000880,0.19407210176313874,0.0,-0.19407210176313874,-0.19407210176313874,1.0,STABILIZED_POSTERIOR_MEAN,135252.375,REBALANCE
161,2026-02-27,A0_LEGACY,004020,0.0,0.0655137339193552,0.0655137339193552,0.0655137339193552,1.0,STABILIZED_POSTERIOR_MEAN,45835.714844,ENTRY
162,2026-02-27,A0_LEGACY,011200,0.039760067575604116,0.05983975526097046,0.020079687685366346,0.020079687685366346,1.0,STABILIZED_POSTERIOR_MEAN,21350.0,REBALANCE
