,period,variant,trading_days,total_return,cagr,annual_volatility,sharpe_zero_rf,sortino_zero_rf,calmar,max_drawdown,positive_day_rate,profit_factor_daily,best_day,worst_day,average_daily_turnover,annualized_turnover,total_cost_ratio,final_equity_multiple
0,2026,A0_LEGACY,107,0.2841593354086718,0.8022405946768572,0.4662915868785296,1.497517064457072,1.991233471556156,4.997520000743002,-0.1605277406708897,0.5607476635514018,1.2903895702852795,0.06678976646219562,-0.10469079807531952,0.08967618909166264,22.598399651098987,0.01880877882192607,1.2841593354086718
1,2026,X_CAP15_ONLY,107,0.06393495589860243,0.1571476610068634,0.4256249568837435,0.5566951292029063,0.6627957963552012,0.8986469323653764,-0.17487141539917872,0.5700934579439252,1.1057613633632717,0.08967470336645962,-0.11584464938691694,0.07187483615889878,18.112458712042493,0.015279329398770237,1.0639349558986024
2,2026,A_CURRENT,107,0.012294543540061431,0.029196934221120685,0.36173406042088313,0.2604831745569353,0.32310403410908306,0.15149140616129572,-0.19272997037227424,0.5700934579439252,1.0458325401169812,0.07153950179070714,-0.07124167317869572,0.14464196345679853,36.44977479111323,0.031500470739832274,1.0122945435400614
3,2026,X_COOLDOWN5,107,-0.06582374128572299,-0.1481644917171805,0.3000985411355297,-0.38334411076431296,-0.44099139770361534,-0.6317493755346161,-0.2345304917662906,0.5327102803738317,0.9346866887087122,0.03592425096828571,-0.07643410912669207,0.11419196287489956,28.77637464447469,0.024818884251421622,0.934176258714277
4,2026,R_EXIT_RECOVERY,107,0.04148583159929409,0.10046479124345242,0.28672668718634114,0.4782854397473104,0.5171227658380362,0.5750265757106953,-0.17471330106662375,0.5327102803738317,1.0921486665060334,0.03679207368129769,-0.08105124950508769,0.0931282545930907,23.468320157458855,0.020064120144938767,1.041485831599294
5,2026,R_TREND_REARM,107,0.04508856382634874,0.10945125208496131,0.2590817624451182,0.5305878603000289,0.5878025660616556,0.71643820702111,-0.15277137792532092,0.4766355140186916,1.1057665391803513,0.039033542945279324,-0.059710374534139,0.08461988997066217,21.324212272606864,0.01818374273884313,1.0450885638263487
6,2026,B_EQUAL,107,0.036852482411356746,0.08896938897880813,0.34304639525340125,0.4195182544411546,0.5444630639947521,0.509922523088407,-0.17447628796616854,0.5514018691588785,1.074762046993908,0.07595999870073426,-0.06968464194708286,0.14603560212229538,36.80097173481844,0.03151364339585359,1.0368524824113567
7,2026,C_CAP10,107,0.03438778625757388,0.08288272974268573,0.2640202776335502,0.4331035080088101,0.5511491556612215,0.6926132040999887,-0.11966669022775434,0.5700934579439252,1.0763796460724153,0.05736369359410949,-0.047786651210639706,0.10065010271463845,25.36382588408889,0.021851604031732457,1.0343877862575739
8,2026,C_CAP08,107,-0.01193869553269089,-0.02789017433078045,0.2121693212346853,-0.026816085582258776,-0.028575673341693524,-0.1959162682806013,-0.14235762336405222,0.5794392523364486,0.9951851886091658,0.031337715156981714,-0.06265058888974975,0.07728274018404266,19.47525052637875,0.01676229693909306,0.9880613044673091
9,2026,D_BAND20,107,0.07394322520940588,0.18294719303023754,0.35102665253940635,0.6536003891846605,0.8833344105948134,1.1056238350843675,-0.16546965362435162,0.5700934579439252,1.1152987100130367,0.06484937331383768,-0.06738013105679994,0.14811234601708104,37.32431119630442,0.03209668892272599,1.0739432252094059
10,2026,E_VOL_RISK,107,-0.033265268226461586,-0.07658551462627228,0.21387050399703736,-0.2654511582278638,-0.2899879507835734,-0.5427175676153108,-0.1411148619396777,0.5046728971962616,0.9519655296249572,0.025212855806136702,-0.04978378897404977,0.09368585046914728,23.608834318225114,0.020391938700586337,0.9667347317735384
