Date,Open,High,Low,Close,Volume
2024-01-02,71.71,73.64,70.06,70.38,330992
2024-01-03,70.5,73.23,69.28,72.7,334861
2024-01-04,73.04,74.0,71.06,72.19,344467
2024-01-05,72.4,74.24,72.21,73.81,325525
2024-01-08,73.51,73.95,70.13,70.77,392249
2024-01-09,70.91,72.93,70.47,72.24,363445
2024-01-10,72.17,73.59,71.01,71.37,352772
2024-01-11,71.33,73.81,71.17,72.02,373645
2024-01-12,73.01,75.25,72.36,72.68,403636
2024-01-16,72.63,73.56,71.23,72.4,430437
2024-01-17,72.0,72.95,70.5,72.56,315679
2024-01-18,72.78,74.38,72.18,74.08,86646
2024-01-19,74.08,74.91,73.2,73.41,78234
2024-01-22,73.41,75.75,72.89,75.19,372284
2024-01-23,74.68,75.25,73.41,74.37,306060
2024-01-24,74.57,75.83,73.94,75.09,323726
2024-01-25,75.3,77.51,75.16,77.36,320177
2024-01-26,77.15,78.26,76.06,78.01,365456
2024-01-29,78.9,79.29,76.41,76.78,331925
2024-01-30,77.02,78.14,75.85,77.82,347242
2024-01-31,77.84,78.11,75.52,75.85,344493
2024-02-01,75.96,76.95,73.7,73.82,577936
2024-02-02,73.91,74.52,71.79,72.28,467768
2024-02-05,72.75,73.28,71.41,72.78,350843
2024-02-06,72.76,73.82,72.38,73.31,310955
2024-02-07,73.5,74.22,73.23,73.86,294955
2024-02-08,74.08,76.59,73.56,76.22,377906
2024-02-09,76.42,77.29,75.93,76.84,302612
2024-02-12,76.6,77.09,75.54,76.92,248476
2024-02-13,77.03,78.47,76.87,77.87,338174
2024-02-14,77.81,78.77,76.38,76.64,296131
2024-02-15,76.6,78.44,75.78,78.03,122432
2024-02-16,78.11,79.35,77.22,79.19,113713
2024-02-20,78.98,79.8,77.67,78.18,435235
2024-02-21,77.15,78.08,76.32,77.91,323243
2024-02-22,78.09,78.92,77.23,78.61,330511
2024-02-23,78.37,78.39,76.35,76.49,353437
2024-02-26,76.4,78.03,75.84,77.58,274710
2024-02-27,77.62,79.0,77.17,78.87,269236
2024-02-28,78.48,79.62,77.78,78.54,330043
2024-02-29,78.2,79.28,77.94,78.26,317939
2024-03-01,78.28,80.85,78.05,79.97,363417
2024-03-04,80.14,80.41,78.56,78.74,347214
2024-03-05,78.74,79.49,77.52,78.15,436521
2024-03-06,78.15,80.67,77.99,79.13,371049
2024-03-07,79.13,79.53,78.02,78.93,432923
2024-03-08,79.51,79.99,77.56,78.01,347533
2024-03-11,77.8,78.47,76.79,77.93,329873
2024-03-12,78.09,78.73,77.34,77.56,309922
2024-03-13,78.06,79.9,77.57,79.72,316390
2024-03-14,79.63,81.62,79.57,81.26,297450
2024-03-15,81.14,81.45,80.49,81.04,185078
2024-03-18,81.03,83.09,81.01,82.72,84718
2024-03-19,82.85,83.85,82.39,83.47,76814
2024-03-20,83.2,83.21,81.44,81.68,351161
2024-03-21,81.49,81.92,80.3,81.07,266860
2024-03-22,80.84,81.45,80.42,80.63,231101
2024-03-25,80.85,82.48,80.59,81.95,300360
2024-03-26,81.94,82.36,81.22,81.62,235845
2024-03-27,81.29,81.74,80.55,81.35,249964
2024-03-28,81.71,83.21,81.52,83.17,293774
2024-04-01,83.14,84.49,82.6,83.71,321059
2024-04-02,84.04,85.5,83.85,85.15,344040
2024-04-03,85.46,86.2,84.85,85.43,322549
2024-04-04,85.66,87.22,84.64,86.59,359534
2024-04-05,86.86,87.63,86.32,86.91,353206
2024-04-08,86.1,87.1,84.69,86.43,393734
2024-04-09,86.59,86.98,85.09,85.23,314994
2024-04-10,85.34,86.38,84.55,86.21,373939
2024-04-11,86.32,86.63,84.84,85.02,388128
2024-04-12,85.6,87.67,85.24,85.66,369958
2024-04-15,85.93,86.11,84.05,85.41,343894
2024-04-16,85.7,86.18,84.75,85.36,241343
2024-04-17,85.36,85.51,82.55,82.69,259540
2024-04-18,82.79,83.47,81.56,82.73,84468
2024-04-19,82.62,86.28,81.8,83.14,76901
2024-04-22,83.05,83.35,81.85,82.85,313914
2024-04-23,82.13,83.43,80.88,83.36,355814
2024-04-24,83.4,83.71,82.44,82.81,329077
2024-04-25,82.83,83.83,81.99,83.57,314116
2024-04-26,83.81,84.46,83.35,83.85,244090
2024-04-29,83.69,83.91,82.4,82.63,336984
2024-04-30,82.76,83.3,80.95,81.93,400680
2024-05-01,81.48,81.57,78.83,79.0,441978
2024-05-02,79.15,79.9,78.41,78.95,359652
2024-05-03,79.07,79.63,77.96,78.11,324438
2024-05-06,78.16,79.09,77.91,78.48,297369
2024-05-07,78.72,79.17,77.55,78.38,327593
2024-05-08,78.34,79.27,76.89,78.99,355449
2024-05-09,79.23,79.8,78.91,79.26,272712
2024-05-10,79.59,79.96,78.14,78.26,281169
2024-05-13,78.18,79.49,77.78,79.12,287701
2024-05-14,79.23,79.38,77.68,78.02,307410
2024-05-15,78.44,78.92,76.7,78.63,321267
2024-05-16,78.84,79.85,78.2,79.23,230277
2024-05-17,79.38,80.14,79.0,80.06,94152
2024-05-20,80.01,80.6,79.17,79.8,85072
2024-05-21,79.7,79.72,78.08,79.26,371672
2024-05-22,78.21,78.41,77.25,77.57,314145
2024-05-23,77.29,78.66,76.43,76.87,330273
2024-05-24,77.04,78.05,76.15,77.72,299075
2024-05-28,77.81,80.29,77.69,79.83,334074
2024-05-29,80.26,80.62,78.99,79.23,259594
2024-05-30,79.28,79.42,77.63,77.91,373779
2024-05-31,77.91,78.62,76.67,76.99,345120
2024-06-03,76.97,77.52,73.98,74.22,443271
2024-06-04,74.02,74.13,72.48,73.25,408721
2024-06-05,72.9,74.33,72.82,74.07,307701
2024-06-06,74.3,75.79,74.06,75.55,291082
2024-06-07,75.67,76.25,75.21,75.53,280253
2024-06-10,75.35,78.29,75.23,77.74,317031
2024-06-11,78.12,78.36,77.22,77.9,314874
2024-06-12,78.22,79.32,77.88,78.5,322285
2024-06-13,78.37,78.89,77.67,78.62,307638
2024-06-14,77.96,79.15,77.73,78.45,245827
2024-06-17,78.48,80.66,77.98,80.33,126733
2024-06-18,80.43,81.67,79.77,81.57,140709
2024-06-20,81.52,82.41,81.13,82.17,420499
2024-06-21,81.27,81.79,80.35,80.73,290500
2024-06-24,80.45,81.78,80.23,81.63,271745
2024-06-25,81.7,81.9,80.55,80.83,286038
2024-06-26,80.72,81.63,80.18,80.9,308410
2024-06-27,80.86,82.04,80.51,81.74,306342
2024-06-28,81.86,82.72,80.97,81.54,260252
2024-07-01,81.45,83.64,81.38,83.38,345780
2024-07-02,83.43,84.38,82.72,82.81,367787
2024-07-03,83.2,83.93,82.46,83.88,289685
2024-07-05,83.6,84.52,83.02,83.16,361357
2024-07-08,83.15,83.32,82.08,82.33,251774
2024-07-09,82.22,82.48,81.25,81.41,297325
2024-07-10,81.81,82.66,80.81,82.1,334380
2024-07-11,82.4,83.13,81.63,82.62,324170
2024-07-12,82.86,83.74,82.1,82.21,370062
2024-07-15,82.16,82.58,81.47,81.91,296520
2024-07-16,81.92,81.93,80.22,80.76,308186
2024-07-17,80.85,83.1,80.45,82.85,257437
2024-07-18,83.11,83.82,82.04,82.82,95704
2024-07-19,82.47,82.88,80.07,80.13,83795
2024-07-22,80.39,80.69,79.17,79.78,345235
2024-07-23,78.27,78.73,76.4,76.96,417941
2024-07-24,77.45,78.19,76.98,77.59,355971
2024-07-25,77.5,78.47,76.04,78.28,457288
2024-07-26,78.35,78.6,76.19,77.16,365121
2024-07-29,77.3,77.69,75.35,75.81,362635
2024-07-30,75.91,75.97,74.59,74.73,419478
2024-07-31,75.24,78.66,75.18,77.91,460315
2024-08-01,78.59,78.88,76.24,76.31,383014
2024-08-02,76.87,77.29,72.97,73.52,467786
2024-08-05,74.21,74.46,71.67,72.94,500151
2024-08-06,73.86,74.56,72.2,73.2,352250
2024-08-07,72.84,75.84,72.58,75.23,427995
2024-08-08,75.47,76.52,74.6,76.19,327301
2024-08-09,76.02,77.09,75.85,76.84,263007
2024-08-12,76.99,80.16,76.7,80.06,376747
2024-08-13,79.74,80.15,78.16,78.35,370763
2024-08-14,78.73,79.1,76.83,76.98,357636
2024-08-15,77.52,78.6,76.93,78.16,195122
2024-08-16,78.16,78.16,75.54,76.65,100810
2024-08-19,76.58,76.87,74.17,74.37,118172
2024-08-20,74.34,75.03,73.5,74.04,329276
2024-08-21,73.12,74.16,71.46,71.93,390527
2024-08-22,71.93,73.52,71.58,73.01,334117
2024-08-23,72.96,75.07,72.83,74.83,313764
2024-08-26,75.1,77.6,75.04,77.42,409675
2024-08-27,77.2,77.48,75.4,75.53,331162
2024-08-28,75.75,75.95,73.82,74.52,337361
2024-08-29,74.42,76.91,74.05,75.91,408147
2024-08-30,75.87,76.59,73.36,73.55,427273
2024-09-03,73.53,74.41,70.1,70.34,546617
2024-09-04,70.28,71.46,68.82,69.2,482025
2024-09-05,69.27,70.82,68.75,69.15,405596
2024-09-06,69.33,70.13,67.17,67.67,351074
2024-09-09,68.13,68.96,67.31,68.71,351074
2024-09-10,68.78,69.08,65.27,65.75,442855
2024-09-11,66.28,67.97,65.63,67.31,393311
2024-09-12,67.39,69.81,67.24,68.97,351976
2024-09-13,69.31,70.32,68.47,68.65,308983
2024-09-16,69.16,70.7,68.65,70.09,295176
2024-09-17,70.5,71.92,69.61,71.19,251629
2024-09-18,71.14,71.48,69.73,70.91,102907
2024-09-19,70.13,72.49,70.13,71.95,86630
2024-09-20,72.1,72.4,71.36,71.92,306997
2024-09-23,71.31,71.81,69.49,70.37,338267
2024-09-24,70.76,72.4,70.44,71.56,318516
2024-09-25,71.54,71.72,69.23,69.69,476237
2024-09-26,69.89,70.01,66.95,67.67,478069
2024-09-27,67.45,68.65,67.06,68.18,341133
