Date,Open,High,Low,Close,Volume
2023-01-03,80.57,81.5,76.6,76.93,338520
2023-01-04,77.25,77.42,72.73,72.84,352434
2023-01-05,73.25,74.92,72.46,73.67,300731
2023-01-06,73.97,75.47,73.24,73.77,258128
2023-01-09,73.47,76.74,73.47,74.63,329290
2023-01-10,74.86,75.92,73.84,75.12,307430
2023-01-11,74.78,77.84,74.31,77.41,350891
2023-01-12,77.7,79.16,77.1,78.39,307705
2023-01-13,78.32,80.11,77.97,79.86,283539
2023-01-17,80.1,81.23,78.53,80.18,312275
2023-01-18,80.97,82.38,78.94,79.48,92549
2023-01-19,79.14,81.18,78.13,80.33,58863
2023-01-20,80.6,81.64,79.69,81.31,300145
2023-01-23,81.79,82.64,81.05,81.62,297076
2023-01-24,81.62,82.22,79.66,80.13,288207
2023-01-25,80.26,81.23,79.45,80.15,297234
2023-01-26,80.48,82.14,79.92,81.01,291060
2023-01-27,81.22,82.48,79.04,79.68,367588
2023-01-30,80.04,80.49,77.66,77.9,327426
2023-01-31,77.91,79.25,76.55,78.87,312734
2023-02-01,79.06,79.73,76.05,76.41,360859
2023-02-02,76.79,77.24,74.97,75.88,339755
2023-02-03,75.92,78.0,73.1,73.39,413414
2023-02-06,73.23,74.51,72.25,74.11,380028
2023-02-07,74.57,77.6,74.35,77.14,408279
2023-02-08,77.49,78.57,77.08,78.47,353468
2023-02-09,78.45,78.84,76.52,78.06,324156
2023-02-10,77.68,80.33,77.47,79.72,356062
2023-02-13,79.94,80.62,78.45,80.14,301299
2023-02-14,79.06,79.61,77.46,79.06,299938
2023-02-15,78.83,79.15,77.25,78.59,264486
2023-02-16,78.54,79.54,77.92,78.49,117600
2023-02-17,78.07,78.25,75.06,76.34,93267
2023-02-21,76.53,77.51,75.69,76.16,402351
2023-02-22,76.11,76.55,73.8,73.95,332018
2023-02-23,73.92,75.99,73.83,75.39,333838
2023-02-24,75.6,76.63,74.09,76.32,329254
2023-02-27,76.42,76.82,74.99,75.68,266091
2023-02-28,75.76,77.83,75.55,77.05,300093
2023-03-01,76.85,77.85,76.12,77.69,342121
2023-03-02,77.74,78.59,77.23,78.16,260331
2023-03-03,77.89,79.9,75.83,79.68,374201
2023-03-06,79.92,80.63,78.32,80.46,292351
2023-03-07,80.5,80.94,77.06,77.58,398241
2023-03-08,77.32,77.73,76.11,76.66,335930
2023-03-09,76.5,78.06,75.43,75.72,349960
2023-03-10,75.65,77.11,74.77,76.68,371834
2023-03-13,76.6,77.47,72.3,74.8,457423
2023-03-14,74.7,74.9,70.78,71.33,432858
2023-03-15,71.56,72.56,65.65,67.61,555164
2023-03-16,68.22,69.38,65.71,68.35,327120
2023-03-17,68.26,69.64,65.17,66.74,152255
2023-03-20,66.62,67.7,64.12,67.64,76873
2023-03-21,67.62,69.6,66.77,69.33,409495
2023-03-22,69.48,71.31,68.89,70.9,337639
2023-03-23,69.95,71.67,69.14,69.96,335241
2023-03-24,69.51,70.38,66.82,69.26,380852
2023-03-27,69.42,73.1,69.13,72.81,353598
2023-03-28,72.86,73.93,72.19,73.2,328472
2023-03-29,73.61,74.37,72.76,72.97,312669
2023-03-30,72.98,74.63,72.61,74.37,269743
2023-03-31,74.37,75.72,73.77,75.67,304361
2023-04-03,80.1,81.69,79.0,80.42,547126
2023-04-04,80.44,81.81,79.61,80.71,343570
2023-04-05,81.01,81.24,79.72,80.61,254974
2023-04-06,80.37,80.96,79.65,80.7,0
2023-04-10,80.5,81.22,79.61,79.74,264906
2023-04-11,79.88,81.59,79.37,81.53,309683
2023-04-12,81.44,83.53,81.28,83.26,356133
2023-04-13,83.22,83.44,82.11,82.16,261230
2023-04-14,82.4,83.12,81.76,82.52,275129
2023-04-17,82.48,82.71,80.47,80.83,217048
2023-04-18,81.0,81.48,79.87,80.86,96290
2023-04-19,80.92,81.18,78.46,79.16,78310
2023-04-20,78.87,78.89,76.97,77.29,361413
2023-04-21,77.13,78.39,76.72,77.87,291114
2023-04-24,77.97,79.18,76.72,78.76,306720
2023-04-25,78.74,79.07,76.5,77.07,361646
2023-04-26,77.08,77.93,74.05,74.3,497778
2023-04-27,74.38,75.28,74.03,74.76,345880
2023-04-28,74.91,76.92,73.93,76.78,328399
2023-05-01,76.66,76.69,74.53,75.66,215017
2023-05-02,75.76,76.11,71.42,71.66,417820
2023-05-03,71.56,71.79,67.95,68.6,490523
2023-05-04,68.16,69.84,63.64,68.56,412495
2023-05-05,68.7,71.81,68.48,71.34,330585
2023-05-08,71.35,73.69,71.04,73.16,290076
2023-05-09,72.84,73.78,71.34,73.71,317493
2023-05-10,73.58,73.89,71.8,72.56,351506
2023-05-11,72.77,73.5,70.63,70.87,365892
2023-05-12,71.42,71.78,69.93,70.04,275435
2023-05-15,70.04,71.69,69.41,71.11,259013
2023-05-16,71.32,71.79,70.45,70.86,232328
2023-05-17,70.6,73.26,70.04,72.83,273708
2023-05-18,72.75,72.87,71.42,71.86,80864
2023-05-19,71.94,73.4,71.03,71.55,69949
2023-05-22,71.7,72.36,70.55,71.99,263977
2023-05-23,72.1,73.79,71.71,72.91,317586
2023-05-24,73.77,74.73,73.13,74.34,386611
2023-05-25,74.21,74.37,70.98,71.83,422637
2023-05-26,71.89,73.05,71.49,72.67,261498
2023-05-30,73.23,73.55,69.02,69.46,440862
2023-05-31,69.62,69.69,67.03,68.09,444787
2023-06-01,67.6,71.07,67.51,70.1,395393
2023-06-02,70.21,72.17,70.0,71.74,322596
2023-06-05,75.03,75.06,71.73,72.15,383943
2023-06-06,71.99,72.33,70.13,71.74,314962
2023-06-07,71.56,73.19,71.01,72.53,299127
2023-06-08,72.47,73.28,69.03,71.29,485396
2023-06-09,70.94,71.77,70.1,70.17,300724
2023-06-12,70.27,70.33,66.8,67.12,404769
2023-06-13,67.31,69.83,67.15,69.42,366354
2023-06-14,69.35,70.49,68.07,68.27,304449
2023-06-15,68.7,70.96,67.97,70.62,115613
2023-06-16,70.55,71.89,69.95,71.78,99185
2023-06-20,71.45,72.09,69.65,70.5,430492
2023-06-21,70.9,72.72,70.8,72.53,264656
2023-06-22,72.43,72.65,68.93,69.51,421348
2023-06-23,69.53,69.65,67.35,69.16,322475
2023-06-26,69.84,70.11,68.71,69.37,280116
2023-06-27,69.49,70.15,67.5,67.7,384752
2023-06-28,68.01,69.73,67.05,69.56,368295
2023-06-29,69.25,70.6,68.93,69.86,292865
2023-06-30,69.82,71.04,69.53,70.64,299873
2023-07-03,70.45,71.77,69.69,69.79,303479
2023-07-05,70.15,72.17,69.9,71.79,456809
2023-07-06,71.8,72.34,70.22,71.8,395381
2023-07-07,71.89,73.92,71.19,73.86,362632
2023-07-10,73.86,74.15,72.67,72.99,301014
2023-07-11,73.19,74.96,72.98,74.83,326883
2023-07-12,74.83,76.15,74.67,75.75,352887
2023-07-13,75.85,77.33,75.32,76.89,379728
2023-07-14,77.16,77.3,75.11,75.42,299576
2023-07-17,75.02,76.09,73.84,74.15,244785
2023-07-18,74.18,75.96,73.88,75.75,125092
2023-07-19,75.84,76.97,75.07,75.35,92920
2023-07-20,75.35,76.15,74.72,75.63,340962
2023-07-21,75.7,77.29,75.69,77.07,308106
2023-07-24,77.01,79.28,76.44,78.74,368285
2023-07-25,78.85,79.9,78.29,79.63,349600
2023-07-26,79.34,79.77,78.55,78.78,322031
2023-07-27,78.9,80.6,78.87,80.09,374358
2023-07-28,79.84,80.71,79.07,80.58,299547
