order_id,created_at,date,symbol,stock_name,display_name,side,status,ordered_qty,filled_qty,order_price,avg_fill_price,fill_amount,fill_price_available,execution_row_count,execution_qty,execution_amount,recorded_commission,recorded_tax,recorded_slippage,modeled_commission,modeled_tax,modeled_total_cost,broker_order_id,strategy_reason,broker_note,execution_venue,account_scope,scope_class,fill_source
54460fc5-2142-4dfa-8c52-92f05a627e88,2026-07-09T14:38:48.369450+09:00,2026-07-09,012510,더존비즈온,더존비즈온 (012510),BUY,REJECTED,1548.0,0.0,120000.0,120000.0,0.0,True,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,모의투자 주문처리가 안되었습니다(매매불가 종목),UNKNOWN,UNKNOWN,INFERRED_LEGACY_PAPER,NO_FILL
57c8cb5c-b2b5-4967-88b7-f2d00b9bc333,2026-07-09T14:38:52.374164+09:00,2026-07-09,011070,LG이노텍,LG이노텍 (011070),BUY,REJECTED,164.0,0.0,763000.0,763000.0,0.0,True,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,모의투자 주문처리가 안되었습니다(매매불가 종목),UNKNOWN,UNKNOWN,INFERRED_LEGACY_PAPER,NO_FILL
2dbb7dfb-640c-4737-a6d2-1baecd1a966c,2026-07-09T14:38:59.540461+09:00,2026-07-09,353200,대덕전자,대덕전자 (353200),BUY,REJECTED,1757.0,0.0,105700.0,105700.0,0.0,True,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,모의투자 주문처리가 안되었습니다(매매불가 종목),UNKNOWN,UNKNOWN,INFERRED_LEGACY_PAPER,NO_FILL
1a8adb89-4c4e-4582-8200-bfa48da373dc,2026-07-09T14:39:03.943464+09:00,2026-07-09,009420,한올바이오파마,한올바이오파마 (009420),BUY,REJECTED,870.0,0.0,58700.0,58700.0,0.0,True,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,모의투자 주문처리가 안되었습니다(매매불가 종목),UNKNOWN,UNKNOWN,INFERRED_LEGACY_PAPER,NO_FILL
378c4d72-3dca-43f0-91c1-cd238927d745,2026-07-09T14:39:09.575712+09:00,2026-07-09,383220,F&F,F&F (383220),BUY,REJECTED,1505.0,0.0,80200.0,80200.0,0.0,True,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,초당 거래건수를 초과하였습니다.,UNKNOWN,UNKNOWN,INFERRED_LEGACY_PAPER,NO_FILL
48425154-8014-4f4f-b08c-9ff8d7579a17,2026-07-09T14:39:09.765532+09:00,2026-07-09,001800,오리온홀딩스,오리온홀딩스 (001800),BUY,REJECTED,6597.0,0.0,26050.0,26050.0,0.0,True,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,모의투자 주문처리가 안되었습니다(매매불가 종목),UNKNOWN,UNKNOWN,INFERRED_LEGACY_PAPER,NO_FILL
6ff205b9-4c25-47ce-9151-163efed7cc47,2026-07-09T14:39:16.241957+09:00,2026-07-09,483650,달바글로벌,달바글로벌 (483650),BUY,REJECTED,854.0,0.0,217500.0,217500.0,0.0,True,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,모의투자 주문처리가 안되었습니다(매매불가 종목),UNKNOWN,UNKNOWN,INFERRED_LEGACY_PAPER,NO_FILL
7811c088-aa75-4374-af5f-77499d8565b6,2026-07-09T14:39:24.834347+09:00,2026-07-09,000240,한국앤컴퍼니,한국앤컴퍼니 (000240),BUY,REJECTED,7257.0,0.0,25600.0,25600.0,0.0,True,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,모의투자 주문처리가 안되었습니다(매매불가 종목),UNKNOWN,UNKNOWN,INFERRED_LEGACY_PAPER,NO_FILL
97d84979-6ca9-4f81-86a5-4c036e1a8f61,2026-07-09T14:39:27.242280+09:00,2026-07-09,023530,롯데쇼핑,롯데쇼핑 (023530),BUY,REJECTED,1164.0,0.0,159600.0,159600.0,0.0,True,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,모의투자 주문처리가 안되었습니다(매매불가 종목),UNKNOWN,UNKNOWN,INFERRED_LEGACY_PAPER,NO_FILL
8e73a734-c2a5-4d54-95e9-ad2b08e86830,2026-07-09T14:39:31.738233+09:00,2026-07-09,021240,코웨이,코웨이 (021240),BUY,REJECTED,1317.0,0.0,91700.0,91700.0,0.0,True,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,모의투자 주문처리가 안되었습니다(매매불가 종목),UNKNOWN,UNKNOWN,INFERRED_LEGACY_PAPER,NO_FILL
197124b6-8592-4eb8-b82e-90d434ea72ca,2026-07-09T14:39:35.393902+09:00,2026-07-09,180640,한진칼,한진칼 (180640),BUY,REJECTED,614.0,0.0,136100.0,136100.0,0.0,True,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,모의투자 주문처리가 안되었습니다(매매불가 종목),UNKNOWN,UNKNOWN,INFERRED_LEGACY_PAPER,NO_FILL
5a2c0ba5-4db3-4367-82c9-a2ede90106c0,2026-07-09T14:39:41.834812+09:00,2026-07-09,064400,LG씨엔에스,LG씨엔에스 (064400),BUY,REJECTED,913.0,0.0,71200.0,71200.0,0.0,True,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,모의투자 주문처리가 안되었습니다(매매불가 종목),UNKNOWN,UNKNOWN,INFERRED_LEGACY_PAPER,NO_FILL
65b40729-1b17-4ca9-9c5c-f6b8407a54a3,2026-07-09T14:39:45.716302+09:00,2026-07-09,004170,신세계,신세계 (004170),BUY,REJECTED,297.0,0.0,625000.0,625000.0,0.0,True,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,모의투자 주문처리가 안되었습니다(매매불가 종목),UNKNOWN,UNKNOWN,INFERRED_LEGACY_PAPER,NO_FILL
e9fa46a6-86f1-4228-a9dc-c8b60519547b,2026-07-09T14:39:51.762713+09:00,2026-07-09,161890,한국콜마,한국콜마 (161890),BUY,REJECTED,1657.0,0.0,112100.0,112100.0,0.0,True,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,모의투자 주문처리가 안되었습니다(매매불가 종목),UNKNOWN,UNKNOWN,INFERRED_LEGACY_PAPER,NO_FILL
188017d8-f8bb-4004-8c03-e5cd6bdd3c9c,2026-07-09T14:39:55.254395+09:00,2026-07-09,009150,삼성전기,삼성전기 (009150),BUY,REJECTED,125.0,0.0,1479000.0,1479000.0,0.0,True,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,모의투자 주문처리가 안되었습니다(매매불가 종목),UNKNOWN,UNKNOWN,INFERRED_LEGACY_PAPER,NO_FILL
90e2f715-4dcb-4c21-8b70-af043f37c533,2026-07-09T14:39:55.439166+09:00,2026-07-09,005930,삼성전자,삼성전자 (005930),BUY,REJECTED,669.0,0.0,277500.0,277500.0,0.0,True,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,초당 거래건수를 초과하였습니다.,UNKNOWN,UNKNOWN,INFERRED_LEGACY_PAPER,NO_FILL
50f72d0e-1786-4f42-8b37-f162d6e515e3,2026-07-09T14:41:14.152011+09:00,2026-07-09,028260,삼성물산,삼성물산 (028260),BUY,REJECTED,446.0,0.0,395000.0,395000.0,0.0,True,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,모의투자 주문처리가 안되었습니다(매매불가 종목),UNKNOWN,UNKNOWN,INFERRED_LEGACY_PAPER,NO_FILL
627505a7-983c-4876-9f29-43ec5ca617e2,2026-07-09T14:41:14.355595+09:00,2026-07-09,383220,F&F,F&F (383220),BUY,REJECTED,1505.0,0.0,80200.0,80200.0,0.0,True,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,모의투자 주문처리가 안되었습니다(매매불가 종목),UNKNOWN,UNKNOWN,INFERRED_LEGACY_PAPER,NO_FILL
a2ccc966-2b2c-4b07-b889-5a58fe4fa14a,2026-07-09T14:41:23.868173+09:00,2026-07-09,005440,현대지에프홀딩스,현대지에프홀딩스 (005440),BUY,REJECTED,7587.0,0.0,14080.0,14080.0,0.0,True,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,모의투자 주문처리가 안되었습니다(매매불가 종목),UNKNOWN,UNKNOWN,INFERRED_LEGACY_PAPER,NO_FILL
4acd1abe-995f-40a2-802d-93273c11f75a,2026-07-09T14:41:28.366156+09:00,2026-07-09,005930,삼성전자,삼성전자 (005930),BUY,REJECTED,669.0,0.0,277500.0,277500.0,0.0,True,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,모의투자 주문처리가 안되었습니다(매매불가 종목),UNKNOWN,UNKNOWN,INFERRED_LEGACY_PAPER,NO_FILL
1b2d8b4e-d86e-42ca-b518-ecb96d132e38,2026-07-09T14:41:31.331001+09:00,2026-07-09,161390,한국타이어앤테크놀로지,한국타이어앤테크놀로지 (161390),BUY,REJECTED,827.0,0.0,73000.0,73000.0,0.0,True,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,모의투자 주문처리가 안되었습니다(매매불가 종목),UNKNOWN,UNKNOWN,INFERRED_LEGACY_PAPER,NO_FILL
f091dfef-d8f2-4826-8beb-2464a2189d99,2026-07-09T14:41:35.339304+09:00,2026-07-09,021240,코웨이,코웨이 (021240),BUY,REJECTED,1317.0,0.0,91700.0,91700.0,0.0,True,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,모의투자 주문처리가 안되었습니다(매매불가 종목),UNKNOWN,UNKNOWN,INFERRED_LEGACY_PAPER,NO_FILL
a1b617c6-2883-4aef-9b77-26a5f69ee0e0,2026-07-09T14:41:35.518798+09:00,2026-07-09,180640,한진칼,한진칼 (180640),BUY,REJECTED,614.0,0.0,136100.0,136100.0,0.0,True,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,모의투자 주문처리가 안되었습니다(매매불가 종목),UNKNOWN,UNKNOWN,INFERRED_LEGACY_PAPER,NO_FILL
3bee8eb4-b2cb-4220-b36b-ed16d7b59017,2026-07-09T14:41:43.790224+09:00,2026-07-09,034730,SK,SK (034730),BUY,REJECTED,311.0,0.0,596000.0,596000.0,0.0,True,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,모의투자 주문처리가 안되었습니다(매매불가 종목),UNKNOWN,UNKNOWN,INFERRED_LEGACY_PAPER,NO_FILL
48214363-38e8-4dfd-b3d6-8c9eda08894b,2026-07-09T14:41:49.693739+09:00,2026-07-09,004170,신세계,신세계 (004170),BUY,REJECTED,297.0,0.0,625000.0,625000.0,0.0,True,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,모의투자 주문처리가 안되었습니다(매매불가 종목),UNKNOWN,UNKNOWN,INFERRED_LEGACY_PAPER,NO_FILL
ae94075c-60c4-4dc6-9d4d-dbb89e56f9e4,2026-07-09T14:41:53.342640+09:00,2026-07-09,009150,삼성전기,삼성전기 (009150),BUY,REJECTED,125.0,0.0,1479000.0,1479000.0,0.0,True,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,모의투자 주문처리가 안되었습니다(매매불가 종목),UNKNOWN,UNKNOWN,INFERRED_LEGACY_PAPER,NO_FILL
