기업,시총변화율,영업이익률,분류
SK하이닉스,88.66666876216196,-23.592685391704666,⚡ 이탈
삼성SDI,-20.13536511238473,7.192827859867039,⚡ 이탈
삼성전기,17.394632569271163,7.176917160185696,✅ 정합(이익↑주가↑)
에코프로비엠,212.70355316176727,2.2610190331376203,✅ 정합(이익↑주가↑)
