Date,Close,CPI_YoY
2025-09-04,322.169,2.74
2025-09-05,322.169,2.74
2025-09-08,322.169,2.74
2025-09-09,322.169,2.74
2025-09-10,322.169,2.74
2025-09-11,322.169,2.74
2025-09-12,322.169,2.74
2025-09-15,322.169,2.74
2025-09-16,324.245,3.02
2025-09-17,324.245,3.02
2025-09-18,324.245,3.02
2025-09-19,324.245,3.02
2025-09-22,324.245,3.02
2025-09-23,324.245,3.02
2025-09-24,324.245,3.02
2025-09-25,324.245,3.02
2025-09-26,324.245,3.02
2025-09-29,324.245,3.02
2025-09-30,324.245,3.02
2025-10-01,324.245,3.02
2025-10-02,324.245,3.02
2025-10-03,324.245,3.02
2025-10-06,324.245,3.02
2025-10-07,324.245,3.02
2025-10-08,324.245,3.02
2025-10-09,324.245,3.02
2025-10-10,324.245,3.02
2025-10-13,324.245,3.02
2025-10-14,324.245,3.02
2025-10-15,324.245,3.02
2025-10-16,324.245,3.02
2025-10-17,324.245,3.02
2025-10-20,324.245,3.02
2025-10-21,324.245,3.02
2025-10-22,324.245,3.02
2025-10-23,324.245,3.02
2025-10-24,324.245,3.02
2025-10-27,324.245,3.02
2025-10-28,324.245,3.02
2025-10-29,324.245,3.02
2025-10-30,324.245,3.02
2025-10-31,324.245,3.02
2025-11-03,324.245,3.02
2025-11-04,324.245,3.02
2025-11-05,324.245,3.02
2025-11-06,324.245,3.02
2025-11-07,324.245,3.02
2025-11-10,324.245,3.02
2025-11-11,324.245,3.02
2025-11-12,324.245,3.02
2025-11-13,324.245,3.02
2025-11-14,324.245,3.02
2025-11-17,324.245,3.02
2025-11-18,324.245,3.02
2025-11-19,324.245,3.02
2025-11-20,324.245,3.02
2025-11-21,324.245,3.02
2025-11-24,324.245,3.02
2025-11-25,324.245,3.02
2025-11-26,324.245,3.02
2025-11-27,324.245,3.02
2025-11-28,324.245,3.02
2025-12-01,324.245,3.02
2025-12-02,324.245,3.02
2025-12-03,324.245,3.02
2025-12-04,324.245,3.02
2025-12-05,324.245,3.02
2025-12-08,324.245,3.02
2025-12-09,324.245,3.02
2025-12-10,324.245,3.02
2025-12-11,324.245,3.02
2025-12-12,324.245,3.02
2025-12-15,324.245,3.02
2025-12-16,326.031,3.0
2025-12-17,326.031,3.0
2025-12-18,326.031,3.0
2025-12-19,326.031,3.0
2025-12-22,326.031,3.0
2025-12-23,326.031,3.0
2025-12-24,326.031,3.0
2025-12-25,326.031,3.0
2025-12-26,326.031,3.0
2025-12-29,326.031,3.0
2025-12-30,326.031,3.0
2025-12-31,326.031,3.0
