Date,Close,CPI_YoY
2025-01-01,317.604,2.87
2025-01-02,317.604,2.87
2025-01-03,317.604,2.87
2025-01-06,317.604,2.87
2025-01-07,317.604,2.87
2025-01-08,317.604,2.87
2025-01-09,317.604,2.87
2025-01-10,317.604,2.87
2025-01-13,317.604,2.87
2025-01-14,317.604,2.87
2025-01-15,317.604,2.87
2025-01-16,318.961,2.99
2025-01-17,318.961,2.99
2025-01-20,318.961,2.99
2025-01-21,318.961,2.99
2025-01-22,318.961,2.99
2025-01-23,318.961,2.99
2025-01-24,318.961,2.99
2025-01-27,318.961,2.99
2025-01-28,318.961,2.99
2025-01-29,318.961,2.99
2025-01-30,318.961,2.99
2025-01-31,318.961,2.99
2025-02-03,318.961,2.99
2025-02-04,318.961,2.99
2025-02-05,318.961,2.99
2025-02-06,318.961,2.99
2025-02-07,318.961,2.99
2025-02-10,318.961,2.99
2025-02-11,318.961,2.99
2025-02-12,318.961,2.99
2025-02-13,318.961,2.99
2025-02-14,318.961,2.99
2025-02-17,318.961,2.99
2025-02-18,318.961,2.99
2025-02-19,318.961,2.99
2025-02-20,318.961,2.99
2025-02-21,318.961,2.99
2025-02-24,318.961,2.99
2025-02-25,318.961,2.99
2025-02-26,318.961,2.99
2025-02-27,318.961,2.99
2025-02-28,318.961,2.99
2025-03-03,318.961,2.99
2025-03-04,318.961,2.99
2025-03-05,318.961,2.99
2025-03-06,318.961,2.99
2025-03-07,318.961,2.99
2025-03-10,318.961,2.99
2025-03-11,318.961,2.99
2025-03-12,318.961,2.99
2025-03-13,318.961,2.99
2025-03-14,318.961,2.99
2025-03-17,318.961,2.99
2025-03-18,318.961,2.99
2025-03-19,318.961,2.99
2025-03-20,318.961,2.99
2025-03-21,318.961,2.99
2025-03-24,318.961,2.99
2025-03-25,318.961,2.99
2025-03-26,318.961,2.99
2025-03-27,318.961,2.99
2025-03-28,318.961,2.99
2025-03-31,318.961,2.99
2025-04-01,318.961,2.99
2025-04-02,318.961,2.99
2025-04-03,318.961,2.99
2025-04-04,318.961,2.99
2025-04-07,318.961,2.99
2025-04-08,318.961,2.99
2025-04-09,318.961,2.99
2025-04-10,318.961,2.99
2025-04-11,318.961,2.99
2025-04-14,318.961,2.99
2025-04-15,318.961,2.99
2025-04-16,320.302,2.33
2025-04-17,320.302,2.33
2025-04-18,320.302,2.33
2025-04-21,320.302,2.33
2025-04-22,320.302,2.33
2025-04-23,320.302,2.33
2025-04-24,320.302,2.33
2025-04-25,320.302,2.33
2025-04-28,320.302,2.33
2025-04-29,320.302,2.33
2025-04-30,320.302,2.33
2025-05-01,320.302,2.33
2025-05-02,320.302,2.33
2025-05-05,320.302,2.33
2025-05-06,320.302,2.33
2025-05-07,320.302,2.33
2025-05-08,320.302,2.33
2025-05-09,320.302,2.33
2025-05-12,320.302,2.33
2025-05-13,320.302,2.33
2025-05-14,320.302,2.33
2025-05-15,320.302,2.33
2025-05-16,320.62,2.38
2025-05-19,320.62,2.38
2025-05-20,320.62,2.38
2025-05-21,320.62,2.38
2025-05-22,320.62,2.38
2025-05-23,320.62,2.38
2025-05-26,320.62,2.38
2025-05-27,320.62,2.38
2025-05-28,320.62,2.38
2025-05-29,320.62,2.38
2025-05-30,320.62,2.38
2025-06-02,320.62,2.38
2025-06-03,320.62,2.38
2025-06-04,320.62,2.38
2025-06-05,320.62,2.38
2025-06-06,320.62,2.38
2025-06-09,320.62,2.38
2025-06-10,320.62,2.38
2025-06-11,320.62,2.38
2025-06-12,320.62,2.38
2025-06-13,320.62,2.38
2025-06-16,321.435,2.68
2025-06-17,321.435,2.68
2025-06-18,321.435,2.68
2025-06-19,321.435,2.68
2025-06-20,321.435,2.68
2025-06-23,321.435,2.68
2025-06-24,321.435,2.68
2025-06-25,321.435,2.68
2025-06-26,321.435,2.68
2025-06-27,321.435,2.68
2025-06-30,321.435,2.68
2025-07-01,321.435,2.68
2025-07-02,321.435,2.68
2025-07-03,321.435,2.68
2025-07-04,321.435,2.68
2025-07-07,321.435,2.68
2025-07-08,321.435,2.68
2025-07-09,321.435,2.68
2025-07-10,321.435,2.68
2025-07-11,321.435,2.68
2025-07-14,321.435,2.68
2025-07-15,321.435,2.68
2025-07-16,322.169,2.74
2025-07-17,322.169,2.74
2025-07-18,322.169,2.74
2025-07-21,322.169,2.74
2025-07-22,322.169,2.74
2025-07-23,322.169,2.74
2025-07-24,322.169,2.74
2025-07-25,322.169,2.74
2025-07-28,322.169,2.74
2025-07-29,322.169,2.74
2025-07-30,322.169,2.74
2025-07-31,322.169,2.74
2025-08-01,322.169,2.74
2025-08-04,322.169,2.74
2025-08-05,322.169,2.74
2025-08-06,322.169,2.74
2025-08-07,322.169,2.74
2025-08-08,322.169,2.74
2025-08-11,322.169,2.74
2025-08-12,322.169,2.74
2025-08-13,322.169,2.74
2025-08-14,322.169,2.74
2025-08-15,322.169,2.74
2025-08-18,322.169,2.74
2025-08-19,322.169,2.74
2025-08-20,322.169,2.74
2025-08-21,322.169,2.74
2025-08-22,322.169,2.74
2025-08-25,322.169,2.74
2025-08-26,322.169,2.74
2025-08-27,322.169,2.74
2025-08-28,322.169,2.74
2025-08-29,322.169,2.74
2025-09-01,322.169,2.74
2025-09-02,322.169,2.74
2025-09-03,322.169,2.74
