Price,Close,High,Low,Open,Volume,Daily Return
Ticker,HG=F,HG=F,HG=F,HG=F,HG=F,
Date,,,,,,
2021-05-10,4.733500003814697,4.898499965667725,4.708000183105469,4.786499977111816,1083,-0.6819091816269385
2021-05-11,4.778500080108643,4.820000171661377,4.709000110626221,4.709000110626221,657,0.9506723620509083
2021-05-12,4.752500057220459,4.835000038146973,4.7270002365112305,4.832499980926514,684,-0.5441042681240793
2021-05-13,4.70550012588501,4.763999938964844,4.664999961853027,4.740499973297119,870,-0.988951725819387
2021-05-14,4.664000034332275,4.712500095367432,4.622000217437744,4.698500156402588,607,-0.8819485802251226
2021-05-17,4.721499919891357,4.730000019073486,4.6519999504089355,4.6519999504089355,908,1.2328448785552837
2021-05-18,4.735499858856201,4.776000022888184,4.735000133514404,4.775000095367432,932,0.2965146500556459
2021-05-19,4.5894999504089355,4.704999923706055,4.548500061035156,4.699999809265137,815,-3.083093924587932
2021-05-20,4.581999778747559,4.61899995803833,4.553500175476074,4.558499813079834,521,-0.16342023624400515
2021-05-21,4.495999813079834,4.566500186920166,4.491000175476074,4.5279998779296875,519,-1.8769089877876843
2021-05-24,4.541500091552734,4.550000190734863,4.4720001220703125,4.4720001220703125,837,1.012016912023217
2021-05-25,4.521999835968018,4.5929999351501465,4.509500026702881,4.591000080108643,711,-0.42937917409684445
2021-05-26,4.5329999923706055,4.547500133514404,4.5329999923706055,4.547500133514404,796,0.24325866434342647
2021-05-27,4.666500091552734,4.677999973297119,4.517000198364258,4.527500152587891,1426,2.9450716833624435
2021-05-28,4.682499885559082,4.682499885559082,4.609000205993652,4.677000045776367,686,0.3428649671583628
2021-06-01,4.6620001792907715,4.697000026702881,4.650000095367432,4.689000129699707,884,-0.43779405807423677
2021-06-02,4.599999904632568,4.6570000648498535,4.599999904632568,4.6545000076293945,304,-1.3299071701802334
2021-06-03,4.471499919891357,4.503499984741211,4.449999809265137,4.503499984741211,342,-2.793477987071291
2021-06-04,4.537499904632568,4.539999961853027,4.471499919891357,4.471499919891357,258,1.4760144453455526
2021-06-07,4.534999847412109,4.534999847412109,4.489999771118164,4.5229997634887695,284,-0.055097680947746586
2021-06-08,4.563000202178955,4.563000202178955,4.4720001220703125,4.4720001220703125,237,0.6174279097897584
2021-06-09,4.536499977111816,4.538000106811523,4.531499862670898,4.531499862670898,272,-0.5807631797711488
2021-06-10,4.489999771118164,4.489999771118164,4.482999801635742,4.482999801635742,267,-1.025023833974692
2021-06-11,4.541500091552734,4.573999881744385,4.5345001220703125,4.573999881744385,276,1.1470005135823191
2021-06-14,4.5320000648498535,4.5320000648498535,4.517499923706055,4.517499923706055,409,-0.2091825720878182
2021-06-15,4.340000152587891,4.375999927520752,4.335000038146973,4.375999927520752,526,-4.236538162280978
2021-06-16,4.392499923706055,4.392499923706055,4.309000015258789,4.3379998207092285,352,1.2096721030495639
2021-06-17,4.184500217437744,4.339000225067139,4.184500217437744,4.295000076293945,248,-4.73533773206799
2021-06-18,4.162499904632568,4.162499904632568,4.145999908447266,4.147500038146973,283,-0.5257572389050336
2021-06-21,4.1875,4.193999767303467,4.128499984741211,4.129000186920166,273,0.6006029054705486
2021-06-22,4.234499931335449,4.25600004196167,4.188000202178955,4.188000202178955,341,1.1223864199510158
2021-06-23,4.330999851226807,4.330999851226807,4.32450008392334,4.32450008392334,301,2.278897661026158
2021-06-24,4.311500072479248,4.311500072479248,4.306000232696533,4.307000160217285,269,-0.45023734512562585
2021-06-25,4.298999786376953,4.328999996185303,4.28249979019165,4.320000171661377,525,-0.289928931744321
2021-06-28,4.2779998779296875,4.28849983215332,4.2779998779296875,4.28849983215332,32689,-0.4884835889923056
2021-06-29,4.276500225067139,4.281499862670898,4.202000141143799,4.274499893188477,9114,-0.03505500012483953
2021-06-30,4.296500205993652,4.335999965667725,4.264500141143799,4.2795000076293945,1809,0.4676716911946377
2021-07-01,4.242000102996826,4.315000057220459,4.235499858856201,4.300000190734863,1274,-1.2684766759884725
2021-07-02,4.2820000648498535,4.297999858856201,4.239999771118164,4.245999813079834,499,0.9429505158373042
2021-07-06,4.257999897003174,4.398499965667725,4.250999927520752,4.2820000648498535,1173,-0.5604896656516312
2021-07-07,4.328999996185303,4.360000133514404,4.256999969482422,4.261000156402588,697,1.6674518764572932
2021-07-08,4.271500110626221,4.320000171661377,4.239999771118164,4.320000171661377,576,-1.3282486858339215
2021-07-09,4.352499961853027,4.373000144958496,4.2789998054504395,4.2789998054504395,484,1.896285827672184
2021-07-12,4.322999954223633,4.3470001220703125,4.290999889373779,4.3470001220703125,509,-0.6777715769774595
2021-07-13,4.314499855041504,4.3379998207092285,4.267499923706055,4.3379998207092285,459,-0.196625012078111
2021-07-14,4.2769999504089355,4.309000015258789,4.269999980926514,4.299499988555908,748,-0.8691599465173172
2021-07-15,4.333000183105469,4.3495001792907715,4.265500068664551,4.265500068664551,451,1.3093344247333771
2021-07-16,4.332499980926514,4.35099983215332,4.317999839782715,4.35099983215332,417,-0.011544014719999662
2021-07-19,4.2104997634887695,4.308000087738037,4.179999828338623,4.306000232696533,751,-2.8159311707983914
2021-07-20,4.273499965667725,4.2779998779296875,4.210999965667725,4.210999965667725,638,1.496264237448952
2021-07-21,4.28249979019165,4.297500133514404,4.264500141143799,4.264500141143799,416,0.2105961061478423
2021-07-22,4.3480000495910645,4.3480000495910645,4.320000171661377,4.320000171661377,405,1.5294865757946141
2021-07-23,4.406499862670898,4.455999851226807,4.357999801635742,4.357999801635742,432,1.3454418678154223
2021-07-26,4.589000225067139,4.6020002365112305,4.436500072479248,4.436500072479248,585,4.141617339927062
2021-07-27,4.546000003814697,4.609000205993652,4.539999961853027,4.539999961853027,501,-0.9370280920352858
2021-07-28,4.479000091552734,4.573500156402588,4.479000091552734,4.573500156402588,785,-1.4738212099811077
2021-07-29,4.519999980926514,4.5295000076293945,4.468500137329102,4.468500137329102,861,0.9153804093709139
2021-07-30,4.480500221252441,4.5295000076293945,4.465000152587891,4.526000022888184,377,-0.8738884920520662
2021-08-02,4.432000160217285,4.500500202178955,4.409999847412109,4.493000030517578,845,-1.0824697832868102
2021-08-03,4.382999897003174,4.423999786376953,4.36299991607666,4.423999786376953,609,-1.1056015668489683
2021-08-04,4.329999923706055,4.332499980926514,4.329999923706055,4.332499980926514,307,-1.2092168501613987
2021-08-05,4.3454999923706055,4.3480000495910645,4.334499835968018,4.334499835968018,354,0.35796925953024417
2021-08-06,4.3454999923706055,4.349999904632568,4.3420000076293945,4.3495001792907715,356,0.0
2021-08-09,4.2870001792907715,4.321000099182129,4.246500015258789,4.292500019073486,374,-1.346215928720329
2021-08-10,4.351500034332275,4.351500034332275,4.313000202178955,4.313000202178955,252,1.504545191135831
2021-08-11,4.363999843597412,4.366000175476074,4.3520002365112305,4.3520002365112305,399,0.287252882144462
2021-08-12,4.355999946594238,4.374499797821045,4.348999977111816,4.374499797821045,670,-0.18331570325124114
2021-08-13,4.38700008392334,4.400000095367432,4.347499847412109,4.360499858856201,579,0.7116652366660148
2021-08-16,4.322000026702881,4.361000061035156,4.317999839782715,4.356500148773193,501,-1.4816516064966367
2021-08-17,4.199999809265137,4.328999996185303,4.19950008392334,4.328000068664551,590,-2.8227722509019615
2021-08-18,4.116000175476074,4.153500080108643,4.113999843597412,4.153500080108643,533,-1.9999913715176953
2021-08-19,4.03849983215332,4.05649995803833,3.9800000190734863,4.027500152587891,961,-1.8829042764506143
2021-08-20,4.134500026702881,4.134500026702881,4.063000202178955,4.064000129699707,522,2.3771251340717114
2021-08-23,4.234499931335449,4.247499942779541,4.221499919891357,4.242000102996826,510,2.4186698267435913
2021-08-24,4.255000114440918,4.258500099182129,4.2230000495910645,4.2230000495910645,702,0.4841228819905341
2021-08-25,4.264999866485596,4.2795000076293945,4.260000228881836,4.269000053405762,432,0.23501179261404825
2021-08-26,4.245999813079834,4.245999813079834,4.244999885559082,4.244999885559082,549,-0.4454877843036775
2021-08-27,4.316500186920166,4.316500186920166,4.316500186920166,4.316500186920166,23166,1.6603951235031778
2021-08-30,4.361000061035156,4.3979997634887695,4.315999984741211,4.321499824523926,5691,1.0309248740410837
2021-08-31,4.360000133514404,4.374499797821045,4.321499824523926,4.364500045776367,2262,-0.02292885821502111
2021-09-01,4.263000011444092,4.353499889373779,4.241000175476074,4.35099983215332,1315,-2.224773373851363
2021-09-02,4.289999961853027,4.293499946594238,4.239999771118164,4.267000198364258,1105,0.6333556260017303
2021-09-03,4.325500011444092,4.3354997634887695,4.26800012588501,4.2820000648498535,747,0.827506990832938
2021-09-07,4.277500152587891,4.3379998207092285,4.253499984741211,4.3379998207092285,746,-1.1096950347753265
2021-09-08,4.23199987411499,4.290999889373779,4.208000183105469,4.26800012588501,929,-1.0637119076517765
2021-09-09,4.2835001945495605,4.302499771118164,4.223999977111816,4.228499889373779,645,1.216926322459777
2021-09-10,4.447999954223633,4.461999893188477,4.2754998207092285,4.2754998207092285,904,3.840311712449229
2021-09-13,4.363500118255615,4.4670000076293945,4.3354997634887695,4.4145002365112305,630,-1.8997265476088931
2021-09-14,4.317999839782715,4.362500190734863,4.2835001945495605,4.356500148773193,505,-1.0427472725975329
2021-09-15,4.403500080108643,4.415500164031982,4.291999816894531,4.309999942779541,624,1.9800890110785785
2021-09-16,4.278500080108643,4.4019999504089355,4.260000228881836,4.400000095367432,589,-2.838651021369254
2021-09-17,4.245500087738037,4.3404998779296875,4.232999801635742,4.2820000648498535,808,-0.7712981594654389
2021-09-20,4.117000102996826,4.230000019073486,4.099999904632568,4.230000019073486,759,-3.026733767179701
2021-09-21,4.127999782562256,4.1645002365112305,4.021999835968018,4.135499954223633,576,0.2671770534429463
2021-09-22,4.252500057220459,4.268499851226807,4.142000198364258,4.142000198364258,540,3.0159951844989097
2021-09-23,4.230999946594238,4.264999866485596,4.197500228881836,4.197500228881836,496,-0.5055875446659863
2021-09-24,4.287499904632568,4.287499904632568,4.21750020980835,4.21750020980835,590,1.3353807315410249
2021-09-27,4.293499946594238,4.304999828338623,4.261499881744385,4.304500102996826,669,0.13994267277270822
2021-09-28,4.244999885559082,4.27400016784668,4.244999885559082,4.270500183105469,805,-1.129615969219433
2021-09-29,4.199999809265137,4.245999813079834,4.186999797821045,4.231500148773193,793,-1.0600724972226638
2021-09-30,4.090000152587891,4.204500198364258,4.067999839782715,4.186500072479248,877,-2.6190395636349395
2021-10-01,4.19350004196167,4.209499835968018,4.150000095367432,4.150000095367432,969,2.5305595479817145
2021-10-04,4.246500015258789,4.293499946594238,4.191999912261963,4.239999771118164,446,1.263860087439661
2021-10-05,4.202000141143799,4.228000164031982,4.175000190734863,4.228000164031982,289,-1.047918849760754
2021-10-06,4.1570000648498535,4.174499988555908,4.142000198364258,4.164999961853027,384,-1.0709203898716657
2021-10-07,4.250999927520752,4.256999969482422,4.223999977111816,4.224999904632568,641,2.2612427520925182
2021-10-08,4.2829999923706055,4.292500019073486,4.2829999923706055,4.291999816894531,340,0.7527655938709188
2021-10-11,4.374499797821045,4.386499881744385,4.348999977111816,4.348999977111816,241,2.136348485020534
2021-10-12,4.328999996185303,4.385499954223633,4.323500156402588,4.363999843597412,494,-1.0401143842412752
2021-10-13,4.520500183105469,4.526500225067139,4.443999767303467,4.453999996185303,362,4.423658745412684
2021-10-14,4.631499767303467,4.631499767303467,4.610000133514404,4.610000133514404,285,2.4554712908283483
2021-10-15,4.734000205993652,4.734000205993652,4.610499858856201,4.610499858856201,356,2.213115488287354
2021-10-18,4.730500221252441,4.790999889373779,4.702000141143799,4.7895002365112305,601,-0.07393292329771484
2021-10-19,4.714000225067139,4.75,4.686999797821045,4.75,764,-0.3488002412762592
2021-10-20,4.75600004196167,4.768499851226807,4.650000095367432,4.650000095367432,587,0.8909591618429191
2021-10-21,4.58650016784668,4.58650016784668,4.581999778747559,4.58650016784668,618,-3.5639165815708806
2021-10-22,4.526000022888184,4.559000015258789,4.508500099182129,4.550000190734863,558,-1.3190917419479864
2021-10-25,4.551499843597412,4.551499843597412,4.551499843597412,4.551499843597412,493,0.5634074365946651
2021-10-26,4.486499786376953,4.5254998207092285,4.486499786376953,4.5254998207092285,249,-1.4281019324189237
2021-10-27,4.38700008392334,4.392499923706055,4.38700008392334,4.392499923706055,756,-2.2177578778837637
2021-10-28,4.4375,4.453999996185303,4.354000091552734,4.386499881744385,892,1.1511263986915043
2021-10-29,4.375500202178955,4.439499855041504,4.343500137329102,4.439499855041504,716,-1.397178542446087
2021-11-01,4.4019999504089355,4.40500020980835,4.354499816894531,4.354499816894531,442,0.6056392870644522
2021-11-02,4.374000072479248,4.379000186920166,4.355999946594238,4.35699987411499,315,-0.6360717456865617
2021-11-03,4.326000213623047,4.373499870300293,4.326000213623047,4.373499870300293,305,-1.0973904449204541
2021-11-04,4.326000213623047,4.373000144958496,4.305500030517578,4.373000144958496,376,0.0
2021-11-05,4.348999977111816,4.348999977111816,4.325500011444092,4.332499980926514,327,0.531663484813083
2021-11-08,4.40500020980835,4.411499977111816,4.369999885559082,4.369999885559082,222,1.2876576912222326
2021-11-09,4.380000114440918,4.420000076293945,4.362500190734863,4.420000076293945,402,-0.5675390278476189
2021-11-10,4.328000068664551,4.38100004196167,4.302499771118164,4.380000114440918,370,-1.1872156259750355
2021-11-11,4.4045000076293945,4.433000087738037,4.396999835968018,4.396999835968018,330,1.7675586356552087
2021-11-12,4.45550012588501,4.4604997634887695,4.4095001220703125,4.4095001220703125,295,1.157909369219512
2021-11-15,4.4070000648498535,4.479499816894531,4.4070000648498535,4.479000091552734,384,-1.088543590278157
2021-11-16,4.358500003814697,4.358500003814697,4.3354997634887695,4.339000225067139,274,-1.1005232657469555
2021-11-17,4.2729997634887695,4.297500133514404,4.20550012588501,4.297500133514404,437,-1.9616895778615362
2021-11-18,4.309999942779541,4.321499824523926,4.215000152587891,4.2154998779296875,326,0.8659064202840572
2021-11-19,4.4085001945495605,4.4085001945495605,4.311999797821045,4.311999797821045,410,2.2853887024995245
2021-11-22,4.395500183105469,4.409999847412109,4.395500183105469,4.409999847412109,470,-0.29488512805703193
2021-11-23,4.423500061035156,4.42549991607666,4.421999931335449,4.421999931335449,325,0.6370123254074267
2021-11-24,4.458000183105469,4.459499835968018,4.393499851226807,4.393499851226807,368,0.7799281472653297
2021-11-26,4.281499862670898,4.426000118255615,4.281499862670898,4.426000118255615,51189,-3.9591815429585564
2021-11-29,4.336999893188477,4.375,4.281499862670898,4.304999828338623,6009,1.2962754244480124
2021-11-30,4.2779998779296875,4.360499858856201,4.249000072479248,4.35699987411499,2030,-1.360387749869496
2021-12-01,4.247499942779541,4.34499979019165,4.210000038146973,4.303500175476074,1392,-0.7129484810763143
2021-12-02,4.298999786376953,4.308499813079834,4.240499973297119,4.240499973297119,834,1.2124742623000673
2021-12-03,4.266499996185303,4.315000057220459,4.251500129699707,4.272500038146973,891,-0.7559849222286252
2021-12-06,4.336999893188477,4.34250020980835,4.256499767303467,4.295000076293945,712,1.6524058845941214
2021-12-07,4.3379998207092285,4.383500099182129,4.30649995803833,4.310500144958496,887,0.023055742342137364
2021-12-08,4.390999794006348,4.394000053405762,4.331999778747559,4.339000225067139,950,1.2217606152056915
2021-12-09,4.329999923706055,4.376500129699707,4.303500175476074,4.373499870300293,651,-1.3892023038479029
2021-12-10,4.2829999923706055,4.3379998207092285,4.28000020980835,4.313000202178955,529,-1.0854487797593793
2021-12-13,4.28000020980835,4.32450008392334,4.2754998207092285,4.322500228881836,504,-0.07003928479102361
2021-12-14,4.254000186920166,4.295000076293945,4.25,4.269999980926514,585,-0.6074771405057411
2021-12-15,4.179500102996826,4.269999980926514,4.129000186920166,4.260000228881836,1004,-1.7512947966576542
2021-12-16,4.30049991607666,4.315000057220459,4.230999946594238,4.250999927520752,687,2.895078600263057
2021-12-17,4.290999889373779,4.321499824523926,4.271500110626221,4.303500175476074,548,-0.2209051712189658
2021-12-20,4.288000106811523,4.296999931335449,4.233500003814697,4.269499778747559,490,-0.06990870751790723
2021-12-21,4.3379998207092285,4.343999862670898,4.304500102996826,4.309000015258789,761,1.1660380749123567
2021-12-22,4.389500141143799,4.389500141143799,4.34499979019165,4.3454999923706055,1030,1.187190469412025
2021-12-23,4.38700008392334,4.4004998207092285,4.349999904632568,4.4004998207092285,880,-0.056955396743818554
2021-12-27,4.465000152587891,4.465000152587891,4.374000072479248,4.375999927520752,421,1.7779819277959685
2021-12-28,4.420000076293945,4.4679999351501465,4.420000076293945,4.458000183105469,543,-1.0078404200694946
2021-12-29,4.4019999504089355,4.41349983215332,4.4019999504089355,4.4120001792907715,695,-0.40724266005222054
2021-12-30,4.384500026702881,4.421500205993652,4.376999855041504,4.406000137329102,832,-0.39754484105409826
2021-12-31,4.454999923706055,4.454999923706055,4.377500057220459,4.389500141143799,373,1.60793469206999
2022-01-03,4.4145002365112305,4.444499969482422,4.349999904632568,4.440000057220459,544,-0.9090839032188547
2022-01-04,4.466000080108643,4.466000080108643,4.374000072479248,4.385000228881836,499,1.166606429680761
2022-01-05,4.4045000076293945,4.448500156402588,4.370999813079834,4.448500156402588,724,-1.3770728028681956
2022-01-06,4.3480000495910645,4.369999885559082,4.320499897003174,4.36899995803833,522,-1.2827780211252526
2022-01-07,4.4029998779296875,4.4029998779296875,4.355999946594238,4.376999855041504,618,1.2649454395428528
2022-01-10,4.3445000648498535,4.409999847412109,4.324999809265137,4.388999938964844,787,-1.3286353554781583
2022-01-11,4.420499801635742,4.420499801635742,4.372000217437744,4.393499851226807,554,1.7493321590850375
2022-01-12,4.564000129699707,4.580999851226807,4.419000148773193,4.419000148773193,1192,3.2462466803157453
2022-01-13,4.533999919891357,4.564000129699707,4.533999919891357,4.564000129699707,991,-0.6573227203287457
2022-01-14,4.411499977111816,4.436999797821045,4.4095001220703125,4.4095001220703125,1236,-2.701807343271334
2022-01-18,4.375999927520752,4.42549991607666,4.375999927520752,4.41949987411499,1000,-0.8047160778703266
2022-01-19,4.462500095367432,4.47599983215332,4.462500095367432,4.47599983215332,1172,1.9766949104061515
2022-01-20,4.576499938964844,4.576499938964844,4.518499851226807,4.518499851226807,1441,2.5546182893252167
2022-01-21,4.512499809265137,4.541500091552734,4.495999813079834,4.51800012588501,1052,-1.39845144877645
2022-01-24,4.4029998779296875,4.485000133514404,4.386499881744385,4.485000133514404,1533,-2.426591378699283
2022-01-25,4.442999839782715,4.442999839782715,4.432000160217285,4.432000160217285,469,0.9084706555076094
2022-01-26,4.504499912261963,4.507999897003174,4.434500217437744,4.506999969482422,873,1.384201546184527
2022-01-27,4.413000106811523,4.463500022888184,4.413000106811523,4.417500019073486,1211,-2.031297751862804
2022-01-28,4.302999973297119,4.428999900817871,4.29449987411499,4.422500133514404,1471,-2.492638360570576
2022-01-31,4.317999839782715,4.333499908447266,4.278500080108643,4.308000087738037,882,0.34859090352497013
2022-02-01,4.428999900817871,4.43149995803833,4.354499816894531,4.354499816894531,859,2.57063606192125
2022-02-02,4.491000175476074,4.491000175476074,4.43149995803833,4.434000015258789,422,1.399870761946831
2022-02-03,4.4664998054504395,4.46999979019165,4.4644999504089355,4.46750020980835,500,-0.5455437334298874
2022-02-04,4.483500003814697,4.506499767303467,4.476500034332275,4.492000102996826,444,0.38061567457168266
2022-02-07,4.46150016784668,4.472499847412109,4.435999870300293,4.4704999923706055,686,-0.49068441952268005
2022-02-08,4.459499835968018,4.468999862670898,4.425000190734863,4.453000068664551,398,-0.044835409691967865
2022-02-09,4.600500106811523,4.635000228881836,4.464000225067139,4.464000225067139,425,3.1617956279821113
2022-02-10,4.65749979019165,4.690999984741211,4.611999988555908,4.611999988555908,415,1.238988850271583
2022-02-11,4.505000114440918,4.604499816894531,4.479499816894531,4.604499816894531,489,-3.2742819671594092
2022-02-14,4.507500171661377,4.507500171661377,4.4710001945495605,4.4710001945495605,420,0.055495164416208276
2022-02-15,4.531499862670898,4.531499862670898,4.486499786376953,4.507500171661377,310,0.5324390481537211
2022-02-16,4.540500164031982,4.540500164031982,4.535999774932861,4.540500164031982,577,0.19861638825646732
2022-02-17,4.525000095367432,4.525000095367432,4.518499851226807,4.518499851226807,516,-0.34137359552007807
2022-02-18,4.519499778747559,4.519499778747559,4.519499778747559,4.519499778747559,647,-0.12155395588839824
2022-02-22,4.510000228881836,4.519499778747559,4.510000228881836,4.519499778747559,818,-0.21019029385493937
2022-02-23,4.481500148773193,4.520500183105469,4.481500148773193,4.50600004196167,975,-0.6319307907376448
2022-02-24,4.453999996185303,4.478499889373779,4.453999996185303,4.478499889373779,50571,-0.613637212428042
2022-02-25,4.4720001220703125,4.519999980926514,4.448500156402588,4.5,14457,0.40413394477831766
2022-02-28,4.444499969482422,4.515500068664551,4.440000057220459,4.455999851226807,1803,-0.6149407834801113
2022-03-01,4.58650016784668,4.5879998207092285,4.480999946594238,4.496500015258789,1777,3.1949645480770394
2022-03-02,4.6554999351501465,4.690000057220459,4.552999973297119,4.563000202178955,1446,1.5044100027987506
2022-03-03,4.771500110626221,4.78249979019165,4.697999954223633,4.699999809265137,1055,2.491680315582112
2022-03-04,4.928999900817871,4.928999900817871,4.766499996185303,4.76800012588501,1241,3.300844316044249
2022-03-07,4.7220001220703125,5.010000228881836,4.659999847412109,4.909999847412109,987,-4.199630410079969
2022-03-08,4.700500011444092,4.919000148773193,4.6020002365112305,4.730000019073486,1207,-0.45531787527346435
2022-03-09,4.564000129699707,4.718999862670898,4.546000003814697,4.7170000076293945,944,-2.9039438658026717
2022-03-10,4.643499851226807,4.649499893188477,4.573999881744385,4.579999923706055,1067,1.741886925238334
2022-03-11,4.616000175476074,4.6875,4.585000038146973,4.608500003814697,970,-0.5922187279378766
2022-03-14,4.512499809265137,4.600500106811523,4.49399995803833,4.600500106811523,743,-2.242208888136854
2022-03-15,4.501500129699707,4.525000095367432,4.460000038146973,4.492000102996826,788,-0.2437602222795654
2022-03-16,4.5879998207092285,4.610000133514404,4.492499828338623,4.492499828338623,664,1.921574775458068
2022-03-17,4.690499782562256,4.690499782562256,4.623000144958496,4.652500152587891,939,2.234088183490446
2022-03-18,4.730500221252441,4.730500221252441,4.685999870300293,4.700500011444092,685,0.8527969415731418
2022-03-21,4.701499938964844,4.706500053405762,4.649499893188477,4.699999809265137,555,-0.613048957429696
2022-03-22,4.689000129699707,4.725500106811523,4.68149995803833,4.68149995803833,488,-0.2658685404107186
2022-03-23,4.762499809265137,4.763000011444092,4.683000087738037,4.684999942779541,490,1.5674915234036524
2022-03-24,4.729000091552734,4.800000190734863,4.705999851226807,4.768499851226807,893,-0.7034061743631081
2022-03-25,4.685999870300293,4.702499866485596,4.683000087738037,4.691999912261963,667,-0.9092878075695365
2022-03-28,4.714000225067139,4.714000225067139,4.632999897003174,4.650000095367432,470,0.5975321285071056
2022-03-29,4.7164998054504395,4.7164998054504395,4.7164998054504395,4.7164998054504395,333,0.05302461315146445
2022-03-30,4.739500045776367,4.781499862670898,4.7270002365112305,4.781499862670898,1146,0.4876548558180538
2022-03-31,4.743000030517578,4.744500160217285,4.701000213623047,4.730000019073486,708,0.07384712960030182
2022-04-01,4.682499885559082,4.729000091552734,4.681000232696533,4.7245001792907715,1077,-1.2755670370909522
2022-04-04,4.776500225067139,4.781000137329102,4.707499980926514,4.707499980926514,473,2.007481939251199
2022-04-05,4.790999889373779,4.808499813079834,4.790999889373779,4.808499813079834,377,0.3035625169773182
2022-04-06,4.733500003814697,4.772500038146973,4.697500228881836,4.762499809265137,379,-1.2001646188014803
2022-04-07,4.695000171661377,4.710999965667725,4.684999942779541,4.710999965667725,328,-0.8133480959605643
2022-04-08,4.71999979019165,4.744999885559082,4.706999778747559,4.7230000495910645,327,0.5324732186628767
2022-04-11,4.628499984741211,4.706500053405762,4.623000144958496,4.682499885559082,352,-1.938555286391741
2022-04-12,4.703999996185303,4.705999851226807,4.6645002365112305,4.665999889373779,343,1.6311982649452883
2022-04-13,4.706999778747559,4.706999778747559,4.706999778747559,4.706999778747559,480,0.06377088785476381
2022-04-14,4.7170000076293945,4.7170000076293945,4.7170000076293945,4.7170000076293945,982,0.212454415804042
2022-04-18,4.796000003814697,4.809000015258789,4.75,4.75,498,1.674793217246684
2022-04-19,4.714000225067139,4.797500133514404,4.697000026702881,4.797500133514404,573,-1.7097535171463063
2022-04-20,4.649499893188477,4.649499893188477,4.623000144958496,4.623000144958496,859,-1.3682717182675441
2022-04-21,4.703499794006348,4.703499794006348,4.703499794006348,4.703499794006348,614,1.161413099438513
2022-04-22,4.582499980926514,4.591000080108643,4.576499938964844,4.582499980926514,663,-2.5725484932310083
2022-04-25,4.448999881744385,4.480000019073486,4.410999774932861,4.480000019073486,494,-2.913259132303092
2022-04-26,4.440000057220459,4.476500034332275,4.434000015258789,4.476500034332275,359,-0.2022887112417049
