stock_code,company_name,corp_code,snapshot_date,market_cap_wics_raw,trading_value_wics_raw,shares_outstanding,wics_index_code,wics_index_name,wics_large_code,wics_large_name,market,data_provider
058470,리노공업,00369657,20260327,5196505,11083547,49537702,G4530,WICS 반도체와반도체장비,G45,IT,KOSPI,wics_local_fallback
016100,리더스코스메틱,00180263,20260327,19301,1649949,12606590,G1510,WICS 소재,G15,소재,KOSPI,wics_local_fallback
012700,리드코프,00117708,20260327,53155,870675,14931065,G1010,WICS 에너지,G10,에너지,KOSPI,wics_local_fallback
302550,리메드,01275665,20260327,62789,667883,20157137,G3510,WICS 건강관리장비와서비스,G35,건강관리,KOSPI,wics_local_fallback
491000,리브스메드,01385005,20260327,1089814,667883,14472966,G3510,WICS 건강관리장비와서비스,G35,건강관리,KOSPI,wics_local_fallback
377450,리파인,01210066,20260327,103850,30375,8838300,G2020,WICS 상업서비스와공급품,G20,산업재,KOSPI,wics_local_fallback
277070,린드먼아시아,00616962,20260327,10640,1158369,2601480,G4030,WICS 다각화된금융,G40,금융,KOSPI,wics_local_fallback
042500,링네트,00352499,20260327,42478,365226,10699749,G4510,WICS 소프트웨어와서비스,G45,IT,KOSPI,wics_local_fallback
193250,링크드,01035678,20260327,17278,2658156,48128160,G4520,WICS 기술하드웨어와장비,G45,IT,KOSPI,wics_local_fallback
474650,링크솔루션,01764099,20260327,252355,6776021,4057157,G2010,WICS 자본재,G20,산업재,KOSPI,wics_local_fallback
219420,링크제니시스,01109955,20260327,38660,365226,7913959,G4510,WICS 소프트웨어와서비스,G45,IT,KOSPI,wics_local_fallback
439090,마녀공장,01136977,20260327,93583,456464,7540899,G2520,WICS 내구소비재와의류,G25,경기관련소비재,KOSPI,wics_local_fallback
027740,마니커,00204208,20260327,36011,236528,44457859,G3020,"WICS 식품,음료,담배",G30,필수소비재,KOSPI,wics_local_fallback
195500,마니커에프앤지,00770312,20260327,29695,236528,11184600,G3020,"WICS 식품,음료,담배",G30,필수소비재,KOSPI,wics_local_fallback
357430,마스턴프리미어리츠,01442966,20260327,41985,20068,28064882,G4050,WICS 부동산,G40,금융,KOSPI,wics_local_fallback
377480,마음AI,01297898,20260327,85998,365226,5617117,G4510,WICS 소프트웨어와서비스,G45,IT,KOSPI,wics_local_fallback
305090,마이크로디지탈,01267967,20260327,87555,667883,13574390,G3510,WICS 건강관리장비와서비스,G35,건강관리,KOSPI,wics_local_fallback
098120,마이크로컨텍솔,00568188,20260327,178953,11083547,6567085,G4530,WICS 반도체와반도체장비,G45,IT,KOSPI,wics_local_fallback
424980,마이크로투나노,00624378,20260327,43163,11083547,3492145,G4530,WICS 반도체와반도체장비,G45,IT,KOSPI,wics_local_fallback
038290,마크로젠,00261373,20260327,144321,1898063,8673120,G3520,WICS 제약과생물공학,G35,건강관리,KOSPI,wics_local_fallback
001080,만호제강,00120872,20260327,115860,1649949,22410000,G1510,WICS 소재,G15,소재,KOSPI,wics_local_fallback
267980,매일유업,01234507,20260327,98439,236528,2682273,G3020,"WICS 식품,음료,담배",G30,필수소비재,KOSPI,wics_local_fallback
005990,매일홀딩스,00120924,20260327,38828,236528,3457559,G3020,"WICS 식품,음료,담배",G30,필수소비재,KOSPI,wics_local_fallback
093520,매커스,00596677,20260327,161700,11083547,6939915,G4530,WICS 반도체와반도체장비,G45,IT,KOSPI,wics_local_fallback
088980,맥쿼리인프라,00435297,20260327,5191275,308947,454975893,G2030,WICS 운송,G20,산업재,KOSPI,wics_local_fallback
100590,머큐리,00364740,20260327,36035,2658156,6648609,G4520,WICS 기술하드웨어와장비,G45,IT,KOSPI,wics_local_fallback
067280,멀티캠퍼스,00425351,20260327,62948,64204,2252176,G2560,WICS 교육서비스,G25,경기관련소비재,KOSPI,wics_local_fallback
072870,메가스터디,00422284,20260327,80520,64204,6794946,G2560,WICS 교육서비스,G25,경기관련소비재,KOSPI,wics_local_fallback
215200,메가스터디교육,01074862,20260327,287065,64204,6011825,G2560,WICS 교육서비스,G25,경기관련소비재,KOSPI,wics_local_fallback
133750,메가엠디,00807555,20260327,22311,64204,11937609,G2560,WICS 교육서비스,G25,경기관련소비재,KOSPI,wics_local_fallback
446540,메가터치,00923516,20260327,47114,2658156,11164412,G4520,WICS 기술하드웨어와장비,G45,IT,KOSPI,wics_local_fallback
235980,메드팩토,01336373,20260327,166166,1898063,27420096,G3520,WICS 제약과생물공학,G35,건강관리,KOSPI,wics_local_fallback
041920,메디아나,00273439,20260327,225764,667883,11344916,G3510,WICS 건강관리장비와서비스,G35,건강관리,KOSPI,wics_local_fallback
014100,메디앙스,00267854,20260327,11920,456464,7198000,G2520,WICS 내구소비재와의류,G25,경기관련소비재,KOSPI,wics_local_fallback
086900,메디톡스,00580199,20260327,551971,1898063,5327902,G3520,WICS 제약과생물공학,G35,건강관리,KOSPI,wics_local_fallback
078160,메디포스트,00453929,20260327,497428,1898063,20386393,G3520,WICS 제약과생물공학,G35,건강관리,KOSPI,wics_local_fallback
138040,메리츠금융지주,00860332,20260327,8458852,535642,72670547,G4020,WICS 증권,G40,금융,KOSPI,wics_local_fallback
0088D0,메리츠제1호스팩,,20260327,12139,1158369,5505250,G4030,WICS 다각화된금융,G40,금융,KOSPI,wics_local_fallback
408920,메쎄이상,01596656,20260327,20816,945391,6484868,G5020,WICS 미디어와엔터테인먼트,G50,커뮤니케이션서비스,KOSPI,wics_local_fallback
021880,메이슨캐피탈,00136101,20260327,16565,1158369,78508230,G4030,WICS 다각화된금융,G40,금융,KOSPI,wics_local_fallback
0088M0,메쥬,,20260327,219310,667883,5441940,G3510,WICS 건강관리장비와서비스,G35,건강관리,KOSPI,wics_local_fallback
140410,메지온,00808022,20260327,2113922,236528,21570628,G3020,"WICS 식품,음료,담배",G30,필수소비재,KOSPI,wics_local_fallback
241770,메카로,00652007,20260327,173479,11083547,4688614,G4530,WICS 반도체와반도체장비,G45,IT,KOSPI,wics_local_fallback
090370,메타랩스,00442835,20260327,16251,30375,10958063,G2020,WICS 상업서비스와공급품,G20,산업재,KOSPI,wics_local_fallback
059210,메타바이오메드,00317681,20260327,90924,667883,20227896,G3510,WICS 건강관리장비와서비스,G35,건강관리,KOSPI,wics_local_fallback
118000,메타케어,00791209,20260327,26909,1898063,111655286,G3520,WICS 제약과생물공학,G35,건강관리,KOSPI,wics_local_fallback
058110,멕아이씨에스,00270113,20260327,23033,667883,11235371,G3510,WICS 건강관리장비와서비스,G35,건강관리,KOSPI,wics_local_fallback
072770,멤레이비티,00583026,20260327,54318,365226,72231050,G4510,WICS 소프트웨어와서비스,G45,IT,KOSPI,wics_local_fallback
017180,명문제약,00121039,20260327,48384,1898063,25465090,G3520,WICS 제약과생물공학,G35,건강관리,KOSPI,wics_local_fallback
009900,명신산업,00173078,20260327,267388,1375712,27284469,G2510,WICS 자동차와부품,G25,경기관련소비재,KOSPI,wics_local_fallback
317450,명인제약,00179489,20260327,191742,1898063,3358000,G3520,WICS 제약과생물공학,G35,건강관리,KOSPI,wics_local_fallback
012690,모나리자,00173102,20260327,44173,53587,17919914,G3030,WICS 가정용품과개인용품,G30,필수소비재,KOSPI,wics_local_fallback
005360,모나미,00121288,20260327,23104,456464,13417087,G2520,WICS 내구소비재와의류,G25,경기관련소비재,KOSPI,wics_local_fallback
070960,모나용평,00365989,20260327,74135,64614,24547999,G2530,"WICS 호텔,레스토랑,레저등",G25,경기관련소비재,KOSPI,wics_local_fallback
434480,모니터랩,01583652,20260327,26524,365226,7755489,G4510,WICS 소프트웨어와서비스,G45,IT,KOSPI,wics_local_fallback
080420,모다이노칩,00480048,20260327,33483,215583,16741540,G2550,WICS 소매(유통),G25,경기관련소비재,KOSPI,wics_local_fallback
417970,모델솔루션,00657783,20260327,45679,6776021,2366779,G2010,WICS 자본재,G20,산업재,KOSPI,wics_local_fallback
080160,모두투어,00456218,20260327,165258,64614,14742000,G2530,"WICS 호텔,레스토랑,레저등",G25,경기관련소비재,KOSPI,wics_local_fallback
087260,모바일어플라이언스,00556615,20260327,54187,1375712,26693346,G2510,WICS 자동차와부품,G25,경기관련소비재,KOSPI,wics_local_fallback
101330,모베이스,00498001,20260327,50942,1375712,11110573,G2510,WICS 자동차와부품,G25,경기관련소비재,KOSPI,wics_local_fallback
012860,모베이스전자,00137234,20260327,126240,1375712,37349063,G2510,WICS 자동차와부품,G25,경기관련소비재,KOSPI,wics_local_fallback
363260,모비데이즈,01493535,20260327,23483,945391,15760246,G5020,WICS 미디어와엔터테인먼트,G50,커뮤니케이션서비스,KOSPI,wics_local_fallback
348030,모비릭스,01210190,20260327,11861,945391,4993976,G5020,WICS 미디어와엔터테인먼트,G50,커뮤니케이션서비스,KOSPI,wics_local_fallback
250060,모비스,01165155,20260327,90496,365226,20267927,G4510,WICS 소프트웨어와서비스,G45,IT,KOSPI,wics_local_fallback
288980,모아데이타,01423837,20260327,16855,365226,23152896,G4510,WICS 소프트웨어와서비스,G45,IT,KOSPI,wics_local_fallback
142760,모아라이프플러스,00587925,20260327,31336,1898063,33054710,G3520,WICS 제약과생물공학,G35,건강관리,KOSPI,wics_local_fallback
033200,모아텍,00241209,20260327,6539,2658156,1863054,G4520,WICS 기술하드웨어와장비,G45,IT,KOSPI,wics_local_fallback
333050,모코엠시스,01407158,20260327,15437,365226,12060529,G4510,WICS 소프트웨어와서비스,G45,IT,KOSPI,wics_local_fallback
009680,모토닉,00151128,20260327,81491,1375712,7573500,G2510,WICS 자동차와부품,G25,경기관련소비재,KOSPI,wics_local_fallback
118990,모트렉스,00876908,20260327,128124,1375712,14967796,G2510,WICS 자동차와부품,G25,경기관련소비재,KOSPI,wics_local_fallback
463480,모티브링크,00367400,20260327,40239,1375712,5699564,G2510,WICS 자동차와부품,G25,경기관련소비재,KOSPI,wics_local_fallback
006920,모헨즈,00163318,20260327,33344,6776021,6770400,G2010,WICS 자본재,G20,산업재,KOSPI,wics_local_fallback
009580,무림P&P,00119007,20260327,57731,1649949,20581546,G1510,WICS 소재,G15,소재,KOSPI,wics_local_fallback
001810,무림SP,00121507,20260327,14116,1649949,8633625,G1510,WICS 소재,G15,소재,KOSPI,wics_local_fallback
009200,무림페이퍼,00136086,20260327,40003,1649949,19140282,G1510,WICS 소재,G15,소재,KOSPI,wics_local_fallback
033920,무학,00121543,20260327,85660,236528,9690000,G3020,"WICS 식품,음료,담배",G30,필수소비재,KOSPI,wics_local_fallback
008420,문배철강,00121570,20260327,25299,1649949,11071892,G1510,WICS 소재,G15,소재,KOSPI,wics_local_fallback
279600,미디어젠,01190124,20260327,17775,365226,2857716,G4510,WICS 소프트웨어와서비스,G45,IT,KOSPI,wics_local_fallback
095500,미래나노텍,00526836,20260327,185018,153256,20466599,G4540,WICS 디스플레이,G45,IT,KOSPI,wics_local_fallback
254490,미래반도체,00299844,20260327,65355,11083547,3753880,G4530,WICS 반도체와반도체장비,G45,IT,KOSPI,wics_local_fallback
025560,미래산업,00197759,20260327,40456,11083547,3003378,G4530,WICS 반도체와반도체장비,G45,IT,KOSPI,wics_local_fallback
218150,미래생명자원,01071944,20260327,25071,236528,8166320,G3020,"WICS 식품,음료,담배",G30,필수소비재,KOSPI,wics_local_fallback
007120,미래아이앤지,00104786,20260327,46529,365226,21947742,G4510,WICS 소프트웨어와서비스,G45,IT,KOSPI,wics_local_fallback
396690,미래에셋글로벌리츠,01576102,20260327,65219,20068,26139920,G4050,WICS 부동산,G40,금융,KOSPI,wics_local_fallback
357250,미래에셋맵스리츠,01437292,20260327,51697,20068,21495790,G4050,WICS 부동산,G40,금융,KOSPI,wics_local_fallback
100790,미래에셋벤처투자,00340096,20260327,518762,1158369,15937390,G4030,WICS 다각화된금융,G40,금융,KOSPI,wics_local_fallback
0097F0,미래에셋비전스팩10호,,20260327,11960,1158369,5980000,G4030,WICS 다각화된금융,G40,금융,KOSPI,wics_local_fallback
0099W0,미래에셋비전스팩11호,,20260327,12040,1158369,6020000,G4030,WICS 다각화된금융,G40,금융,KOSPI,wics_local_fallback
448830,미래에셋비전스팩3호,01702424,20260113,14327,69974,4477200,G4030,WICS 다각화된금융,G40,금융,KOSPI,wics_local_fallback
477380,미래에셋비전스팩4호,01814233,20260327,15127,1158369,7290000,G4030,WICS 다각화된금융,G40,금융,KOSPI,wics_local_fallback
477470,미래에셋비전스팩5호,01817249,20260327,9988,1158369,4767600,G4030,WICS 다각화된금융,G40,금융,KOSPI,wics_local_fallback
478440,미래에셋비전스팩6호,01819867,20260327,13341,1158369,6444900,G4030,WICS 다각화된금융,G40,금융,KOSPI,wics_local_fallback
482680,미래에셋비전스팩7호,01841635,20260327,16216,1158369,7968550,G4030,WICS 다각화된금융,G40,금융,KOSPI,wics_local_fallback
0093G0,미래에셋비전스팩8호,,20260327,12190,1158369,6080000,G4030,WICS 다각화된금융,G40,금융,KOSPI,wics_local_fallback
0096D0,미래에셋비전스팩9호,,20260327,10035,1158369,5005000,G4030,WICS 다각화된금융,G40,금융,KOSPI,wics_local_fallback
085620,미래에셋생명,00112332,20260327,538961,281335,30092752,G4040,WICS 보험,G40,금융,KOSPI,wics_local_fallback
006800,미래에셋증권,00111722,20260327,16864003,535642,251326427,G4020,WICS 증권,G40,금융,KOSPI,wics_local_fallback
049950,미래컴퍼니,00447760,20260327,78440,153256,5555266,G4540,WICS 디스플레이,G45,IT,KOSPI,wics_local_fallback
207760,미스터블루,01047840,20260327,39249,945391,38216700,G5020,WICS 미디어와엔터테인먼트,G50,커뮤니케이션서비스,KOSPI,wics_local_fallback
081660,미스토홀딩스,00195229,20260327,1216546,456464,30262348,G2520,WICS 내구소비재와의류,G25,경기관련소비재,KOSPI,wics_local_fallback
002840,미원상사,00121932,20260327,148362,1649949,1092500,G1510,WICS 소재,G15,소재,KOSPI,wics_local_fallback
268280,미원에스씨,01234297,20260327,100640,1649949,800000,G1510,WICS 소재,G15,소재,KOSPI,wics_local_fallback
107590,미원홀딩스,00706715,20260327,40716,1649949,626400,G1510,WICS 소재,G15,소재,KOSPI,wics_local_fallback
134380,미원화학,00855163,20260327,73711,1649949,615795,G1510,WICS 소재,G15,소재,KOSPI,wics_local_fallback
003650,미창석유,00122056,20260327,91985,1649949,817645,G1510,WICS 소재,G15,소재,KOSPI,wics_local_fallback
059090,미코,00366942,20260327,326736,11083547,24060080,G4530,WICS 반도체와반도체장비,G45,IT,KOSPI,wics_local_fallback
201490,미투온,00965813,20260327,74915,945391,25097233,G5020,WICS 미디어와엔터테인먼트,G50,커뮤니케이션서비스,KOSPI,wics_local_fallback
475460,미트박스,01374717,20260327,33231,215583,4265899,G2550,WICS 소매(유통),G25,경기관련소비재,KOSPI,wics_local_fallback
452200,민테크,01689035,20260327,33832,1554136,14520128,G4535,WICS 전자와 전기제품,G45,IT,KOSPI,wics_local_fallback
206640,바디텍메드,01046708,20260327,175789,1898063,14897386,G3520,WICS 제약과생물공학,G35,건강관리,KOSPI,wics_local_fallback
018700,바른손,00122205,20260327,12447,456464,23179039,G2520,WICS 내구소비재와의류,G25,경기관련소비재,KOSPI,wics_local_fallback
035620,바른손이앤에이,00259590,20260327,13560,945391,53596566,G5020,WICS 미디어와엔터테인먼트,G50,커뮤니케이션서비스,KOSPI,wics_local_fallback
053030,바이넥스,00216027,20260327,333366,1898063,28108401,G3520,WICS 제약과생물공학,G35,건강관리,KOSPI,wics_local_fallback
301300,바이브컴퍼니,00403793,20260327,24105,365226,9471392,G4510,WICS 소프트웨어와서비스,G45,IT,KOSPI,wics_local_fallback
377740,바이오노트,00622787,20260327,145865,667883,26617772,G3510,WICS 건강관리장비와서비스,G35,건강관리,KOSPI,wics_local_fallback
064550,바이오니아,00326731,20260327,260168,1898063,21680644,G3520,WICS 제약과생물공학,G35,건강관리,KOSPI,wics_local_fallback
314930,바이오다인,01117413,20260327,213257,667883,16965538,G3510,WICS 건강관리장비와서비스,G35,건강관리,KOSPI,wics_local_fallback
489460,바이오비쥬,01657197,20260327,42646,456464,4964661,G2520,WICS 내구소비재와의류,G25,경기관련소비재,KOSPI,wics_local_fallback
086820,바이오솔루션,00560982,20260327,252568,1898063,19594121,G3520,WICS 제약과생물공학,G35,건강관리,KOSPI,wics_local_fallback
038460,바이오스마트,00240857,20260327,79121,2658156,18838395,G4520,WICS 기술하드웨어와장비,G45,IT,KOSPI,wics_local_fallback
251120,바이오에프디엔씨,01160974,20260327,79979,1898063,5652205,G3520,WICS 제약과생물공학,G35,건강관리,KOSPI,wics_local_fallback
199730,바이오인프라,01110058,20260327,10897,1898063,2772689,G3520,WICS 제약과생물공학,G35,건강관리,KOSPI,wics_local_fallback
086040,바이오톡스텍,00447502,20260327,40081,1898063,12447432,G3520,WICS 제약과생물공학,G35,건강관리,KOSPI,wics_local_fallback
188040,바이오포트,01157846,20260327,15281,236528,2433240,G3020,"WICS 식품,음료,담배",G30,필수소비재,KOSPI,wics_local_fallback
099430,바이오플러스,00636656,20260327,213517,667883,41299283,G3510,WICS 건강관리장비와서비스,G35,건강관리,KOSPI,wics_local_fallback
308080,바이젠셀,01335790,20260327,95937,1898063,15989422,G3520,WICS 제약과생물공학,G35,건강관리,KOSPI,wics_local_fallback
043150,바텍,00264255,20260327,154425,667883,6832957,G3510,WICS 건강관리장비와서비스,G35,건강관리,KOSPI,wics_local_fallback
323990,박셀바이오,01335851,20260327,161264,1898063,20233890,G3520,WICS 제약과생물공학,G35,건강관리,KOSPI,wics_local_fallback
003610,방림,00122348,20260327,79439,456464,15276820,G2520,WICS 내구소비재와의류,G25,경기관련소비재,KOSPI,wics_local_fallback
267790,배럴,01182240,20260327,13955,456464,3998440,G2520,WICS 내구소비재와의류,G25,경기관련소비재,KOSPI,wics_local_fallback
046310,백금T&A,00360036,20260327,37934,2658156,12478167,G4520,WICS 기술하드웨어와장비,G45,IT,KOSPI,wics_local_fallback
035150,백산,00122551,20260327,113184,456464,8733365,G2520,WICS 내구소비재와의류,G25,경기관련소비재,KOSPI,wics_local_fallback
331520,밸로프,01398151,20260327,17839,945391,32553209,G5020,WICS 미디어와엔터테인먼트,G50,커뮤니케이션서비스,KOSPI,wics_local_fallback
199480,뱅크웨어글로벌,01138595,20260327,32172,365226,6933679,G4510,WICS 소프트웨어와서비스,G45,IT,KOSPI,wics_local_fallback
438700,버넥트,01605529,20260327,22111,365226,7132729,G4510,WICS 소프트웨어와서비스,G45,IT,KOSPI,wics_local_fallback
382900,범한퓨얼셀,01435489,20260327,115912,1554136,4117669,G4535,WICS 전자와 전기제품,G45,IT,KOSPI,wics_local_fallback
206400,베노티앤알,01043853,20260327,37391,6776021,31133431,G2010,WICS 자본재,G20,산업재,KOSPI,wics_local_fallback
019010,베뉴지,00267906,20260327,70227,64614,14942000,G2530,"WICS 호텔,레스토랑,레저등",G25,경기관련소비재,KOSPI,wics_local_fallback
177350,베셀,00813389,20260327,17623,153256,15526475,G4540,WICS 디스플레이,G45,IT,KOSPI,wics_local_fallback
457600,벡트,01453944,20260327,11103,64204,4934700,G2560,WICS 교육서비스,G25,경기관련소비재,KOSPI,wics_local_fallback
424760,벨로크,01622331,20260327,12104,365226,9493592,G4510,WICS 소프트웨어와서비스,G45,IT,KOSPI,wics_local_fallback
007210,벽산,00122898,20260327,65911,6776021,35435800,G2010,WICS 자본재,G20,산업재,KOSPI,wics_local_fallback
250000,보라티알,01124680,20260327,14126,2249,1822697,G3010,WICS 식품과기본식료품소매,G30,필수소비재,KOSPI,wics_local_fallback
002760,보락,00123107,20260327,46434,236528,40133000,G3020,"WICS 식품,음료,담배",G30,필수소비재,KOSPI,wics_local_fallback
003850,보령,00123143,20260327,264911,1898063,27451906,G3520,WICS 제약과생물공학,G35,건강관리,KOSPI,wics_local_fallback
310210,보로노이,01327746,20260327,3229166,1898063,10300371,G3520,WICS 제약과생물공학,G35,건강관리,KOSPI,wics_local_fallback
006910,보성파워텍,00267881,20260327,425120,6776021,41760350,G2010,WICS 자본재,G20,산업재,KOSPI,wics_local_fallback
000890,보해양조,00123541,20260327,44751,236528,103590096,G3020,"WICS 식품,음료,담배",G30,필수소비재,KOSPI,wics_local_fallback
226340,본느,01098792,20260327,13346,456464,27688597,G2520,WICS 내구소비재와의류,G25,경기관련소비재,KOSPI,wics_local_fallback
003000,부광약품,00123718,20260327,805104,1898063,83864970,G3520,WICS 제약과생물공학,G35,건강관리,KOSPI,wics_local_fallback
001270,부국증권,00123772,20260327,196509,535642,2592471,G4020,WICS 증권,G40,금융,KOSPI,wics_local_fallback
026940,부국철강,00123781,20260327,18772,1649949,9400000,G1510,WICS 소재,G15,소재,KOSPI,wics_local_fallback
014470,부방,00243067,20260327,30373,456464,22819858,G2520,WICS 내구소비재와의류,G25,경기관련소비재,KOSPI,wics_local_fallback
011390,부산산업,00124027,20260327,37357,6776021,506880,G2010,WICS 자본재,G20,산업재,KOSPI,wics_local_fallback
008470,부스타,00124276,20260327,18524,6776021,4874784,G2010,WICS 자본재,G20,산업재,KOSPI,wics_local_fallback
338220,뷰노,01344202,20260327,193119,667883,11481494,G3510,WICS 건강관리장비와서비스,G35,건강관리,KOSPI,wics_local_fallback
100120,뷰웍스,00609324,20260327,164755,667883,5651988,G3510,WICS 건강관리장비와서비스,G35,건강관리,KOSPI,wics_local_fallback
406820,뷰티스킨,01147487,20260327,13410,456464,7209440,G2520,WICS 내구소비재와의류,G25,경기관련소비재,KOSPI,wics_local_fallback
099390,브레인즈컴퍼니,00642897,20260327,21138,365226,4760804,G4510,WICS 소프트웨어와서비스,G45,IT,KOSPI,wics_local_fallback
064480,브리지텍,00359076,20260327,31680,365226,7410550,G4510,WICS 소프트웨어와서비스,G45,IT,KOSPI,wics_local_fallback
365900,브이씨,01354740,20260327,12373,456464,4532386,G2520,WICS 내구소비재와의류,G25,경기관련소비재,KOSPI,wics_local_fallback
089970,브이엠,00544577,20260327,982082,11083547,21970525,G4530,WICS 반도체와반도체장비,G45,IT,KOSPI,wics_local_fallback
251630,브이원텍,01027794,20260327,42497,6776021,7812014,G2010,WICS 자본재,G20,산업재,KOSPI,wics_local_fallback
018290,브이티,00150165,20260327,318788,456464,20266266,G2520,WICS 내구소비재와의류,G25,경기관련소비재,KOSPI,wics_local_fallback
478560,블랙야크아이앤씨,01718407,20260327,19590,456464,6199271,G2520,WICS 내구소비재와의류,G25,경기관련소비재,KOSPI,wics_local_fallback
006740,블루산업개발,00141404,20260327,26042,1649949,44440958,G1510,WICS 소재,G15,소재,KOSPI,wics_local_fallback
439580,블루엠텍,01559637,20260327,76574,667883,21661790,G3510,WICS 건강관리장비와서비스,G35,건강관리,KOSPI,wics_local_fallback
033560,블루콤,00238001,20260327,25394,20068,7524000,G4050,WICS 부동산,G40,금융,KOSPI,wics_local_fallback
369370,블리츠웨이엔터테인먼트,01508855,20260327,27155,945391,22442359,G5020,WICS 미디어와엔터테인먼트,G50,커뮤니케이션서비스,KOSPI,wics_local_fallback
126340,비나텍,00563518,20260327,570954,6776021,4714728,G2010,WICS 자본재,G20,산업재,KOSPI,wics_local_fallback
082800,비보존 제약,00533191,20260327,124779,1898063,36431799,G3520,WICS 제약과생물공학,G35,건강관리,KOSPI,wics_local_fallback
318410,비비씨,01153105,20260327,30090,53587,3833117,G3030,WICS 가정용품과개인용품,G30,필수소비재,KOSPI,wics_local_fallback
002070,비비안,00107677,20260327,15688,456464,40224508,G2520,WICS 내구소비재와의류,G25,경기관련소비재,KOSPI,wics_local_fallback
100220,비상교육,00520887,20260327,27625,64204,5068728,G2560,WICS 교육서비스,G25,경기관련소비재,KOSPI,wics_local_fallback
419540,비스토스,01506848,20260327,11395,667883,12875806,G3510,WICS 건강관리장비와서비스,G35,건강관리,KOSPI,wics_local_fallback
146320,비씨엔씨,01301623,20260327,79300,11083547,5503106,G4530,WICS 반도체와반도체장비,G45,IT,KOSPI,wics_local_fallback
200780,비씨월드제약,00256043,20260327,28789,1898063,5972770,G3520,WICS 제약과생물공학,G35,건강관리,KOSPI,wics_local_fallback
413640,비아이매트릭스,01462739,20260327,24230,365226,2954845,G4510,WICS 소프트웨어와서비스,G45,IT,KOSPI,wics_local_fallback
141000,비아트론,00610083,20260327,82548,153256,8116855,G4540,WICS 디스플레이,G45,IT,KOSPI,wics_local_fallback
090460,비에이치,00447609,20260327,512078,2658156,23598076,G4520,WICS 기술하드웨어와장비,G45,IT,KOSPI,wics_local_fallback
083650,비에이치아이,00409788,20260327,1730781,870675,18257181,G1010,WICS 에너지,G10,에너지,KOSPI,wics_local_fallback
473370,비엔케이제2호스팩,01800285,20260327,11059,1158369,3999500,G4030,WICS 다각화된금융,G40,금융,KOSPI,wics_local_fallback
0068Y0,비엔케이제3호스팩,,20260327,8117,1158369,4008300,G4030,WICS 다각화된금융,G40,금융,KOSPI,wics_local_fallback
065170,비엘팜텍,00384717,20260327,67630,667883,20097930,G3510,WICS 건강관리장비와서비스,G35,건강관리,KOSPI,wics_local_fallback
086670,비엠티,00524786,20260327,61501,6776021,3970354,G2010,WICS 자본재,G20,산업재,KOSPI,wics_local_fallback
488900,비츠로넥스텍,01194607,20260327,145969,6776021,7244110,G2010,WICS 자본재,G20,산업재,KOSPI,wics_local_fallback
082920,비츠로셀,00154718,20260327,945328,1554136,27203686,G4535,WICS 전자와 전기제품,G45,IT,KOSPI,wics_local_fallback
054220,비츠로시스,00201432,20260327,27895,365226,49371995,G4510,WICS 소프트웨어와서비스,G45,IT,KOSPI,wics_local_fallback
042370,비츠로테크,00103644,20260327,119891,1554136,10480010,G4535,WICS 전자와 전기제품,G45,IT,KOSPI,wics_local_fallback
050090,비케이홀딩스,00369569,20260327,10442,945391,13849314,G5020,WICS 미디어와엔터테인먼트,G50,커뮤니케이션서비스,KOSPI,wics_local_fallback
148780,비큐AI,00980043,20260327,23260,365226,20439721,G4510,WICS 소프트웨어와서비스,G45,IT,KOSPI,wics_local_fallback
307870,비투엔,01326792,20260327,42779,365226,32164835,G4510,WICS 소프트웨어와서비스,G45,IT,KOSPI,wics_local_fallback
377030,비트맥스,01409095,20260318,30639,962950,32083080,G4510,WICS 소프트웨어와서비스,G45,IT,KOSPI,wics_local_fallback
032850,비트컴퓨터,00231707,20260327,61154,667883,11303839,G3510,WICS 건강관리장비와서비스,G35,건강관리,KOSPI,wics_local_fallback
049470,비트플래닛,00351579,20260327,42328,365226,60039493,G4510,WICS 소프트웨어와서비스,G45,IT,KOSPI,wics_local_fallback
238200,비피도,01109070,20260327,16368,667883,5644200,G3510,WICS 건강관리장비와서비스,G35,건강관리,KOSPI,wics_local_fallback
093190,빅솔론,00478900,20260327,41102,2658156,5386893,G4520,WICS 기술하드웨어와장비,G45,IT,KOSPI,wics_local_fallback
065450,빅텍,00385363,20260327,102396,6776021,21288138,G2010,WICS 자본재,G20,산업재,KOSPI,wics_local_fallback
044480,빌리언스,00173449,20260327,16054,945391,50011511,G5020,WICS 미디어와엔터테인먼트,G50,커뮤니케이션서비스,KOSPI,wics_local_fallback
005180,빙그레,00124726,20260327,347426,236528,4682294,G3020,"WICS 식품,음료,담배",G30,필수소비재,KOSPI,wics_local_fallback
069540,빛과전자,00367482,20260327,257450,2658156,81990347,G4520,WICS 기술하드웨어와장비,G45,IT,KOSPI,wics_local_fallback
072950,빛샘전자,00359261,20260327,38086,2658156,5153670,G4520,WICS 기술하드웨어와장비,G45,IT,KOSPI,wics_local_fallback
451250,삐아,01283974,20260327,30136,456464,3579056,G2520,WICS 내구소비재와의류,G25,경기관련소비재,KOSPI,wics_local_fallback
143240,사람인,00857480,20260327,85030,30375,4917890,G2020,WICS 상업서비스와공급품,G20,산업재,KOSPI,wics_local_fallback
466410,사이냅소프트,01207901,20260327,26562,365226,2367400,G4510,WICS 소프트웨어와서비스,G45,IT,KOSPI,wics_local_fallback
