,variant,annualized_alpha_vs_current,tracking_error_vs_current,information_ratio_vs_current,bootstrap_alpha_ci_low,bootstrap_alpha_ci_high
0,A0_LEGACY,0.11272042037308626,0.11069212484251065,1.0183237563960525,-0.0014446628767258464,0.2523292077761369
1,X_CAP15_ONLY,0.041101714844165346,0.058050275865738764,0.7080365119922463,-0.013246853103674605,0.09250371996725044
2,A_CURRENT,0.0,0.0,0.0,0.0,0.0
3,X_COOLDOWN5,-0.01706818746246291,0.09847499223074056,-0.1733250958016811,-0.11265145586351064,0.03917707966828998
4,B_EQUAL,-0.0008632289559817849,0.01885684447379366,-0.04577801748227065,-0.017069644787281076,0.013682621051580596
5,C_CAP10,-0.027270927790065812,0.06159943778818066,-0.44271390728988763,-0.09974076095312567,0.028702295880106383
6,C_CAP08,-0.03940250545670045,0.08858891120273227,-0.4447792045499843,-0.14478920360475,0.04439901830525476
7,D_BAND20,1.4189699855978923e-05,0.008131564329789962,0.0017450147696667663,-0.008149687193292676,0.009804664519290298
8,E_VOL_RISK,-0.07635400502542121,0.12396595448677988,-0.6159272143833961,-0.19056149877459228,0.01635003485071292
